"Relative Time (Process)","final_final-v0 - system/gpu.0.gpu","final_final-v0 - system/gpu.0.gpu__MIN","final_final-v0 - system/gpu.0.gpu__MAX"
"32916.313253189","64","64","64"
"32926.855580621","96","96","96"
"32931.312935394","65","65","65"
"32941.85864287","97","97","97"
"32946.313013503","79","79","79"
"32956.855978433","61","61","61"
"32961.312667231","94","94","94"
"32971.855225127","78","78","78"
"32976.313789255","98","98","98"
"32986.855918048","98","98","98"
"32991.313021505","98","98","98"
"33001.856545421","97","97","97"
"33006.312527243","58","58","58"
"33016.854925677","97","97","97"
"33021.312405299","64","64","64"
"33031.856553007","97","97","97"
"33036.313054432","72","72","72"
"33046.854791175","99","99","99"
"33051.312219219","98","98","98"
"33061.855144786","96","96","96"
"33066.313580042","96","96","96"
"33076.855000554","97","97","97"
"33081.311499092","98","98","98"
"33091.855191694","97","97","97"
"33096.312799076","99","99","99"
"33106.855899948","97","97","97"
"33111.312821204","62","62","62"
"33121.855556768","61","61","61"
"33126.312841726","98","98","98"
"33136.856070977","76","76","76"
"33141.3132089","97","97","97"
"33151.855942645","71","71","71"
"33156.312384441","99","99","99"
"33166.856108694","98","98","98"
"33171.312624026","90","90","90"
"33181.856028235","97","97","97"
"33186.312725781","64","64","64"
"33196.855850299","97","97","97"
"33201.312931417","56","56","56"
"33211.855304931","97","97","97"
"33216.313151348","65","65","65"
"33226.856161579","97","97","97"
"33231.313037616","96","96","96"
"33241.855218855","96","96","96"
"33246.313129449","96","96","96"
"33256.854464442","99","99","99"
"33261.313026909","60","60","60"
"33271.855853014","99","99","99"
"33276.314063165","97","97","97"
"33286.856169547","95","95","95"
"33291.313191577","99","99","99"
"33301.855872767","69","69","69"
"33306.31319006","90","90","90"
"33316.855100746","62","62","62"
"33321.312937301","56","56","56"
"33331.856165323","76","76","76"
"33336.312231976","97","97","97"
"33346.85519128","94","94","94"
"33351.312325801","99","99","99"
"33361.85567293","97","97","97"
"33366.313815435","99","99","99"
"33376.854997551","64","64","64"
"33381.313522596","63","63","63"
"33391.856235838","76","76","76"
"33396.313293497","98","98","98"
"33406.855455337","59","59","59"
"33411.315313293","99","99","99"
"33421.855944119","67","67","67"
"33426.31195555","98","98","98"
"33436.855581096","73","73","73"
"33441.313943112","97","97","97"
"33451.855193335","64","64","64"
"33456.312340842","99","99","99"
"33466.855699497","64","64","64"
"33471.312674897","81","81","81"
"33481.854752096","60","60","60"
"33486.312181004","97","97","97"
"33496.855133983","72","72","72"
"33501.312430643","97","97","97"
"33511.855637735","97","97","97"
"33516.312618312","90","90","90"
"33526.856072053","97","97","97"
"33531.313870082","94","94","94"
"33541.854656031","99","99","99"
"33546.312752769","98","98","98"
"33556.855742442","96","96","96"
"33561.313217349","98","98","98"
"33571.856198416","98","98","98"
"33576.313215693","77","77","77"
"33586.857076104","98","98","98"
"33591.313234528","97","97","97"
"33601.857677579","98","98","98"
"33606.313110647","99","99","99"
"33616.854885926","99","99","99"
"33621.313496694","63","63","63"
"33631.856026002","99","99","99"
"33636.313598705","66","66","66"
"33646.855866214","99","99","99"
"33651.312260369","97","97","97"
"33661.855078388","99","99","99"
"33666.312840287","99","99","99"
"33676.855145067","87","87","87"
"33681.313331159","99","99","99"
"33691.855302016","61","61","61"
"33696.313829068","99","99","99"
"33706.855157784","97","97","97"
"33711.313645269","99","99","99"
"33721.855056367","99","99","99"
"33726.313890596","99","99","99"
"33736.855077959","96","96","96"
"33741.312854392","99","99","99"
"33751.854763843","97","97","97"
"33756.312826562","59","59","59"
"33766.855261092","97","97","97"
"33771.312123895","98","98","98"
"33781.855766209","97","97","97"
"33786.313126035","97","97","97"
"33796.855183035","97","97","97"
"33801.313219735","99","99","99"
"33811.855265929","97","97","97"
"33816.313377865","97","97","97"
"33826.855872541","99","99","99"
"33831.313128864","97","97","97"
"33841.85520051","97","97","97"
"33846.312398261","99","99","99"
"33856.855420766","92","92","92"
"33861.311569251","99","99","99"
"33871.855375267","99","99","99"
"33876.313095188","97","97","97"
"33886.854176209","97","97","97"
"33891.312621772","99","99","99"
"33901.854819649","97","97","97"
"33906.312167546","99","99","99"
"33916.854978262","97","97","97"
"33921.313581067","65","65","65"
"33931.855132212","96","96","96"
"33936.313326736","64","64","64"
"33946.855212743","97","97","97"
"33951.314761037","70","70","70"
"33961.855322289","63","63","63"
"33966.311807112","99","99","99"
"33976.8570652","68","68","68"
"33981.312089489","84","84","84"
"33991.855529685","65","65","65"
"33996.313601964","97","97","97"
"34006.855060907","99","99","99"
"34011.31376573","92","92","92"
"34021.855082864","97","97","97"
"34026.313462834","64","64","64"
"34036.854381324","97","97","97"
"34041.31265196","69","69","69"
"34051.854741018","97","97","97"
"34056.312540528","79","79","79"
"34066.854292788","97","97","97"
"34071.312966241","79","79","79"
"34081.856057716","98","98","98"
"34086.311295813","99","99","99"
"34096.85474988","97","97","97"
"34101.313018129","97","97","97"
"34111.854815562","97","97","97"
"34116.313719287","98","98","98"
"34126.855942216","80","80","80"
"34131.312759329","95","95","95"
"34141.854867013","60","60","60"
"34146.312628896","95","95","95"
"34156.854757681","65","65","65"
"34161.312815185","96","96","96"
"34171.855355866","66","66","66"
"34176.312260262","99","99","99"
"34186.85592296","99","99","99"
"34191.313166462","92","92","92"
"34201.855424743","97","97","97"
"34206.311419413","63","63","63"
"34216.855433345","98","98","98"
"34221.312773244","67","67","67"
"34231.855436213","97","97","97"
"34236.313633905","97","97","97"
"34246.854348422","97","97","97"
"34251.312411047","99","99","99"
"34261.855811604","99","99","99"
"34266.311914967","62","62","62"
"34276.856297209","99","99","99"
"34281.313558274","99","99","99"
"34291.855458232","99","99","99"
"34296.313568211","78","78","78"
"34306.855669552","99","99","99"
"34311.312678328","63","63","63"
"34321.855022218","89","89","89"
"34326.312695427","69","69","69"
"34336.855553542","63","63","63"
"34341.314338323","97","97","97"
"34351.855434146","63","63","63"
"34356.314026087","99","99","99"
"34366.856565107","99","99","99"
"34371.312493609","63","63","63"
"34381.854785592","83","83","83"
"34386.313551519","86","86","86"
"34396.85554291","99","99","99"
"34401.312697939","96","96","96"
"34411.85570844","98","98","98"
"34416.312369224","99","99","99"
"34426.854778147","74","74","74"
"34431.313127183","58","58","58"
"34441.856305262","70","70","70"
"34446.31304039","99","99","99"
"34456.855283303","67","67","67"
"34461.311588364","61","61","61"
"34471.855622998","99","99","99"
"34476.31290407","97","97","97"
"34486.855617823","99","99","99"
"34491.313464207","98","98","98"
"34501.854199724","97","97","97"
"34506.313869078","97","97","97"
"34516.855504193","99","99","99"
"34521.312637098","99","99","99"
"34531.855687697","99","99","99"
"34536.312195925","99","99","99"
"34546.855905962","98","98","98"
"34551.314134008","84","84","84"
"34561.855506112","98","98","98"
"34566.312980179","63","63","63"
"34576.854906268","98","98","98"
"34581.313246447","99","99","99"
"34591.854625633","97","97","97"
"34596.312788284","96","96","96"
"34606.855286929","97","97","97"
"34611.312617714","97","97","97"
"34621.855448824","97","97","97"
"34626.312613779","99","99","99"
"34636.85655592","99","99","99"
"34641.31317857","99","99","99"
"34651.855709958","92","92","92"
"34656.31272222","60","60","60"
"34666.857416322","78","78","78"
"34671.311572387","85","85","85"
"34681.855408738","63","63","63"
"34686.313667095","98","98","98"
"34696.856211145","99","99","99"
"34701.313694176","63","63","63"
"34711.855259096","99","99","99"
"34716.311995433","93","93","93"
"34726.856361146","99","99","99"
"34731.311884844","98","98","98"
"34741.857041732","99","99","99"
"34746.312923107","97","97","97"
"34756.855619177","99","99","99"
"34761.312600994","99","99","99"
"34771.855385536","96","96","96"
"34776.312484442","99","99","99"
"34786.855707335","94","94","94"
"34791.313566906","99","99","99"
"34801.854852634","98","98","98"
"34806.312886148","60","60","60"
"34816.854911373","97","97","97"
"34821.313132259","70","70","70"
"34831.855614036","96","96","96"
"34836.312847116","60","60","60"
"34846.855047645","97","97","97"
"34851.311658724","93","93","93"
"34861.8566545","96","96","96"
"34866.312274387","99","99","99"
"34876.855309899","97","97","97"
"34881.314109581","73","73","73"
"34891.855425958","99","99","99"
"34896.312240271","63","63","63"
"34906.854621354","97","97","97"
"34911.311443394","84","84","84"
"34921.854673447","98","98","98"
"34926.313189009","97","97","97"
"34936.855393961","98","98","98"
"34941.312591408","99","99","99"
"34951.854757724","97","97","97"
"34956.31320744","99","99","99"
"34966.854896976","63","63","63"
"34971.313011181","83","83","83"
"34981.854091254","53","53","53"
"34986.313701565","64","64","64"
"34996.854670114","57","57","57"
"35001.31253717","79","79","79"
"35011.855528946","65","65","65"
"35016.31243755","95","95","95"
"35026.855054827","63","63","63"
"35031.313868169","97","97","97"
"35041.854957623","64","64","64"
"35046.312178481","99","99","99"
"35056.85631539","69","69","69"
"35061.312817487","99","99","99"
"35071.85469426","64","64","64"
"35076.312830847","97","97","97"
"35086.854717765","64","64","64"
"35091.312355455","72","72","72"
"35101.855365986","62","62","62"
"35106.312349192","63","63","63"
"35116.855999305","82","82","82"
"35121.312456169","81","81","81"
"35131.855771364","71","71","71"
"35136.312657648","97","97","97"
"35146.856119543","74","74","74"
"35151.312225365","77","77","77"
"35161.855518135","99","99","99"
"35166.312050473","85","85","85"
"35176.856263097","99","99","99"
"35181.312382442","64","64","64"
"35191.855010716","98","98","98"
"35196.312912089","95","95","95"
"35206.85462998","95","95","95"
"35211.312769666","98","98","98"
"35221.855411617","97","97","97"
"35226.313974888","96","96","96"
"35236.855034258","99","99","99"
"35241.313555815","99","99","99"
"35251.855148887","99","99","99"
"35256.313269691","99","99","99"
"35266.855206996","99","99","99"
"35271.312101175","79","79","79"
"35281.855808067","99","99","99"
"35286.313021179","63","63","63"
"35296.855550873","87","87","87"
"35301.313056675","97","97","97"
"35311.856071786","80","80","80"
"35316.312971319","99","99","99"
"35326.854407527","71","71","71"
"35331.311695749","74","74","74"
"35341.854404597","63","63","63"
"35346.313581059","63","63","63"
"35356.856626048","68","68","68"
"35361.31277009","73","73","73"
"35371.85597691","74","74","74"
"35376.312159776","97","97","97"
"35386.854727568","99","99","99"
"35391.313658655","96","96","96"
"35401.855398479","99","99","99"
"35406.31243953","99","99","99"
"35416.855733812","97","97","97"
"35421.312025184","98","98","98"
"35431.855972076","99","99","99"
"35436.31211575","66","66","66"
"35446.855235748","99","99","99"
"35451.313027159","64","64","64"
"35461.856607257","99","99","99"
"35466.312847781","92","92","92"
"35476.855005402","99","99","99"
"35481.313101464","97","97","97"
"35491.856808947","99","99","99"
"35496.31273636","97","97","97"
"35506.855993491","99","99","99"
"35511.312727106","99","99","99"
"35521.856153668","90","90","90"
"35526.315314732","99","99","99"
"35536.854393808","70","70","70"
"35541.311488857","88","88","88"
"35551.854265561","69","69","69"
"35556.313075026","97","97","97"
"35566.854650149","61","61","61"
"35571.312643386","99","99","99"
"35581.854105175","64","64","64"
"35586.311543744","99","99","99"
"35596.854574691","99","99","99"
"35601.312066503","64","64","64"
"35611.854577332","99","99","99"
"35616.313343166","73","73","73"
"35626.854884179","99","99","99"
"35631.312842569","99","99","99"
"35641.854759721","99","99","99"
"35646.314210839","97","97","97"
"35656.854935519","70","70","70"
"35661.312818923","97","97","97"
"35671.855591827","64","64","64"
"35676.313811463","99","99","99"
"35686.855642311","64","64","64"
"35691.312077335","97","97","97"
"35701.854895203","64","64","64"
"35706.312536806","63","63","63"
"35716.8563743","67","67","67"
"35721.312517648","97","97","97"
"35731.855056807","64","64","64"
"35736.314644545","99","99","99"
"35746.855851377","66","66","66"
"35751.314903259","55","55","55"
"35761.85598397","91","91","91"
"35766.31279403","99","99","99"
"35776.855277913","87","87","87"
"35781.312221336","74","74","74"
"35791.856190303","98","98","98"
"35796.312185107","99","99","99"
"35806.85458154","98","98","98"
"35811.312409194","75","75","75"
"35821.853981285","99","99","99"
"35826.314180131","97","97","97"
"35836.855981887","99","99","99"
"35841.312682683","55","55","55"
"35851.855867424","99","99","99"
"35856.313480963","99","99","99"
"35866.855703425","99","99","99"
"35871.31307444","63","63","63"
"35881.855235206","99","99","99"
"35886.313246482","99","99","99"
"35896.856089609","91","91","91"
"35901.312871479","71","71","71"
"35911.854619205","99","99","99"
"35916.311831897","99","99","99"
"35926.854800873","99","99","99"
"35931.313318418","98","98","98"
"35941.855457749","99","99","99"
"35946.313410519","85","85","85"
"35956.85464963","91","91","91"
"35961.313005636","97","97","97"
"35971.855742229","64","64","64"
"35976.31283296","97","97","97"
"35986.856652963","82","82","82"
"35991.312443173","59","59","59"
"36001.856104614","89","89","89"
"36006.313126963","97","97","97"
"36016.856116829","78","78","78"
"36021.31269693","60","60","60"
"36031.855581857","99","99","99"
"36036.312165844","97","97","97"
"36046.857865607","97","97","97"
"36051.312482376","78","78","78"
"36061.856788966","97","97","97"
"36066.312164126","97","97","97"
"36076.857568099","93","93","93"
"36081.312591812","59","59","59"
"36091.857494631","78","78","78"
"36096.313069802","97","97","97"
"36106.855165967","66","66","66"
"36111.313386167","61","61","61"
"36121.855468259","63","63","63"
"36126.313206015","99","99","99"
"36136.856111946","64","64","64"
"36141.313385305","97","97","97"
"36151.855128724","64","64","64"
"36156.312505417","62","62","62"
"36166.85523474","64","64","64"
"36171.312744926","99","99","99"
"36181.855373892","75","75","75"
"36186.3126411","60","60","60"
"36196.856058229","67","67","67"
"36201.312710413","96","96","96"
"36211.857318882","79","79","79"
"36216.312690217","95","95","95"
"36226.856162029","82","82","82"
"36231.312163909","97","97","97"
"36241.85509857","97","97","97"
"36246.312659794","99","99","99"
"36256.855508385","98","98","98"
"36261.313323365","99","99","99"
"36271.855216533","97","97","97"
"36276.312894472","86","86","86"
"36286.855735296","97","97","97"
"36291.31250154","97","97","97"
"36301.854915762","97","97","97"
"36306.312444092","67","67","67"
"36316.856007988","97","97","97"
"36321.312214483","97","97","97"
"36331.854936471","97","97","97"
"36336.312854169","60","60","60"
"36346.85449995","97","97","97"
"36351.313070152","97","97","97"
"36361.854206385","98","98","98"
"36366.3132834","61","61","61"
"36376.854832385","98","98","98"
"36381.313255096","97","97","97"
"36391.854433236","99","99","99"
"36396.314881084","73","73","73"
"36406.85583116","99","99","99"
"36411.312662936","72","72","72"
"36421.854906776","97","97","97"
"36426.312789759","99","99","99"
"36436.854375474","99","99","99"
"36441.313383708","76","76","76"
"36451.85510041","99","99","99"
"36456.313321507","99","99","99"
"36466.854812274","99","99","99"
"36471.31274191","64","64","64"
"36481.855865935","99","99","99"
"36486.312602103","97","97","97"
"36496.854531225","92","92","92"
"36501.313348806","60","60","60"
"36511.8558811","99","99","99"
"36516.311841173","97","97","97"
"36526.857194934","64","64","64"
"36531.312811219","87","87","87"
"36541.857335266","69","69","69"
"36546.312162921","97","97","97"
"36556.855120254","84","84","84"
"36561.312906245","78","78","78"
"36571.85546281","70","70","70"
"36576.313016921","93","93","93"
"36586.855095507","66","66","66"
"36591.31196609","97","97","97"
"36601.854509553","90","90","90"
"36606.312742882","98","98","98"
"36616.854480874","99","99","99"
"36621.312517812","92","92","92"
"36631.854859698","96","96","96"
"36636.313032036","99","99","99"
"36646.857814737","97","97","97"
"36651.312444864","62","62","62"
"36661.85505157","63","63","63"
"36666.312764457","97","97","97"
"36676.855444833","64","64","64"
"36681.313477589","60","60","60"
"36691.855094171","93","93","93"
"36696.313882966","97","97","97"
"36706.855002292","93","93","93"
"36711.312723398","78","78","78"
"36721.855275042","96","96","96"
"36726.312166404","97","97","97"
"36736.856096681","97","97","97"
"36741.312459377","91","91","91"
"36751.855769074","98","98","98"
"36756.312096053","98","98","98"
"36766.855506101","97","97","97"
"36771.3115699","99","99","99"
"36781.855745167","97","97","97"
"36786.311930444","97","97","97"
"36796.855441578","97","97","97"
"36801.312785709","93","93","93"
"36811.855156628","99","99","99"
"36816.312138697","97","97","97"
"36826.854801765","99","99","99"
"36831.313693016","97","97","97"
"36841.854830842","99","99","99"
"36846.313154804","62","62","62"
"36856.85628941","99","99","99"
"36861.313215188","97","97","97"
"36871.855059732","84","84","84"
"36876.312771349","82","82","82"
"36886.855293765","94","94","94"
"36891.315732433","73","73","73"
"36901.855877778","60","60","60"
"36906.312791208","91","91","91"
"36916.855728492","99","99","99"
"36921.313442001","97","97","97"
"36931.855723765","84","84","84"
"36936.312622862","98","98","98"
"36946.855160087","60","60","60"
"36951.3129904","98","98","98"
"36961.855053123","81","81","81"
"36966.312772303","97","97","97"
"36976.855025628","95","95","95"
"36981.312818778","99","99","99"
"36991.855588837","97","97","97"
"36996.313095896","84","84","84"
"37006.855161349","99","99","99"
"37011.312656363","98","98","98"
"37021.856280321","99","99","99"
"37026.312334506","97","97","97"
"37036.855116052","68","68","68"
"37041.313651298","97","97","97"
"37051.855099959","63","63","63"
"37056.313963299","99","99","99"
"37066.855677762","66","66","66"
"37071.312369186","99","99","99"
"37081.854843162","97","97","97"
"37086.313021921","80","80","80"
"37096.855548274","97","97","97"
"37101.312076667","64","64","64"
"37111.855724007","99","99","99"
"37116.313464119","70","70","70"
"37126.855439772","99","99","99"
"37131.312470499","96","96","96"
"37141.85612114","75","75","75"
"37146.312817256","99","99","99"
"37156.854787317","68","68","68"
"37161.313021037","99","99","99"
"37171.855140824","99","99","99"
"37176.313459181","83","83","83"
"37186.855420961","97","97","97"
"37191.31289457","98","98","98"
"37201.855504187","99","99","99"
"37206.311862198","64","64","64"
"37216.85509821","99","99","99"
"37221.313025368","76","76","76"
"37231.855350008","62","62","62"
"37236.3127481","99","99","99"
"37246.856474449","63","63","63"
"37251.312944581","71","71","71"
"37261.855126968","62","62","62"
"37266.31229295","65","65","65"
"37276.854908594","99","99","99"
"37281.312891903","78","78","78"
"37291.856026514","97","97","97"
"37296.313381905","98","98","98"
"37306.855389747","99","99","99"
"37311.313020019","97","97","97"
"37321.855246626","98","98","98"
"37326.312128022","98","98","98"
"37336.856195859","97","97","97"
"37341.312976275","97","97","97"
"37351.855559832","99","99","99"
"37356.31197052","99","99","99"
"37366.855152431","70","70","70"
"37371.312449125","99","99","99"
"37381.858263587","67","67","67"
"37386.312329882","99","99","99"
"37396.855796555","86","86","86"
"37401.312221974","69","69","69"
"37411.854300333","97","97","97"
"37416.312149364","98","98","98"
"37426.854122699","96","96","96"
"37431.313044479","97","97","97"
"37441.856513487","96","96","96"
"37446.312984484","99","99","99"
"37456.855366709","99","99","99"
"37461.313562177","99","99","99"
"37471.856069449","99","99","99"
"37476.31184663","70","70","70"
"37486.856019051","99","99","99"
"37491.312678744","71","71","71"
"37501.8560156","81","81","81"
"37506.313072593","99","99","99"
"37516.855887993","97","97","97"
"37521.312838758","98","98","98"
"37531.854889973","97","97","97"
"37536.312507062","98","98","98"
"37546.855408275","97","97","97"
"37551.313062578","99","99","99"
"37561.855338245","99","99","99"
"37566.312602927","94","94","94"
"37576.856040809","99","99","99"
"37581.312409308","63","63","63"
"37591.856052464","98","98","98"
"37596.312170764","84","84","84"
"37606.855250347","68","68","68"
"37611.313513498","98","98","98"
"37621.855082527","63","63","63"
"37626.312845153","97","97","97"
"37636.855104578","73","73","73"
"37641.312889233","99","99","99"
"37651.856253157","96","96","96"
"37656.314083262","82","82","82"
"37666.855219745","97","97","97"
"37671.313851765","61","61","61"
"37681.855921055","99","99","99"
"37686.314132356","99","99","99"
"37696.856617263","99","99","99"
"37701.314147988","99","99","99"
"37711.855489548","64","64","64"
"37716.313292221","99","99","99"
"37726.855535553","69","69","69"
"37731.312714903","84","84","84"
"37741.854719913","96","96","96"
"37746.312282313","65","65","65"
"37756.855775613","99","99","99"
"37761.312340952","64","64","64"
"37771.855866438","72","72","72"
"37776.312486836","99","99","99"
"37786.855584845","96","96","96"
"37791.31277661","97","97","97"
"37801.855154855","99","99","99"
"37806.313482426","99","99","99"
"37816.856216547","99","99","99"
"37821.31341142","88","88","88"
"37831.855904292","63","63","63"
"37836.312343567","50","50","50"
"37846.855741199","76","76","76"
"37851.313333675","97","97","97"
"37861.855561431","75","75","75"
"37866.312443808","97","97","97"
"37876.855215774","99","99","99"
"37881.313564226","99","99","99"
"37891.856083375","97","97","97"
"37896.312499012","99","99","99"
"37906.855642019","97","97","97"
"37911.313451557","97","97","97"
"37921.855944776","61","61","61"
"37926.312108778","99","99","99"
"37936.854959521","63","63","63"
"37941.312528522","99","99","99"
"37951.855159921","91","91","91"
"37956.312571825","66","66","66"
"37966.856375737","98","98","98"
"37971.31261401","64","64","64"
"37981.855452105","98","98","98"
"37986.31324485","84","84","84"
"37996.85461721","86","86","86"
"38001.313558418","98","98","98"
"38011.858525884","62","62","62"
"38016.314871413","97","97","97"
"38026.855933009","89","89","89"
"38031.313689899","98","98","98"
"38041.854127872","98","98","98"
"38046.31348997","97","97","97"
"38056.856469084","99","99","99"
"38061.314775327","99","99","99"
"38071.856065641","63","63","63"
"38076.312054714","99","99","99"
"38086.856492308","63","63","63"
"38091.312526307","99","99","99"
"38101.856152655","77","77","77"
"38106.312791985","97","97","97"
"38116.85451939","96","96","96"
"38121.313407429","97","97","97"
"38131.856525408","97","97","97"
"38136.312493172","99","99","99"
"38146.857235708","98","98","98"
"38151.31154509","99","99","99"
"38161.855320262","99","99","99"
"38166.313101916","75","75","75"
"38176.855987131","70","70","70"
"38181.315035099","64","64","64"
"38191.854984484","97","97","97"
"38196.313261751","96","96","96"
"38206.85493984","99","99","99"
"38211.31345191","99","99","99"
"38221.855707883","99","99","99"
"38226.313906046","96","96","96"
"38236.856348537","78","78","78"
"38241.312259625","99","99","99"
"38251.854929515","63","63","63"
"38256.312256381","87","87","87"
"38266.855218032","79","79","79"
"38271.31211391","98","98","98"
"38281.854064985","97","97","97"
"38286.312580335","99","99","99"
"38296.855377919","97","97","97"
"38301.312725702","85","85","85"
"38311.855614334","99","99","99"
"38316.312687536","66","66","66"
"38326.855562313","88","88","88"
"38331.31247415","97","97","97"
"38341.855370376","60","60","60"
"38346.312508089","96","96","96"
"38356.855281415","99","99","99"
"38361.31237729","99","99","99"
"38371.855673867","99","99","99"
"38376.312623032","99","99","99"
"38386.856539592","60","60","60"
"38391.313592158","99","99","99"
"38401.856661376","73","73","73"
"38406.311464494","59","59","59"
"38416.854699386","63","63","63"
"38421.313543148","66","66","66"
"38431.854892818","60","60","60"
"38436.312458975","97","97","97"
"38446.854677974","65","65","65"
"38451.314170006","99","99","99"
"38461.85461264","63","63","63"
"38466.312612862","99","99","99"
"38476.855553124","64","64","64"
"38481.3122632","78","78","78"
"38491.857237065","81","81","81"
"38496.313014273","62","62","62"
"38506.856182877","97","97","97"
"38511.312821862","77","77","77"
"38521.855538036","99","99","99"
"38526.31419152","99","99","99"
"38536.854672905","73","73","73"
"38541.312507546","99","99","99"
"38551.855857469","62","62","62"
"38556.312444805","72","72","72"
"38566.85553815","96","96","96"
"38571.313082085","63","63","63"
"38581.855776179","99","99","99"
"38586.313250998","99","99","99"
"38596.855038443","89","89","89"
"38601.312373814","96","96","96"
"38611.85557491","97","97","97"
"38616.313301738","99","99","99"
"38626.854180142","98","98","98"
"38631.312827023","91","91","91"
"38641.855744962","55","55","55"
"38646.31224691","63","63","63"
"38656.855163635","96","96","96"
"38661.313231767","67","67","67"
"38671.855813201","99","99","99"
"38676.313618893","98","98","98"
"38686.854410848","82","82","82"
"38691.311811171","63","63","63"
"38701.855880836","70","70","70"
"38706.312610876","63","63","63"
"38716.85495003","97","97","97"
"38721.313436709","63","63","63"
"38731.855723305","99","99","99"
"38736.313591668","97","97","97"
"38746.85533744","62","62","62"
"38751.313418231","97","97","97"
"38761.854729184","97","97","97"
"38766.313298958","99","99","99"
"38776.854699082","94","94","94"
"38781.313073266","98","98","98"
"38791.856068009","64","64","64"
"38796.312410333","80","80","80"
"38806.855078422","84","84","84"
"38811.312552723","63","63","63"
"38821.85442427","97","97","97"
"38826.313425403","82","82","82"
"38836.855364318","97","97","97"
"38841.312618049","98","98","98"
"38851.854824264","99","99","99"
"38856.312529179","83","83","83"
"38866.85616004","59","59","59"
"38871.313421431","97","97","97"
"38881.854986808","64","64","64"
"38886.313864507","97","97","97"
"38896.855557144","97","97","97"
"38901.313646433","97","97","97"
"38911.856472873","97","97","97"
"38916.311654724","99","99","99"
"38926.855004077","99","99","99"
"38931.312624828","90","90","90"
"38941.854552674","79","79","79"
"38946.31259501","97","97","97"
"38956.855315964","94","94","94"
"38961.31228957","99","99","99"
"38971.85473881","92","92","92"
"38976.313483703","98","98","98"
"38986.854541622","89","89","89"
"38991.313278661","65","65","65"
"39001.854605102","65","65","65"
"39006.312860779","68","68","68"
"39016.855189397","63","63","63"
"39021.313071867","97","97","97"
"39031.855285112","99","99","99"
"39036.312963041","97","97","97"
"39046.855662937","77","77","77"
"39051.31283862","97","97","97"
"39061.8552478","70","70","70"
"39066.313425503","99","99","99"
"39076.855025047","60","60","60"
"39081.312396241","99","99","99"
"39091.855218529","69","69","69"
"39096.313308052","63","63","63"
"39106.855880601","69","69","69"
"39111.31333558","97","97","97"
"39121.855666557","64","64","64"
"39126.311841429","99","99","99"
"39136.855351748","68","68","68"
"39141.312766545","64","64","64"
"39151.855578686","80","80","80"
"39156.312881688","84","84","84"
"39166.855683449","81","81","81"
"39171.313009552","97","97","97"
"39181.855753731","98","98","98"
"39186.312266308","97","97","97"
"39196.856020526","99","99","99"
"39201.311512605","99","99","99"
"39211.854992907","99","99","99"
"39216.311524055","99","99","99"
"39226.854502177","90","90","90"
"39231.312902863","99","99","99"
"39241.855076874","73","73","73"
"39246.313398206","84","84","84"
"39256.855392567","65","65","65"
"39261.31300517","64","64","64"
"39271.856378339","59","59","59"
"39276.312956561","85","85","85"
"39286.855300524","67","67","67"
"39291.313036392","95","95","95"
"39301.855526966","61","61","61"
"39306.312267733","99","99","99"
"39316.855009513","83","83","83"
"39321.312868173","99","99","99"
"39331.855721693","97","97","97"
"39336.313291002","69","69","69"
"39346.855714173","63","63","63"
"39351.313218275","68","68","68"
"39361.856242954","68","68","68"
"39366.31302004","99","99","99"
"39376.855315153","73","73","73"
"39381.313247429","88","88","88"
"39391.856066655","92","92","92"
"39396.311782019","62","62","62"
"39406.855572146","97","97","97"
"39411.312531482","63","63","63"
"39421.855623741","97","97","97"
"39426.312677921","97","97","97"
"39436.855298911","99","99","99"
"39441.312248915","99","99","99"
"39451.855601586","63","63","63"
"39456.312349465","99","99","99"
"39466.855762198","72","72","72"
"39471.31402186","86","86","86"
"39481.854723976","99","99","99"
"39486.312937767","58","58","58"
"39496.855321003","97","97","97"
"39501.313788314","99","99","99"
"39511.854674413","97","97","97"
"39516.312550994","96","96","96"
"39526.854022699","97","97","97"
"39531.313858146","63","63","63"
"39541.855508538","99","99","99"
"39546.312677341","71","71","71"
"39556.855638659","89","89","89"
"39561.312999883","66","66","66"
"39571.855010721","64","64","64"
"39576.313415516","97","97","97"
"39586.8562791","60","60","60"
"39591.312943562","97","97","97"
"39601.855212489","97","97","97"
"39606.312091312","99","99","99"
"39616.854342865","96","96","96"
"39621.313038479","99","99","99"
"39631.855493066","99","99","99"
"39636.312605094","99","99","99"
"39646.855705339","99","99","99"
"39651.312887117","89","89","89"
"39661.855570385","90","90","90"
"39666.312204936","64","64","64"
"39676.855367168","65","65","65"
"39681.313343521","99","99","99"
"39691.854653626","62","62","62"
"39696.312399078","98","98","98"
"39706.855292413","74","74","74"
"39711.31117917","99","99","99"
"39721.854720344","97","97","97"
"39726.312935695","99","99","99"
"39736.854697965","96","96","96"
"39741.31299906","99","99","99"
"39751.855360858","99","99","99"
"39756.312129888","59","59","59"
"39766.85487458","77","77","77"
"39771.313201934","73","73","73"
"39781.856039028","63","63","63"
"39786.312659134","79","79","79"
"39796.854401634","76","76","76"
"39801.312625932","99","99","99"
"39811.854514176","66","66","66"
"39816.312547536","99","99","99"
"39826.854589889","98","98","98"
"39831.3128431","99","99","99"
"39841.854534274","98","98","98"
"39846.31314014","58","58","58"
"39856.855988961","99","99","99"
"39861.312449358","86","86","86"
"39871.856008133","83","83","83"
