"Relative Time (Process)","final_final-v0 - system/gpu.0.gpu","final_final-v0 - system/gpu.0.gpu__MIN","final_final-v0 - system/gpu.0.gpu__MAX"
"10746.313400433","96","96","96"
"10756.854805903","73","73","73"
"10761.313008778","68","68","68"
"10771.855562589","73","73","73"
"10776.312380355","64","64","64"
"10786.855387242","96","96","96"
"10791.312741466","97","97","97"
"10801.855411628","99","99","99"
"10806.313394103","99","99","99"
"10816.85485161","73","73","73"
"10821.31221221","99","99","99"
"10831.855442852","98","98","98"
"10836.31243829","89","89","89"
"10846.855647003","99","99","99"
"10851.312946714","64","64","64"
"10861.855349924","68","68","68"
"10866.31205912","90","90","90"
"10876.855298468","98","98","98"
"10881.313311289","98","98","98"
"10891.854892552","99","99","99"
"10896.312436403","97","97","97"
"10906.85484573","81","81","81"
"10911.313166846","99","99","99"
"10921.85535215","99","99","99"
"10926.313306026","99","99","99"
"10936.855081362","75","75","75"
"10941.31269148","89","89","89"
"10951.855065855","98","98","98"
"10956.312564304","97","97","97"
"10966.854916432","99","99","99"
"10971.312952255","97","97","97"
"10981.85478575","68","68","68"
"10986.312894551","96","96","96"
"10996.855316817","97","97","97"
"11001.312932222","98","98","98"
"11011.855991731","99","99","99"
"11016.314057946","99","99","99"
"11026.855466369","98","98","98"
"11031.312810927","99","99","99"
"11041.855263639","68","68","68"
"11046.312653197","65","65","65"
"11056.854864218","98","98","98"
"11061.313479548","64","64","64"
"11071.855601334","99","99","99"
"11076.311721062","61","61","61"
"11086.854406868","76","76","76"
"11091.313546337","96","96","96"
"11101.855132337","99","99","99"
"11106.312947096","97","97","97"
"11116.856274412","68","68","68"
"11121.313708037","97","97","97"
"11131.855435114","98","98","98"
"11136.313158959","99","99","99"
"11146.855796607","99","99","99"
"11151.313272735","99","99","99"
"11161.854078162","68","68","68"
"11166.314076203","99","99","99"
"11176.855330012","98","98","98"
"11181.312268113","99","99","99"
"11191.854874546","68","68","68"
"11196.313836993","64","64","64"
"11206.855746576","98","98","98"
"11211.31267082","97","97","97"
"11221.856132423","99","99","99"
"11226.313707673","99","99","99"
"11236.855184082","69","69","69"
"11241.31218673","89","89","89"
"11251.855814425","98","98","98"
"11256.313279792","69","69","69"
"11266.854864762","87","87","87"
"11271.313241991","70","70","70"
"11281.856324535","98","98","98"
"11286.312885895","97","97","97"
"11296.855393692","99","99","99"
"11301.312437781","97","97","97"
"11311.856659642","72","72","72"
"11316.3125734","99","99","99"
"11326.855858151","97","97","97"
"11331.313631147","99","99","99"
"11341.856308271","99","99","99"
"11346.312839773","99","99","99"
"11356.854646995","68","68","68"
"11361.312308445","63","63","63"
"11371.856600277","98","98","98"
"11376.313585973","99","99","99"
"11386.856736737","99","99","99"
"11391.315957189","99","99","99"
"11401.854650986","67","67","67"
"11406.312967057","84","84","84"
"11416.855124692","98","98","98"
"11421.314427663","64","64","64"
"11431.855365676","99","99","99"
"11436.313210461","88","88","88"
"11446.855199711","98","98","98"
"11451.313644723","97","97","97"
"11461.855326996","75","75","75"
"11466.314210588","97","97","97"
"11476.85563607","86","86","86"
"11481.312651292","99","99","99"
"11491.855807575","99","99","99"
"11496.312673912","99","99","99"
"11506.855438859","68","68","68"
"11511.31267479","83","83","83"
"11521.855068535","98","98","98"
"11526.312152311","64","64","64"
"11536.855466049","99","99","99"
"11541.313082913","64","64","64"
"11551.854806942","99","99","99"
"11556.312894044","96","96","96"
"11566.855763817","65","65","65"
"11571.312415996","98","98","98"
"11581.85520758","98","98","98"
"11586.313795027","97","97","97"
"11596.855930985","97","97","97"
"11601.313198803","99","99","99"
"11611.855994094","99","99","99"
"11616.313303305","95","95","95"
"11626.855276928","66","66","66"
"11631.313398374","99","99","99"
"11641.855254758","98","98","98"
"11646.312679523","76","76","76"
"11656.855430327","83","83","83"
"11661.314215595","96","96","96"
"11671.854928172","74","74","74"
"11676.314223754","98","98","98"
"11686.855291019","97","97","97"
"11691.312587581","96","96","96"
"11701.856115468","84","84","84"
"11706.31239634","99","99","99"
"11716.855609432","99","99","99"
"11721.3121515","99","99","99"
"11731.856087147","99","99","99"
"11736.313252652","71","71","71"
"11746.856160699","66","66","66"
"11751.31361889","71","71","71"
"11761.856563254","98","98","98"
"11766.315128348","99","99","99"
"11776.856116098","76","76","76"
"11781.3150304","97","97","97"
"11791.855155149","84","84","84"
"11796.312488775","99","99","99"
"11806.855773583","99","99","99"
"11811.315934766","98","98","98"
"11821.85655276","69","69","69"
"11826.313388246","98","98","98"
"11836.856194587","87","87","87"
"11841.312889179","96","96","96"
"11851.85687566","68","68","68"
"11856.311866315","99","99","99"
"11866.85508786","93","93","93"
"11871.313712897","99","99","99"
"11881.855252648","99","99","99"
"11886.312234305","83","83","83"
"11896.855294497","74","74","74"
"11901.312382752","64","64","64"
"11911.854553068","98","98","98"
"11916.312901085","62","62","62"
"11926.855499142","90","90","90"
"11931.313208856","98","98","98"
"11941.854863925","96","96","96"
"11946.312680581","96","96","96"
"11956.854513655","99","99","99"
"11961.312896099","97","97","97"
"11971.855459089","68","68","68"
"11976.311648067","99","99","99"
"11986.855692586","98","98","98"
"11991.313176004","88","88","88"
"12001.854061407","99","99","99"
"12006.312523835","99","99","99"
"12016.855421502","96","96","96"
"12021.313334931","63","63","63"
"12031.855268777","79","79","79"
"12036.313419887","64","64","64"
"12046.855058902","97","97","97"
"12051.31275916","72","72","72"
"12061.854399262","99","99","99"
"12066.313007005","99","99","99"
"12076.855181283","75","75","75"
"12081.312825407","69","69","69"
"12091.855608294","99","99","99"
"12096.312108904","64","64","64"
"12106.855912615","72","72","72"
"12111.313070712","81","81","81"
"12121.855940771","98","98","98"
"12126.31313726","97","97","97"
"12136.855291393","83","83","83"
"12141.31307573","97","97","97"
"12151.854900077","87","87","87"
"12156.311838716","99","99","99"
"12166.854961652","97","97","97"
"12171.313139848","99","99","99"
"12181.855809122","94","94","94"
"12186.312990295","69","69","69"
"12196.854708675","69","69","69"
"12201.313105292","64","64","64"
"12211.855287201","97","97","97"
"12216.31347576","85","85","85"
"12226.854974065","68","68","68"
"12231.313461994","99","99","99"
"12241.855556733","99","99","99"
"12246.313041361","99","99","99"
"12256.854119878","99","99","99"
"12261.314640426","72","72","72"
"12271.855460712","97","97","97"
"12276.313089104","64","64","64"
"12286.856531975","98","98","98"
"12291.312651947","64","64","64"
"12301.856374084","93","93","93"
"12306.313742471","98","98","98"
"12316.855830519","98","98","98"
"12321.312876591","98","98","98"
"12331.856234115","99","99","99"
"12336.313868242","97","97","97"
"12346.856169061","98","98","98"
"12351.312619704","97","97","97"
"12361.856081896","99","99","99"
"12366.312743326","99","99","99"
"12376.854979035","68","68","68"
"12381.312370082","97","97","97"
"12391.855193929","97","97","97"
"12396.313018709","63","63","63"
"12406.855868241","90","90","90"
"12411.312224984","71","71","71"
"12421.855709312","99","99","99"
"12426.312700896","98","98","98"
"12436.85560028","74","74","74"
"12441.312898766","98","98","98"
"12451.855622477","99","99","99"
"12456.312422314","97","97","97"
"12466.855577617","68","68","68"
"12471.312115634","99","99","99"
"12481.855072094","77","77","77"
"12486.313142668","88","88","88"
"12496.854828891","99","99","99"
"12501.312618864","96","96","96"
"12511.855823726","90","90","90"
"12516.312599685","98","98","98"
"12526.855191652","94","94","94"
"12531.311818185","98","98","98"
"12541.855093208","99","99","99"
"12546.313173125","97","97","97"
"12556.854886241","72","72","72"
"12561.312541002","99","99","99"
"12571.85551837","98","98","98"
"12576.314020413","99","99","99"
"12586.854441807","99","99","99"
"12591.313809201","86","86","86"
"12601.855630824","68","68","68"
"12606.313837174","68","68","68"
"12616.856263748","97","97","97"
"12621.311953015","94","94","94"
"12631.85569579","84","84","84"
"12636.313052535","97","97","97"
"12646.856333509","78","78","78"
"12651.312068342","64","64","64"
"12661.855652783","99","99","99"
"12666.312305485","64","64","64"
"12676.855729381","66","66","66"
"12681.312870074","64","64","64"
"12691.854511464","99","99","99"
"12696.312297791","76","76","76"
"12706.854878789","79","79","79"
"12711.312209549","96","96","96"
"12721.855341465","99","99","99"
"12726.312647099","97","97","97"
"12736.855158295","68","68","68"
"12741.312373747","99","99","99"
"12751.854846708","98","98","98"
"12756.313248233","99","99","99"
"12766.856207752","99","99","99"
"12771.313487605","57","57","57"
"12781.855488689","68","68","68"
"12786.312744132","79","79","79"
"12796.854998037","97","97","97"
"12801.311557517","96","96","96"
"12811.85464929","75","75","75"
"12816.314847778","97","97","97"
"12826.855012296","92","92","92"
"12831.313965942","97","97","97"
"12841.856739337","97","97","97"
"12846.312382523","99","99","99"
"12856.857413162","98","98","98"
"12861.315348611","93","93","93"
"12871.855082735","99","99","99"
"12876.312456652","64","64","64"
"12886.855479994","67","67","67"
"12891.312141897","80","80","80"
"12901.854716489","98","98","98"
"12906.313208964","99","99","99"
"12916.854609379","93","93","93"
"12921.313318958","77","77","77"
"12931.854794255","99","99","99"
"12936.313584656","64","64","64"
"12946.855941149","99","99","99"
"12951.312611501","79","79","79"
"12961.854779393","80","80","80"
"12966.311727903","97","97","97"
"12976.855084688","94","94","94"
"12981.31301873","96","96","96"
"12991.85685205","99","99","99"
"12996.312802887","99","99","99"
"13006.854936737","68","68","68"
"13011.31263363","99","99","99"
"13021.854843313","98","98","98"
"13026.3129984","76","76","76"
"13036.854750285","99","99","99"
"13041.313556804","64","64","64"
"13051.855757699","66","66","66"
"13056.3138063","79","79","79"
"13066.855945971","98","98","98"
"13071.3127838","99","99","99"
"13081.855062686","75","75","75"
"13086.313615477","98","98","98"
"13096.855667448","84","84","84"
"13101.312190852","69","69","69"
"13111.855100242","68","68","68"
"13116.312107238","63","63","63"
"13126.855820127","98","98","98"
"13131.312493628","91","91","91"
"13141.855057871","96","96","96"
"13146.313075009","97","97","97"
"13156.855428975","97","97","97"
"13161.312678896","98","98","98"
"13171.855779586","97","97","97"
"13176.313295796","97","97","97"
"13186.854872165","91","91","91"
"13191.311594636","99","99","99"
"13201.854762624","96","96","96"
"13206.312277342","99","99","99"
"13216.854937188","99","99","99"
"13221.312251533","59","59","59"
"13231.854382936","87","87","87"
"13236.312933663","70","70","70"
"13246.856303577","99","99","99"
"13251.312550511","97","97","97"
"13261.855516989","99","99","99"
"13266.313328281","97","97","97"
"13276.854874736","85","85","85"
"13281.311824394","99","99","99"
"13291.855590437","97","97","97"
"13296.312438498","89","89","89"
"13306.855655235","99","99","99"
"13311.3135427","63","63","63"
"13321.855285873","68","68","68"
"13326.313736634","64","64","64"
"13336.855523437","98","98","98"
"13341.312129721","97","97","97"
"13351.854599782","99","99","99"
"13356.312464905","99","99","99"
"13366.855778564","70","70","70"
"13371.312804175","99","99","99"
"13381.854739757","98","98","98"
"13386.312687538","94","94","94"
"13396.855113318","74","74","74"
"13401.311882793","68","68","68"
"13411.854839577","98","98","98"
"13416.313216092","89","89","89"
"13426.855035371","95","95","95"
"13431.312247037","63","63","63"
"13441.854743127","97","97","97"
"13446.312567419","90","90","90"
"13456.855701857","68","68","68"
"13461.312196405","98","98","98"
"13471.855155998","97","97","97"
"13476.312821444","98","98","98"
"13486.855835324","68","68","68"
"13491.313328428","99","99","99"
"13501.85538514","98","98","98"
"13506.311699382","98","98","98"
"13516.854658518","97","97","97"
"13521.313796604","97","97","97"
"13531.855977839","66","66","66"
"13536.312836633","99","99","99"
"13546.856113084","97","97","97"
"13551.312271253","99","99","99"
"13561.856229634","99","99","99"
"13566.312592894","99","99","99"
"13576.855112578","99","99","99"
"13581.313120066","81","81","81"
"13591.855455098","99","99","99"
"13596.312246091","62","62","62"
"13606.855288572","74","74","74"
"13611.312246379","68","68","68"
"13621.855418445","99","99","99"
"13626.312745132","98","98","98"
"13636.855089104","84","84","84"
"13641.313032548","98","98","98"
"13651.857369322","99","99","99"
"13656.314720883","99","99","99"
"13666.857053695","68","68","68"
"13671.313151161","99","99","99"
"13681.856091665","68","68","68"
"13686.312955689","99","99","99"
"13696.85552764","97","97","97"
"13701.313956897","99","99","99"
"13711.856192325","68","68","68"
"13716.312694257","67","67","67"
"13726.854770442","97","97","97"
"13731.312256064","68","68","68"
"13741.855580247","72","72","72"
"13746.313422869","95","95","95"
"13756.855635574","98","98","98"
"13761.312695388","98","98","98"
"13771.855031168","99","99","99"
"13776.312577748","67","67","67"
"13786.855377157","69","69","69"
"13791.312845029","64","64","64"
"13801.855093049","95","95","95"
"13806.313171551","75","75","75"
"13816.855309356","73","73","73"
"13821.312730985","99","99","99"
"13831.856249138","91","91","91"
"13836.311552675","97","97","97"
"13846.856196046","99","99","99"
"13851.311183903","98","98","98"
"13861.856380767","66","66","66"
"13866.312180939","97","97","97"
"13876.854263249","97","97","97"
"13881.312128669","99","99","99"
"13891.855215956","88","88","88"
"13896.31212397","99","99","99"
"13906.855835937","99","99","99"
"13911.312470052","72","72","72"
"13921.855643762","99","99","99"
"13926.313284541","97","97","97"
"13936.855862651","99","99","99"
"13941.312502936","96","96","96"
"13951.856195567","68","68","68"
"13956.312355455","99","99","99"
"13966.85459144","98","98","98"
"13971.313384696","91","91","91"
"13981.85588704","84","84","84"
"13986.313182519","63","63","63"
"13996.8545458","98","98","98"
"14001.313094052","79","79","79"
"14011.855796161","99","99","99"
"14016.312525412","97","97","97"
"14026.855969623","66","66","66"
"14031.312169496","97","97","97"
"14041.855279928","97","97","97"
"14046.312489876","98","98","98"
"14056.854574547","68","68","68"
"14061.312453928","97","97","97"
"14071.855514094","98","98","98"
"14076.312251779","63","63","63"
"14086.856013756","68","68","68"
"14091.312800625","64","64","64"
"14101.854507669","99","99","99"
"14106.313237921","96","96","96"
"14116.854984813","96","96","96"
"14121.312440098","98","98","98"
"14131.855901643","99","99","99"
"14136.312192426","97","97","97"
"14146.855651131","81","81","81"
"14151.31240521","99","99","99"
"14161.855524037","99","99","99"
"14166.312155863","99","99","99"
"14176.855624698","77","77","77"
"14181.313360191","96","96","96"
"14191.855259358","96","96","96"
"14196.311650378","97","97","97"
"14206.85507787","76","76","76"
"14211.31265097","96","96","96"
"14221.854419564","98","98","98"
"14226.312341992","99","99","99"
"14236.855696344","99","99","99"
"14241.313091265","88","88","88"
"14251.8546319","97","97","97"
"14256.312783803","64","64","64"
"14266.85602831","99","99","99"
"14271.312579936","68","68","68"
"14281.855220644","71","71","71"
"14286.313399635","95","95","95"
"14296.855856505","99","99","99"
"14301.312256701","97","97","97"
"14311.85575973","99","99","99"
"14316.313981764","99","99","99"
"14326.855139115","64","64","64"
"14331.312194066","63","63","63"
"14341.855757338","97","97","97"
"14346.313716054","99","99","99"
"14356.855335117","97","97","97"
"14361.312993461","99","99","99"
"14371.856072709","99","99","99"
"14376.312923545","97","97","97"
"14386.855297666","98","98","98"
"14391.31191048","62","62","62"
"14401.856103577","99","99","99"
"14406.313243077","99","99","99"
"14416.854793938","68","68","68"
"14421.312843259","96","96","96"
"14431.856077161","98","98","98"
"14436.313614831","89","89","89"
"14446.855358447","88","88","88"
"14451.311658193","63","63","63"
"14461.856028448","92","92","92"
"14466.312940263","96","96","96"
"14476.855489241","99","99","99"
"14481.31303187","99","99","99"
"14491.854737827","68","68","68"
"14496.31377509","99","99","99"
"14506.856601755","97","97","97"
"14511.313619936","61","61","61"
"14521.857234574","99","99","99"
"14526.312354313","95","95","95"
"14536.857562617","99","99","99"
"14541.312766049","97","97","97"
"14551.855754077","76","76","76"
"14556.312962104","99","99","99"
"14566.855507595","99","99","99"
"14571.31341317","64","64","64"
"14581.855011179","88","88","88"
"14586.312797264","97","97","97"
"14596.855200013","97","97","97"
"14601.312569477","63","63","63"
"14611.85670646","72","72","72"
"14616.312922617","97","97","97"
"14626.855328584","95","95","95"
"14631.313237409","98","98","98"
"14641.856394831","99","99","99"
"14646.31230182","59","59","59"
"14656.854470521","68","68","68"
"14661.313177167","97","97","97"
"14671.855458245","96","96","96"
"14676.312571308","97","97","97"
"14686.856244839","66","66","66"
"14691.312397283","81","81","81"
"14701.856565837","98","98","98"
"14706.312090621","63","63","63"
"14716.854662649","99","99","99"
"14721.313381653","97","97","97"
"14731.855365819","68","68","68"
"14736.313856415","97","97","97"
"14746.855627709","98","98","98"
"14751.313088819","98","98","98"
"14761.854358875","68","68","68"
"14766.314110662","99","99","99"
"14776.854897765","82","82","82"
"14781.312340884","79","79","79"
"14791.855220103","97","97","97"
"14796.311749635","68","68","68"
"14806.856251288","68","68","68"
"14811.312568846","97","97","97"
"14821.854991374","98","98","98"
"14826.313003532","99","99","99"
"14836.855547253","99","99","99"
"14841.313272812","64","64","64"
"14851.85565845","99","99","99"
"14856.313296875","97","97","97"
"14866.855375676","99","99","99"
"14871.311404534","97","97","97"
"14881.854336005","67","67","67"
"14886.313016373","99","99","99"
"14896.855714969","97","97","97"
"14901.312044417","59","59","59"
"14911.856710874","89","89","89"
"14916.31305569","98","98","98"
"14926.85383103","96","96","96"
"14931.31309019","97","97","97"
"14941.856783384","99","99","99"
"14946.314434372","99","99","99"
"14956.855323243","99","99","99"
"14961.312679786","68","68","68"
"14971.85416097","68","68","68"
"14976.312174258","64","64","64"
"14986.854129228","97","97","97"
"14991.31274512","97","97","97"
"15001.855762168","93","93","93"
"15006.313493571","97","97","97"
"15016.855709645","99","99","99"
"15021.312861049","99","99","99"
"15031.854978852","99","99","99"
"15036.312727654","97","97","97"
"15046.854106683","69","69","69"
"15051.313497662","97","97","97"
"15061.855214249","98","98","98"
"15066.313240124","99","99","99"
"15076.856027988","76","76","76"
"15081.311893018","59","59","59"
"15091.855029127","98","98","98"
"15096.313063578","97","97","97"
"15106.855485167","99","99","99"
"15111.312436131","97","97","97"
"15121.856087066","72","72","72"
"15126.312331553","99","99","99"
"15136.856431437","98","98","98"
"15141.31333723","63","63","63"
"15151.854891334","73","73","73"
"15156.313364042","99","99","99"
"15166.855309625","98","98","98"
"15171.312591448","97","97","97"
"15181.855916553","3","3","3"
"15186.313516197","99","99","99"
"15196.855532296","99","99","99"
"15201.312383529","87","87","87"
"15211.854548139","67","67","67"
"15216.312727658","97","97","97"
"15226.854741014","97","97","97"
"15231.312694198","79","79","79"
"15241.856590469","95","95","95"
"15246.313300748","82","82","82"
"15256.856140866","70","70","70"
"15261.312634204","99","99","99"
"15271.855751537","98","98","98"
"15276.312885003","58","58","58"
"15286.855065518","99","99","99"
"15291.313534106","98","98","98"
"15301.855548791","76","76","76"
"15306.312475731","97","97","97"
"15316.855393614","97","97","97"
"15321.313328564","97","97","97"
"15331.855263676","99","99","99"
"15336.312299281","99","99","99"
"15346.855236555","98","98","98"
"15351.312960101","90","90","90"
"15361.855416617","68","68","68"
"15366.313521235","64","64","64"
"15376.855240335","97","97","97"
"15381.313352473","80","80","80"
"15391.855690653","99","99","99"
"15396.312462303","97","97","97"
"15406.855412336","85","85","85"
"15411.311531867","97","97","97"
"15421.855038604","99","99","99"
"15426.312920521","57","57","57"
"15436.855865099","60","60","60"
"15441.313080518","98","98","98"
"15451.854593648","98","98","98"
"15456.313198466","59","59","59"
"15466.856032866","99","99","99"
"15471.312478313","97","97","97"
"15481.855448875","77","77","77"
"15486.311759441","96","96","96"
"15496.855521372","98","98","98"
"15501.313334698","99","99","99"
"15511.854801639","99","99","99"
"15516.313060793","61","61","61"
"15526.854970423","75","75","75"
"15531.313139707","97","97","97"
"15541.854487779","99","99","99"
"15546.311452412","97","97","97"
"15556.85578548","70","70","70"
"15561.313157275","99","99","99"
"15571.856010296","98","98","98"
"15576.312409196","60","60","60"
"15586.855968677","99","99","99"
"15591.313041066","97","97","97"
"15601.854790124","99","99","99"
"15606.313643129","99","99","99"
"15616.856055942","78","78","78"
"15621.313503513","97","97","97"
"15631.855053943","98","98","98"
"15636.313217966","99","99","99"
"15646.856036116","89","89","89"
"15651.312758588","59","59","59"
"15661.856148888","75","75","75"
"15666.313121205","97","97","97"
"15676.856726832","98","98","98"
"15681.312056104","97","97","97"
"15691.855558143","74","74","74"
"15696.312463589","81","81","81"
"15706.856173055","97","97","97"
"15711.31535114","71","71","71"
"15721.855403742","99","99","99"
"15726.313662209","94","94","94"
"15736.854563014","72","72","72"
"15741.313049511","99","99","99"
"15751.854208141","98","98","98"
"15756.312821774","59","59","59"
"15766.855953688","98","98","98"
"15771.31416215","97","97","97"
"15781.855551658","99","99","99"
"15786.31202199","99","99","99"
"15796.856164576","91","91","91"
"15801.312287157","63","63","63"
"15811.855634359","99","99","99"
"15816.311875925","97","97","97"
"15826.855319671","66","66","66"
"15831.313458153","99","99","99"
"15841.855659284","96","96","96"
"15846.313010067","67","67","67"
"15856.856886527","81","81","81"
"15861.312993647","97","97","97"
"15871.857105541","99","99","99"
"15876.31282847","63","63","63"
"15886.854688938","99","99","99"
"15891.312906804","62","62","62"
"15901.855280143","68","68","68"
"15906.313652514","92","92","92"
"15916.85590849","98","98","98"
"15921.312790435","97","97","97"
"15931.855513153","83","83","83"
"15936.313481765","99","99","99"
"15946.854967991","96","96","96"
"15951.312834149","84","84","84"
"15961.854593824","99","99","99"
"15966.312457242","64","64","64"
"15976.855367247","68","68","68"
"15981.314163245","99","99","99"
"15991.855896252","98","98","98"
"15996.312219324","97","97","97"
"16006.854136294","99","99","99"
"16011.312756997","99","99","99"
"16021.855808245","96","96","96"
"16026.313656748","83","83","83"
"16036.85496045","96","96","96"
"16041.313303917","97","97","97"
"16051.855813659","79","79","79"
"16056.312596106","97","97","97"
"16066.856576337","97","97","97"
"16071.312333819","99","99","99"
"16081.855965621","87","87","87"
"16086.313472078","64","64","64"
"16096.855121502","90","90","90"
"16101.311780261","97","97","97"
"16111.855462901","99","99","99"
"16116.313410718","97","97","97"
"16126.855706374","66","66","66"
"16131.312599896","99","99","99"
"16141.854601933","97","97","97"
"16146.312636915","63","63","63"
"16156.855644195","99","99","99"
"16161.312391692","97","97","97"
"16171.855856646","77","77","77"
"16176.312896748","99","99","99"
"16186.854709813","71","71","71"
"16191.313089793","61","61","61"
"16201.854714865","66","66","66"
"16206.313135959","76","76","76"
"16216.854913829","97","97","97"
"16221.313260284","97","97","97"
"16231.855548336","88","88","88"
"16236.31192918","97","97","97"
"16246.855313108","98","98","98"
"16251.313315444","99","99","99"
"16261.855611521","99","99","99"
"16266.312940656","62","62","62"
"16276.854636619","68","68","68"
"16281.312604934","97","97","97"
"16291.855571409","98","98","98"
"16296.311990959","22","22","22"
"16306.855597953","89","89","89"
"16311.312604537","98","98","98"
"16321.855465109","74","74","74"
"16326.313358598","99","99","99"
"16336.855653876","98","98","98"
"16341.312468774","67","67","67"
"16351.855588001","68","68","68"
"16356.312299711","72","72","72"
"16366.856712032","98","98","98"
"16371.313277241","99","99","99"
"16381.856415348","99","99","99"
"16386.312593628","98","98","98"
"16396.857059182","76","76","76"
"16401.313515737","75","75","75"
"16411.854238267","96","96","96"
"16416.312790677","75","75","75"
"16426.854655898","66","66","66"
"16431.312900131","96","96","96"
"16441.855980106","94","94","94"
"16446.315044968","99","99","99"
"16456.855160573","82","82","82"
"16461.312262384","51","51","51"
"16471.855159247","99","99","99"
"16476.312861698","99","99","99"
"16486.855141758","72","72","72"
"16491.312931951","99","99","99"
"16501.855846662","99","99","99"
"16506.313897241","89","89","89"
"16516.854312287","99","99","99"
"16521.313324928","79","79","79"
"16531.855738999","68","68","68"
"16536.313204662","97","97","97"
"16546.854465349","98","98","98"
"16551.312179928","99","99","99"
"16561.855464402","98","98","98"
"16566.314083931","88","88","88"
"16576.856156831","99","99","99"
"16581.312361495","64","64","64"
"16591.855484732","99","99","99"
"16596.312969859","99","99","99"
"16606.856182294","96","96","96"
"16611.312864816","99","99","99"
"16621.854307246","73","73","73"
"16626.312814938","99","99","99"
"16636.855384701","98","98","98"
"16641.313190918","72","72","72"
"16651.855552006","99","99","99"
"16656.312428717","68","68","68"
"16666.855747545","99","99","99"
"16671.313463758","99","99","99"
"16681.854738618","73","73","73"
"16686.31349843","97","97","97"
"16696.854520642","99","99","99"
"16701.313055263","99","99","99"
"16711.855651171","68","68","68"
"16716.31353906","64","64","64"
"16726.854738778","97","97","97"
"16731.312092448","96","96","96"
"16741.855542034","68","68","68"
"16746.312947236","99","99","99"
"16756.855616802","97","97","97"
"16761.313334138","61","61","61"
"16771.855718948","98","98","98"
"16776.313236601","64","64","64"
"16786.856152924","99","99","99"
"16791.312166873","97","97","97"
"16801.855856019","68","68","68"
"16806.3130074","99","99","99"
"16816.855595733","98","98","98"
"16821.312991965","87","87","87"
"16831.855995081","99","99","99"
"16836.312359686","85","85","85"
"16846.857091962","69","69","69"
"16851.312469081","96","96","96"
"16861.855307807","97","97","97"
"16866.312714151","99","99","99"
"16876.855325915","68","68","68"
"16881.313355451","60","60","60"
"16891.854370272","98","98","98"
"16896.31236507","82","82","82"
"16906.855835722","99","99","99"
"16911.314401688","97","97","97"
"16921.85518397","70","70","70"
"16926.312719405","99","99","99"
"16936.855817872","99","99","99"
"16941.314500169","70","70","70"
"16951.856347489","68","68","68"
"16956.31279889","64","64","64"
"16966.854019458","97","97","97"
"16971.313327899","99","99","99"
"16981.854915009","99","99","99"
"16986.312973207","99","99","99"
"16996.857828777","70","70","70"
"17001.312334925","95","95","95"
"17011.855358136","97","97","97"
"17016.313114654","63","63","63"
"17026.855541669","98","98","98"
"17031.312825464","97","97","97"
"17041.854815613","99","99","99"
"17046.313051192","63","63","63"
"17056.854992085","68","68","68"
"17061.312335555","81","81","81"
"17071.854961301","98","98","98"
"17076.31307742","97","97","97"
"17086.856048332","68","68","68"
"17091.313275491","99","99","99"
"17101.854370286","92","92","92"
"17106.312629406","87","87","87"
"17116.85542873","99","99","99"
"17121.312733759","74","74","74"
"17131.854986456","84","84","84"
"17136.312904552","97","97","97"
"17146.854617821","71","71","71"
"17151.313130196","99","99","99"
"17161.855146647","96","96","96"
"17166.312170877","84","84","84"
"17176.856497599","67","67","67"
"17181.312206476","87","87","87"
"17191.855767649","99","99","99"
"17196.313903382","64","64","64"
"17206.854725223","99","99","99"
"17211.31373911","97","97","97"
"17221.856962471","99","99","99"
"17226.312306941","97","97","97"
"17236.854472724","68","68","68"
"17241.3128897","64","64","64"
"17251.855289323","98","98","98"
"17256.313348506","97","97","97"
"17266.855036424","91","91","91"
"17271.313306742","97","97","97"
"17281.855400958","85","85","85"
"17286.31223879","99","99","99"
"17296.855769065","99","99","99"
"17301.313184302","65","65","65"
"17311.854117856","68","68","68"
"17316.31264912","99","99","99"
"17326.855014973","96","96","96"
"17331.312984486","85","85","85"
"17341.854733289","97","97","97"
"17346.313063165","64","64","64"
"17356.856593516","98","98","98"
"17361.313314425","97","97","97"
"17371.855139304","99","99","99"
"17376.313978673","97","97","97"
"17386.856040377","72","72","72"
"17391.312772078","99","99","99"
"17401.855531649","99","99","99"
"17406.312303119","78","78","78"
"17416.854256855","67","67","67"
"17421.31361556","84","84","84"
"17431.855864099","98","98","98"
"17436.312965849","97","97","97"
"17446.854740234","97","97","97"
"17451.312483418","99","99","99"
"17461.85559748","88","88","88"
"17466.311768901","75","75","75"
"17476.857002039","97","97","97"
"17481.313554998","97","97","97"
"17491.856695631","99","99","99"
"17496.312018688","99","99","99"
"17506.854135708","68","68","68"
"17511.313125332","62","62","62"
"17521.855518489","96","96","96"
"17526.313098708","70","70","70"
"17536.855234005","68","68","68"
"17541.313265397","97","97","97"
"17551.855661555","97","97","97"
"17556.313170488","97","97","97"
"17566.856426325","84","84","84"
"17571.313096051","99","99","99"
"17581.855058888","98","98","98"
"17586.311460421","99","99","99"
"17596.855065496","75","75","75"
"17601.313340234","64","64","64"
"17611.855673187","97","97","97"
"17616.31321135","89","89","89"
"17626.854198215","68","68","68"
"17631.312797965","97","97","97"
"17641.855215984","98","98","98"
"17646.313676488","99","99","99"
"17656.855796121","99","99","99"
"17661.312911714","63","63","63"
"17671.854789738","68","68","68"
"17676.313736679","67","67","67"
"17686.855845833","98","98","98"
"17691.31466925","97","97","97"
"17701.854677082","68","68","68"
