"Relative Time (Process)","final_final-v0 - system/gpu.0.memoryAllocatedBytes","final_final-v0 - system/gpu.0.memoryAllocatedBytes__MIN","final_final-v0 - system/gpu.0.memoryAllocatedBytes__MAX"
"11176.855330012","27577745408","27577745408","27577745408"
"11181.312268113","27827306496","27827306496","27827306496"
"11191.854874546","27577745408","27577745408","27577745408"
"11196.313836993","27827306496","27827306496","27827306496"
"11206.855746576","27577745408","27577745408","27577745408"
"11211.31267082","27827306496","27827306496","27827306496"
"11221.856132423","27577745408","27577745408","27577745408"
"11226.313707673","27827306496","27827306496","27827306496"
"11236.855184082","27577745408","27577745408","27577745408"
"11241.31218673","27827306496","27827306496","27827306496"
"11251.855814425","27577745408","27577745408","27577745408"
"11256.313279792","27827306496","27827306496","27827306496"
"11266.854864762","27577745408","27577745408","27577745408"
"11271.313241991","27827306496","27827306496","27827306496"
"11281.856324535","27577745408","27577745408","27577745408"
"11286.312885895","27827306496","27827306496","27827306496"
"11296.855393692","27577745408","27577745408","27577745408"
"11301.312437781","27827306496","27827306496","27827306496"
"11311.856659642","27577745408","27577745408","27577745408"
"11316.3125734","27827306496","27827306496","27827306496"
"11326.855858151","27577745408","27577745408","27577745408"
"11331.313631147","27827306496","27827306496","27827306496"
"11341.856308271","27577745408","27577745408","27577745408"
"11346.312839773","27827306496","27827306496","27827306496"
"11356.854646995","27577745408","27577745408","27577745408"
"11361.312308445","27827306496","27827306496","27827306496"
"11371.856600277","27577745408","27577745408","27577745408"
"11376.313585973","27827306496","27827306496","27827306496"
"11386.856736737","27577745408","27577745408","27577745408"
"11391.315957189","27827306496","27827306496","27827306496"
"11401.854650986","27577745408","27577745408","27577745408"
"11406.312967057","27827306496","27827306496","27827306496"
"11416.855124692","27577745408","27577745408","27577745408"
"11421.314427663","27827306496","27827306496","27827306496"
"11431.855365676","27577745408","27577745408","27577745408"
"11436.313210461","27827306496","27827306496","27827306496"
"11446.855199711","27577745408","27577745408","27577745408"
"11451.313644723","27827306496","27827306496","27827306496"
"11461.855326996","27577745408","27577745408","27577745408"
"11466.314210588","27827306496","27827306496","27827306496"
"11476.85563607","27577745408","27577745408","27577745408"
"11481.312651292","27827306496","27827306496","27827306496"
"11491.855807575","27577745408","27577745408","27577745408"
"11496.312673912","27827306496","27827306496","27827306496"
"11506.855438859","27577745408","27577745408","27577745408"
"11511.31267479","27827306496","27827306496","27827306496"
"11521.855068535","27577745408","27577745408","27577745408"
"11526.312152311","27827306496","27827306496","27827306496"
"11536.855466049","27577745408","27577745408","27577745408"
"11541.313082913","27827306496","27827306496","27827306496"
"11551.854806942","27577745408","27577745408","27577745408"
"11556.312894044","27827306496","27827306496","27827306496"
"11566.855763817","27577745408","27577745408","27577745408"
"11571.312415996","27827306496","27827306496","27827306496"
"11581.85520758","27577745408","27577745408","27577745408"
"11586.313795027","27827306496","27827306496","27827306496"
"11596.855930985","27577745408","27577745408","27577745408"
"11601.313198803","27827306496","27827306496","27827306496"
"11611.855994094","27577745408","27577745408","27577745408"
"11616.313303305","27827306496","27827306496","27827306496"
"11626.855276928","27577745408","27577745408","27577745408"
"11631.313398374","27827306496","27827306496","27827306496"
"11641.855254758","27577745408","27577745408","27577745408"
"11646.312679523","27827306496","27827306496","27827306496"
"11656.855430327","27577745408","27577745408","27577745408"
"11661.314215595","27827306496","27827306496","27827306496"
"11671.854928172","27577745408","27577745408","27577745408"
"11676.314223754","27827306496","27827306496","27827306496"
"11686.855291019","27577745408","27577745408","27577745408"
"11691.312587581","27827306496","27827306496","27827306496"
"11701.856115468","27577745408","27577745408","27577745408"
"11706.31239634","27827306496","27827306496","27827306496"
"11716.855609432","27577745408","27577745408","27577745408"
"11721.3121515","27827306496","27827306496","27827306496"
"11731.856087147","27577745408","27577745408","27577745408"
"11736.313252652","27827306496","27827306496","27827306496"
"11746.856160699","27577745408","27577745408","27577745408"
"11751.31361889","27827306496","27827306496","27827306496"
"11761.856563254","27577745408","27577745408","27577745408"
"11766.315128348","27827306496","27827306496","27827306496"
"11776.856116098","27577745408","27577745408","27577745408"
"11781.3150304","27827306496","27827306496","27827306496"
"11791.855155149","27577745408","27577745408","27577745408"
"11796.312488775","27827306496","27827306496","27827306496"
"11806.855773583","27577745408","27577745408","27577745408"
"11811.315934766","27827306496","27827306496","27827306496"
"11821.85655276","27577745408","27577745408","27577745408"
"11826.313388246","27827306496","27827306496","27827306496"
"11836.856194587","27577745408","27577745408","27577745408"
"11841.312889179","27827306496","27827306496","27827306496"
"11851.85687566","27577745408","27577745408","27577745408"
"11856.311866315","27827306496","27827306496","27827306496"
"11866.85508786","27577745408","27577745408","27577745408"
"11871.313712897","27827306496","27827306496","27827306496"
"11881.855252648","27577745408","27577745408","27577745408"
"11886.312234305","27827306496","27827306496","27827306496"
"11896.855294497","27577745408","27577745408","27577745408"
"11901.312382752","27827306496","27827306496","27827306496"
"11911.854553068","27577745408","27577745408","27577745408"
"11916.312901085","27827306496","27827306496","27827306496"
"11926.855499142","27577745408","27577745408","27577745408"
"11931.313208856","27827306496","27827306496","27827306496"
"11941.854863925","27577745408","27577745408","27577745408"
"11946.312680581","27827306496","27827306496","27827306496"
"11956.854513655","27577745408","27577745408","27577745408"
"11961.312896099","27827306496","27827306496","27827306496"
"11971.855459089","27577745408","27577745408","27577745408"
"11976.311648067","27827306496","27827306496","27827306496"
"11986.855692586","27577745408","27577745408","27577745408"
"11991.313176004","27827306496","27827306496","27827306496"
"12001.854061407","27577745408","27577745408","27577745408"
"12006.312523835","27827306496","27827306496","27827306496"
"12016.855421502","27577745408","27577745408","27577745408"
"12021.313334931","27827306496","27827306496","27827306496"
"12031.855268777","27577745408","27577745408","27577745408"
"12036.313419887","27827306496","27827306496","27827306496"
"12046.855058902","27577745408","27577745408","27577745408"
"12051.31275916","27827306496","27827306496","27827306496"
"12061.854399262","27577745408","27577745408","27577745408"
"12066.313007005","27827306496","27827306496","27827306496"
"12076.855181283","27577745408","27577745408","27577745408"
"12081.312825407","27827306496","27827306496","27827306496"
"12091.855608294","27577745408","27577745408","27577745408"
"12096.312108904","27827306496","27827306496","27827306496"
"12106.855912615","27577745408","27577745408","27577745408"
"12111.313070712","27827306496","27827306496","27827306496"
"12121.855940771","27577745408","27577745408","27577745408"
"12126.31313726","27827306496","27827306496","27827306496"
"12136.855291393","27577745408","27577745408","27577745408"
"12141.31307573","27827306496","27827306496","27827306496"
"12151.854900077","27577745408","27577745408","27577745408"
"12156.311838716","27827306496","27827306496","27827306496"
"12166.854961652","27577745408","27577745408","27577745408"
"12171.313139848","27827306496","27827306496","27827306496"
"12181.855809122","27577745408","27577745408","27577745408"
"12186.312990295","27827306496","27827306496","27827306496"
"12196.854708675","27577745408","27577745408","27577745408"
"12201.313105292","27827306496","27827306496","27827306496"
"12211.855287201","27577745408","27577745408","27577745408"
"12216.31347576","27827306496","27827306496","27827306496"
"12226.854974065","27577745408","27577745408","27577745408"
"12231.313461994","27827306496","27827306496","27827306496"
"12241.855556733","27577745408","27577745408","27577745408"
"12246.313041361","27827306496","27827306496","27827306496"
"12256.854119878","27577745408","27577745408","27577745408"
"12261.314640426","27827306496","27827306496","27827306496"
"12271.855460712","27577745408","27577745408","27577745408"
"12276.313089104","27827306496","27827306496","27827306496"
"12286.856531975","27577745408","27577745408","27577745408"
"12291.312651947","27827306496","27827306496","27827306496"
"12301.856374084","27577745408","27577745408","27577745408"
"12306.313742471","27827306496","27827306496","27827306496"
"12316.855830519","27577745408","27577745408","27577745408"
"12321.312876591","27827306496","27827306496","27827306496"
"12331.856234115","27577745408","27577745408","27577745408"
"12336.313868242","27827306496","27827306496","27827306496"
"12346.856169061","27577745408","27577745408","27577745408"
"12351.312619704","27827306496","27827306496","27827306496"
"12361.856081896","27577745408","27577745408","27577745408"
"12366.312743326","27827306496","27827306496","27827306496"
"12376.854979035","27577745408","27577745408","27577745408"
"12381.312370082","27827306496","27827306496","27827306496"
"12391.855193929","27577745408","27577745408","27577745408"
"12396.313018709","27827306496","27827306496","27827306496"
"12406.855868241","27577745408","27577745408","27577745408"
"12411.312224984","27827306496","27827306496","27827306496"
"12421.855709312","27577745408","27577745408","27577745408"
"12426.312700896","27827306496","27827306496","27827306496"
"12436.85560028","27577745408","27577745408","27577745408"
"12441.312898766","27827306496","27827306496","27827306496"
"12451.855622477","27577745408","27577745408","27577745408"
"12456.312422314","27827306496","27827306496","27827306496"
"12466.855577617","27577745408","27577745408","27577745408"
"12471.312115634","27827306496","27827306496","27827306496"
"12481.855072094","27577745408","27577745408","27577745408"
"12486.313142668","27827306496","27827306496","27827306496"
"12496.854828891","27577745408","27577745408","27577745408"
"12501.312618864","27827306496","27827306496","27827306496"
"12511.855823726","27577745408","27577745408","27577745408"
"12516.312599685","27827306496","27827306496","27827306496"
"12526.855191652","27577745408","27577745408","27577745408"
"12531.311818185","27827306496","27827306496","27827306496"
"12541.855093208","27577745408","27577745408","27577745408"
"12546.313173125","27827306496","27827306496","27827306496"
"12556.854886241","27577745408","27577745408","27577745408"
"12561.312541002","27827306496","27827306496","27827306496"
"12571.85551837","27577745408","27577745408","27577745408"
"12576.314020413","27827306496","27827306496","27827306496"
"12586.854441807","27577745408","27577745408","27577745408"
"12591.313809201","27827306496","27827306496","27827306496"
"12601.855630824","27577745408","27577745408","27577745408"
"12606.313837174","27827306496","27827306496","27827306496"
"12616.856263748","27577745408","27577745408","27577745408"
"12621.311953015","27827306496","27827306496","27827306496"
"12631.85569579","27577745408","27577745408","27577745408"
"12636.313052535","27827306496","27827306496","27827306496"
"12646.856333509","27577745408","27577745408","27577745408"
"12651.312068342","27827306496","27827306496","27827306496"
"12661.855652783","27577745408","27577745408","27577745408"
"12666.312305485","27827306496","27827306496","27827306496"
"12676.855729381","27577745408","27577745408","27577745408"
"12681.312870074","27827306496","27827306496","27827306496"
"12691.854511464","27577745408","27577745408","27577745408"
"12696.312297791","27827306496","27827306496","27827306496"
"12706.854878789","27577745408","27577745408","27577745408"
"12711.312209549","27827306496","27827306496","27827306496"
"12721.855341465","27577745408","27577745408","27577745408"
"12726.312647099","27827306496","27827306496","27827306496"
"12736.855158295","27577745408","27577745408","27577745408"
"12741.312373747","27827306496","27827306496","27827306496"
"12751.854846708","27577745408","27577745408","27577745408"
"12756.313248233","27827306496","27827306496","27827306496"
"12766.856207752","27577745408","27577745408","27577745408"
"12771.313487605","27827306496","27827306496","27827306496"
"12781.855488689","27577745408","27577745408","27577745408"
"12786.312744132","27827306496","27827306496","27827306496"
"12796.854998037","27577745408","27577745408","27577745408"
"12801.311557517","27827306496","27827306496","27827306496"
"12811.85464929","27577745408","27577745408","27577745408"
"12816.314847778","27827306496","27827306496","27827306496"
"12826.855012296","27577745408","27577745408","27577745408"
"12831.313965942","27827306496","27827306496","27827306496"
"12841.856739337","27577745408","27577745408","27577745408"
"12846.312382523","27827306496","27827306496","27827306496"
"12856.857413162","27577745408","27577745408","27577745408"
"12861.315348611","27827306496","27827306496","27827306496"
"12871.855082735","27577745408","27577745408","27577745408"
"12876.312456652","27827306496","27827306496","27827306496"
"12886.855479994","27577745408","27577745408","27577745408"
"12891.312141897","27827306496","27827306496","27827306496"
"12901.854716489","27577745408","27577745408","27577745408"
"12906.313208964","27827306496","27827306496","27827306496"
"12916.854609379","27577745408","27577745408","27577745408"
"12921.313318958","27827306496","27827306496","27827306496"
"12931.854794255","27577745408","27577745408","27577745408"
"12936.313584656","27827306496","27827306496","27827306496"
"12946.855941149","27577745408","27577745408","27577745408"
"12951.312611501","27827306496","27827306496","27827306496"
"12961.854779393","27577745408","27577745408","27577745408"
"12966.311727903","27827306496","27827306496","27827306496"
"12976.855084688","27577745408","27577745408","27577745408"
"12981.31301873","27827306496","27827306496","27827306496"
"12991.85685205","27577745408","27577745408","27577745408"
"12996.312802887","27827306496","27827306496","27827306496"
"13006.854936737","27577745408","27577745408","27577745408"
"13011.31263363","27827306496","27827306496","27827306496"
"13021.854843313","27577745408","27577745408","27577745408"
"13026.3129984","27827306496","27827306496","27827306496"
"13036.854750285","27577745408","27577745408","27577745408"
"13041.313556804","27827306496","27827306496","27827306496"
"13051.855757699","27577745408","27577745408","27577745408"
"13056.3138063","27827306496","27827306496","27827306496"
"13066.855945971","27577745408","27577745408","27577745408"
"13071.3127838","27827306496","27827306496","27827306496"
"13081.855062686","27577745408","27577745408","27577745408"
"13086.313615477","27827306496","27827306496","27827306496"
"13096.855667448","27577745408","27577745408","27577745408"
"13101.312190852","27827306496","27827306496","27827306496"
"13111.855100242","27577745408","27577745408","27577745408"
"13116.312107238","27827306496","27827306496","27827306496"
"13126.855820127","27577745408","27577745408","27577745408"
"13131.312493628","27827306496","27827306496","27827306496"
"13141.855057871","27577745408","27577745408","27577745408"
"13146.313075009","27827306496","27827306496","27827306496"
"13156.855428975","27577745408","27577745408","27577745408"
"13161.312678896","27827306496","27827306496","27827306496"
"13171.855779586","27577745408","27577745408","27577745408"
"13176.313295796","27827306496","27827306496","27827306496"
"13186.854872165","27577745408","27577745408","27577745408"
"13191.311594636","27827306496","27827306496","27827306496"
"13201.854762624","27577745408","27577745408","27577745408"
"13206.312277342","27827306496","27827306496","27827306496"
"13216.854937188","27577745408","27577745408","27577745408"
"13221.312251533","27827306496","27827306496","27827306496"
"13231.854382936","27577745408","27577745408","27577745408"
"13236.312933663","27827306496","27827306496","27827306496"
"13246.856303577","27577745408","27577745408","27577745408"
"13251.312550511","27827306496","27827306496","27827306496"
"13261.855516989","27577745408","27577745408","27577745408"
"13266.313328281","27827306496","27827306496","27827306496"
"13276.854874736","27577745408","27577745408","27577745408"
"13281.311824394","27827306496","27827306496","27827306496"
"13291.855590437","27577745408","27577745408","27577745408"
"13296.312438498","27827306496","27827306496","27827306496"
"13306.855655235","27577745408","27577745408","27577745408"
"13311.3135427","27827306496","27827306496","27827306496"
"13321.855285873","27577745408","27577745408","27577745408"
"13326.313736634","27827306496","27827306496","27827306496"
"13336.855523437","27577745408","27577745408","27577745408"
"13341.312129721","27827306496","27827306496","27827306496"
"13351.854599782","27577745408","27577745408","27577745408"
"13356.312464905","27827306496","27827306496","27827306496"
"13366.855778564","27577745408","27577745408","27577745408"
"13371.312804175","27827306496","27827306496","27827306496"
"13381.854739757","27577745408","27577745408","27577745408"
"13386.312687538","27827306496","27827306496","27827306496"
"13396.855113318","27577745408","27577745408","27577745408"
"13401.311882793","27827306496","27827306496","27827306496"
"13411.854839577","27577745408","27577745408","27577745408"
"13416.313216092","27827306496","27827306496","27827306496"
"13426.855035371","27577745408","27577745408","27577745408"
"13431.312247037","27827306496","27827306496","27827306496"
"13441.854743127","27577745408","27577745408","27577745408"
"13446.312567419","27827306496","27827306496","27827306496"
"13456.855701857","27577745408","27577745408","27577745408"
"13461.312196405","27827306496","27827306496","27827306496"
"13471.855155998","27577745408","27577745408","27577745408"
"13476.312821444","27827306496","27827306496","27827306496"
"13486.855835324","27577745408","27577745408","27577745408"
"13491.313328428","27827306496","27827306496","27827306496"
"13501.85538514","27577745408","27577745408","27577745408"
"13506.311699382","27827306496","27827306496","27827306496"
"13516.854658518","27577745408","27577745408","27577745408"
"13521.313796604","27827306496","27827306496","27827306496"
"13531.855977839","27577745408","27577745408","27577745408"
"13536.312836633","27827306496","27827306496","27827306496"
"13546.856113084","27577745408","27577745408","27577745408"
"13551.312271253","27827306496","27827306496","27827306496"
"13561.856229634","27577745408","27577745408","27577745408"
"13566.312592894","27827306496","27827306496","27827306496"
"13576.855112578","27577745408","27577745408","27577745408"
"13581.313120066","27827306496","27827306496","27827306496"
"13591.855455098","27577745408","27577745408","27577745408"
"13596.312246091","27827306496","27827306496","27827306496"
"13606.855288572","27577745408","27577745408","27577745408"
"13611.312246379","27827306496","27827306496","27827306496"
"13621.855418445","27577745408","27577745408","27577745408"
"13626.312745132","27827306496","27827306496","27827306496"
"13636.855089104","27577745408","27577745408","27577745408"
"13641.313032548","27827306496","27827306496","27827306496"
"13651.857369322","27577745408","27577745408","27577745408"
"13656.314720883","27827306496","27827306496","27827306496"
"13666.857053695","27577745408","27577745408","27577745408"
"13671.313151161","27827306496","27827306496","27827306496"
"13681.856091665","27577745408","27577745408","27577745408"
"13686.312955689","27827306496","27827306496","27827306496"
"13696.85552764","27577745408","27577745408","27577745408"
"13701.313956897","27827306496","27827306496","27827306496"
"13711.856192325","27577745408","27577745408","27577745408"
"13716.312694257","27827306496","27827306496","27827306496"
"13726.854770442","27577745408","27577745408","27577745408"
"13731.312256064","27827306496","27827306496","27827306496"
"13741.855580247","27577745408","27577745408","27577745408"
"13746.313422869","27827306496","27827306496","27827306496"
"13756.855635574","27577745408","27577745408","27577745408"
"13761.312695388","27827306496","27827306496","27827306496"
"13771.855031168","27577745408","27577745408","27577745408"
"13776.312577748","27827306496","27827306496","27827306496"
"13786.855377157","27577745408","27577745408","27577745408"
"13791.312845029","27827306496","27827306496","27827306496"
"13801.855093049","27577745408","27577745408","27577745408"
"13806.313171551","27827306496","27827306496","27827306496"
"13816.855309356","27577745408","27577745408","27577745408"
"13821.312730985","27827306496","27827306496","27827306496"
"13831.856249138","27577745408","27577745408","27577745408"
"13836.311552675","27827306496","27827306496","27827306496"
"13846.856196046","27577745408","27577745408","27577745408"
"13851.311183903","27827306496","27827306496","27827306496"
"13861.856380767","27577745408","27577745408","27577745408"
"13866.312180939","27827306496","27827306496","27827306496"
"13876.854263249","27577745408","27577745408","27577745408"
"13881.312128669","27827306496","27827306496","27827306496"
"13891.855215956","27577745408","27577745408","27577745408"
"13896.31212397","27827306496","27827306496","27827306496"
"13906.855835937","27577745408","27577745408","27577745408"
"13911.312470052","27827306496","27827306496","27827306496"
"13921.855643762","27577745408","27577745408","27577745408"
"13926.313284541","27827306496","27827306496","27827306496"
"13936.855862651","27577745408","27577745408","27577745408"
"13941.312502936","27827306496","27827306496","27827306496"
"13951.856195567","27577745408","27577745408","27577745408"
"13956.312355455","27827306496","27827306496","27827306496"
"13966.85459144","27577745408","27577745408","27577745408"
"13971.313384696","27827306496","27827306496","27827306496"
"13981.85588704","27577745408","27577745408","27577745408"
"13986.313182519","27827306496","27827306496","27827306496"
"13996.8545458","27577745408","27577745408","27577745408"
"14001.313094052","27827306496","27827306496","27827306496"
"14011.855796161","27577745408","27577745408","27577745408"
"14016.312525412","27827306496","27827306496","27827306496"
"14026.855969623","27577745408","27577745408","27577745408"
"14031.312169496","27827306496","27827306496","27827306496"
"14041.855279928","27577745408","27577745408","27577745408"
"14046.312489876","27827306496","27827306496","27827306496"
"14056.854574547","27577745408","27577745408","27577745408"
"14061.312453928","27827306496","27827306496","27827306496"
"14071.855514094","27577745408","27577745408","27577745408"
"14076.312251779","27827306496","27827306496","27827306496"
"14086.856013756","27577745408","27577745408","27577745408"
"14091.312800625","27827306496","27827306496","27827306496"
"14101.854507669","27577745408","27577745408","27577745408"
"14106.313237921","27827306496","27827306496","27827306496"
"14116.854984813","27577745408","27577745408","27577745408"
"14121.312440098","27827306496","27827306496","27827306496"
"14131.855901643","27577745408","27577745408","27577745408"
"14136.312192426","27827306496","27827306496","27827306496"
"14146.855651131","27577745408","27577745408","27577745408"
"14151.31240521","27827306496","27827306496","27827306496"
"14161.855524037","27577745408","27577745408","27577745408"
"14166.312155863","27827306496","27827306496","27827306496"
"14176.855624698","27577745408","27577745408","27577745408"
"14181.313360191","27827306496","27827306496","27827306496"
"14191.855259358","27577745408","27577745408","27577745408"
"14196.311650378","27827306496","27827306496","27827306496"
"14206.85507787","27577745408","27577745408","27577745408"
"14211.31265097","27827306496","27827306496","27827306496"
"14221.854419564","27577745408","27577745408","27577745408"
"14226.312341992","27827306496","27827306496","27827306496"
"14236.855696344","27577745408","27577745408","27577745408"
"14241.313091265","27827306496","27827306496","27827306496"
"14251.8546319","27577745408","27577745408","27577745408"
"14256.312783803","27827306496","27827306496","27827306496"
"14266.85602831","27577745408","27577745408","27577745408"
"14271.312579936","27827306496","27827306496","27827306496"
"14281.855220644","27577745408","27577745408","27577745408"
"14286.313399635","27827306496","27827306496","27827306496"
"14296.855856505","27577745408","27577745408","27577745408"
"14301.312256701","27827306496","27827306496","27827306496"
"14311.85575973","27577745408","27577745408","27577745408"
"14316.313981764","27827306496","27827306496","27827306496"
"14326.855139115","27577745408","27577745408","27577745408"
"14331.312194066","27827306496","27827306496","27827306496"
"14341.855757338","27577745408","27577745408","27577745408"
"14346.313716054","27827306496","27827306496","27827306496"
"14356.855335117","27577745408","27577745408","27577745408"
"14361.312993461","27827306496","27827306496","27827306496"
"14371.856072709","27577745408","27577745408","27577745408"
"14376.312923545","27827306496","27827306496","27827306496"
"14386.855297666","27577745408","27577745408","27577745408"
"14391.31191048","27827306496","27827306496","27827306496"
"14401.856103577","27577745408","27577745408","27577745408"
"14406.313243077","27827306496","27827306496","27827306496"
"14416.854793938","27577745408","27577745408","27577745408"
"14421.312843259","27827306496","27827306496","27827306496"
"14431.856077161","27577745408","27577745408","27577745408"
"14436.313614831","27827306496","27827306496","27827306496"
"14446.855358447","27577745408","27577745408","27577745408"
"14451.311658193","27827306496","27827306496","27827306496"
"14461.856028448","27577745408","27577745408","27577745408"
"14466.312940263","27827306496","27827306496","27827306496"
"14476.855489241","27577745408","27577745408","27577745408"
"14481.31303187","27827306496","27827306496","27827306496"
"14491.854737827","27577745408","27577745408","27577745408"
"14496.31377509","27827306496","27827306496","27827306496"
"14506.856601755","27577745408","27577745408","27577745408"
"14511.313619936","27827306496","27827306496","27827306496"
"14521.857234574","27577745408","27577745408","27577745408"
"14526.312354313","27827306496","27827306496","27827306496"
"14536.857562617","27577745408","27577745408","27577745408"
"14541.312766049","27827306496","27827306496","27827306496"
"14551.855754077","27577745408","27577745408","27577745408"
"14556.312962104","27827306496","27827306496","27827306496"
"14566.855507595","27577745408","27577745408","27577745408"
"14571.31341317","27827306496","27827306496","27827306496"
"14581.855011179","27577745408","27577745408","27577745408"
"14586.312797264","27827306496","27827306496","27827306496"
"14596.855200013","27577745408","27577745408","27577745408"
"14601.312569477","27827306496","27827306496","27827306496"
"14611.85670646","27577745408","27577745408","27577745408"
"14616.312922617","27827306496","27827306496","27827306496"
"14626.855328584","27577745408","27577745408","27577745408"
"14631.313237409","27827306496","27827306496","27827306496"
"14641.856394831","27577745408","27577745408","27577745408"
"14646.31230182","27827306496","27827306496","27827306496"
"14656.854470521","27577745408","27577745408","27577745408"
"14661.313177167","27827306496","27827306496","27827306496"
"14671.855458245","27577745408","27577745408","27577745408"
"14676.312571308","27827306496","27827306496","27827306496"
"14686.856244839","27577745408","27577745408","27577745408"
"14691.312397283","27827306496","27827306496","27827306496"
"14701.856565837","27577745408","27577745408","27577745408"
"14706.312090621","27827306496","27827306496","27827306496"
"14716.854662649","27577745408","27577745408","27577745408"
"14721.313381653","27827306496","27827306496","27827306496"
"14731.855365819","27577745408","27577745408","27577745408"
"14736.313856415","27827306496","27827306496","27827306496"
"14746.855627709","27577745408","27577745408","27577745408"
"14751.313088819","27827306496","27827306496","27827306496"
"14761.854358875","27577745408","27577745408","27577745408"
"14766.314110662","27827306496","27827306496","27827306496"
"14776.854897765","27577745408","27577745408","27577745408"
"14781.312340884","27827306496","27827306496","27827306496"
"14791.855220103","27577745408","27577745408","27577745408"
"14796.311749635","27827306496","27827306496","27827306496"
"14806.856251288","27577745408","27577745408","27577745408"
"14811.312568846","27827306496","27827306496","27827306496"
"14821.854991374","27577745408","27577745408","27577745408"
"14826.313003532","27827306496","27827306496","27827306496"
"14836.855547253","27577745408","27577745408","27577745408"
"14841.313272812","27827306496","27827306496","27827306496"
"14851.85565845","27577745408","27577745408","27577745408"
"14856.313296875","27827306496","27827306496","27827306496"
"14866.855375676","27577745408","27577745408","27577745408"
"14871.311404534","27827306496","27827306496","27827306496"
"14881.854336005","27577745408","27577745408","27577745408"
"14886.313016373","27827306496","27827306496","27827306496"
"14896.855714969","27577745408","27577745408","27577745408"
"14901.312044417","27827306496","27827306496","27827306496"
"14911.856710874","27577745408","27577745408","27577745408"
"14916.31305569","27827306496","27827306496","27827306496"
"14926.85383103","27577745408","27577745408","27577745408"
"14931.31309019","27827306496","27827306496","27827306496"
"14941.856783384","27577745408","27577745408","27577745408"
"14946.314434372","27827306496","27827306496","27827306496"
"14956.855323243","27577745408","27577745408","27577745408"
"14961.312679786","27827306496","27827306496","27827306496"
"14971.85416097","27577745408","27577745408","27577745408"
"14976.312174258","27827306496","27827306496","27827306496"
"14986.854129228","27577745408","27577745408","27577745408"
"14991.31274512","27827306496","27827306496","27827306496"
"15001.855762168","27577745408","27577745408","27577745408"
"15006.313493571","27827306496","27827306496","27827306496"
"15016.855709645","27577745408","27577745408","27577745408"
"15021.312861049","27827306496","27827306496","27827306496"
"15031.854978852","27577745408","27577745408","27577745408"
"15036.312727654","27827306496","27827306496","27827306496"
"15046.854106683","27577745408","27577745408","27577745408"
"15051.313497662","27827306496","27827306496","27827306496"
"15061.855214249","27577745408","27577745408","27577745408"
"15066.313240124","27827306496","27827306496","27827306496"
"15076.856027988","27577745408","27577745408","27577745408"
"15081.311893018","27827306496","27827306496","27827306496"
"15091.855029127","27577745408","27577745408","27577745408"
"15096.313063578","27827306496","27827306496","27827306496"
"15106.855485167","27577745408","27577745408","27577745408"
"15111.312436131","27827306496","27827306496","27827306496"
"15121.856087066","27577745408","27577745408","27577745408"
"15126.312331553","27827306496","27827306496","27827306496"
"15136.856431437","27577745408","27577745408","27577745408"
"15141.31333723","27827306496","27827306496","27827306496"
"15151.854891334","27577745408","27577745408","27577745408"
"15156.313364042","27827306496","27827306496","27827306496"
"15166.855309625","27577745408","27577745408","27577745408"
"15171.312591448","27827306496","27827306496","27827306496"
"15181.855916553","27577745408","27577745408","27577745408"
"15186.313516197","27827306496","27827306496","27827306496"
"15196.855532296","27577745408","27577745408","27577745408"
"15201.312383529","27827306496","27827306496","27827306496"
"15211.854548139","27577745408","27577745408","27577745408"
"15216.312727658","27827306496","27827306496","27827306496"
"15226.854741014","27577745408","27577745408","27577745408"
"15231.312694198","27827306496","27827306496","27827306496"
"15241.856590469","27577745408","27577745408","27577745408"
"15246.313300748","27827306496","27827306496","27827306496"
"15256.856140866","27577745408","27577745408","27577745408"
"15261.312634204","27827306496","27827306496","27827306496"
"15271.855751537","27577745408","27577745408","27577745408"
"15276.312885003","27827306496","27827306496","27827306496"
"15286.855065518","27577745408","27577745408","27577745408"
"15291.313534106","27827306496","27827306496","27827306496"
"15301.855548791","27577745408","27577745408","27577745408"
"15306.312475731","27827306496","27827306496","27827306496"
"15316.855393614","27577745408","27577745408","27577745408"
"15321.313328564","27827306496","27827306496","27827306496"
"15331.855263676","27577745408","27577745408","27577745408"
"15336.312299281","27827306496","27827306496","27827306496"
"15346.855236555","27577745408","27577745408","27577745408"
"15351.312960101","27827306496","27827306496","27827306496"
"15361.855416617","27577745408","27577745408","27577745408"
"15366.313521235","27827306496","27827306496","27827306496"
"15376.855240335","27577745408","27577745408","27577745408"
"15381.313352473","27827306496","27827306496","27827306496"
"15391.855690653","27577745408","27577745408","27577745408"
"15396.312462303","27827306496","27827306496","27827306496"
"15406.855412336","27577745408","27577745408","27577745408"
"15411.311531867","27827306496","27827306496","27827306496"
"15421.855038604","27577745408","27577745408","27577745408"
"15426.312920521","27827306496","27827306496","27827306496"
"15436.855865099","27577745408","27577745408","27577745408"
"15441.313080518","27827306496","27827306496","27827306496"
"15451.854593648","27577745408","27577745408","27577745408"
"15456.313198466","27827306496","27827306496","27827306496"
"15466.856032866","27577745408","27577745408","27577745408"
"15471.312478313","27827306496","27827306496","27827306496"
"15481.855448875","27577745408","27577745408","27577745408"
"15486.311759441","27827306496","27827306496","27827306496"
"15496.855521372","27577745408","27577745408","27577745408"
"15501.313334698","27827306496","27827306496","27827306496"
"15511.854801639","27577745408","27577745408","27577745408"
