"Relative Time (Process)","onFlashIPA_v0 - system/gpu.0.gpu","onFlashIPA_v0 - system/gpu.0.gpu__MIN","onFlashIPA_v0 - system/gpu.0.gpu__MAX"
"13621.938187026","15","15","15"
"13636.938041773","15","15","15"
"13651.938366926","13","13","13"
"13666.938470242","14","14","14"
"13681.938714432","15","15","15"
"13696.938836286","14","14","14"
"13711.938886154","15","15","15"
"13726.939008341","15","15","15"
"13741.938752954","14","14","14"
"13756.93871347","15","15","15"
"13771.938561928","14","14","14"
"13786.938344308","15","15","15"
"13801.938451767","10","10","10"
"13816.938152164","0","0","0"
"13831.938271162","11","11","11"
"13846.938025084","16","16","16"
"13861.938526257","15","15","15"
"13876.938635448","12","12","12"
"13891.938683785","14","14","14"
"13906.937634125","15","15","15"
"13921.938199549","14","14","14"
"13936.938092694","14","14","14"
"13951.938495072","14","14","14"
"13966.938480639","15","15","15"
"13981.938406444","14","14","14"
"13996.93879802","15","15","15"
"14011.938019775","11","11","11"
"14026.938910955","14","14","14"
"14041.937697852","14","14","14"
"14056.937914692","11","11","11"
"14071.938525308","12","12","12"
"14086.938548133","14","14","14"
"14101.93820627","13","13","13"
"14116.938395576","14","14","14"
"14131.938255187","13","13","13"
"14146.938249818","14","14","14"
"14161.938131061","14","14","14"
"14176.938720446","15","15","15"
"14191.938004276","12","12","12"
"14206.938346157","14","14","14"
"14221.93836125","15","15","15"
"14236.938079149","12","12","12"
"14251.938804321","13","13","13"
"14266.938214005","13","13","13"
"14281.938068017","15","15","15"
"14296.93835541","11","11","11"
"14311.938150257","13","13","13"
"14326.938267793","15","15","15"
"14341.938126985","14","14","14"
"14356.938552525","14","14","14"
"14371.938327826","14","14","14"
"14386.938717894","14","14","14"
"14401.938586593","13","13","13"
"14416.937999862","14","14","14"
"14431.93813014","14","14","14"
"14446.938294712","15","15","15"
"14461.938620022","15","15","15"
"14476.938106636","15","15","15"
"14491.938204952","15","15","15"
"14506.939931139","14","14","14"
"14521.938785833","15","15","15"
"14536.938756294","13","13","13"
"14551.937846451","14","14","14"
"14566.938280629","15","15","15"
"14581.937963165","11","11","11"
"14596.938083176","15","15","15"
"14611.938444641","14","14","14"
"14626.938762078","12","12","12"
"14641.938862866","14","14","14"
"14656.93883736","14","14","14"
"14671.938640012","14","14","14"
"14686.938036613","14","14","14"
"14701.938713009","13","13","13"
"14716.938137917","13","13","13"
"14731.938328743","15","15","15"
"14746.937952042","14","14","14"
"14761.938392738","10","10","10"
"14776.938174202","15","15","15"
"14791.938929889","14","14","14"
"14806.938185604","17","17","17"
"14821.939433022","15","15","15"
"14836.937996117","15","15","15"
"14851.938662078","13","13","13"
"14866.93826438","15","15","15"
"14881.938837221","15","15","15"
"14896.938936695","14","14","14"
"14911.93809339","14","14","14"
"14926.938715275","15","15","15"
"14941.938098998","15","15","15"
"14956.938147851","12","12","12"
"14971.938464559","15","15","15"
"14986.93898834","13","13","13"
"15001.938467542","11","11","11"
"15016.937950688","16","16","16"
"15031.938758604","14","14","14"
"15046.938520651","13","13","13"
"15061.938387251","14","14","14"
"15076.939011021","15","15","15"
"15091.938715829","17","17","17"
"15106.938278427","12","12","12"
"15121.938565203","13","13","13"
"15136.938680876","14","14","14"
"15151.938128168","17","17","17"
"15166.938015687","13","13","13"
"15181.93881874","15","15","15"
"15196.938008175","15","15","15"
"15211.938367324","16","16","16"
"15226.938337246","14","14","14"
"15241.938055933","11","11","11"
"15256.938234597","15","15","15"
"15271.938567178","14","14","14"
"15286.938563111","15","15","15"
"15301.938810101","14","14","14"
"15316.938760131","15","15","15"
"15331.938601662","14","14","14"
"15346.938877658","17","17","17"
"15361.937806115","14","14","14"
"15376.937710054","14","14","14"
"15391.938758677","15","15","15"
"15406.938603112","14","14","14"
"15421.937845136","13","13","13"
"15436.938084029","15","15","15"
"15451.93837587","15","15","15"
"15466.938056606","14","14","14"
"15481.938790081","13","13","13"
"15496.938094592","14","14","14"
"15511.938493645","16","16","16"
"15526.937978063","13","13","13"
"15541.938343137","16","16","16"
"15556.93790772","13","13","13"
"15571.938538863","14","14","14"
"15586.938503163","15","15","15"
"15601.937762428","13","13","13"
"15616.938715709","14","14","14"
"15631.938180136","14","14","14"
"15646.937769489","14","14","14"
"15661.938354868","15","15","15"
"15676.937865578","15","15","15"
"15691.938662715","15","15","15"
"15706.938475056","15","15","15"
"15721.938281115","15","15","15"
"15736.938345582","14","14","14"
"15751.938456019","17","17","17"
"15766.938597082","14","14","14"
"15781.938520881","15","15","15"
"15796.938421859","14","14","14"
"15811.938018873","17","17","17"
"15826.937810107","15","15","15"
"15841.93808092","17","17","17"
"15856.93810572","13","13","13"
"15871.938474647","14","14","14"
"15886.938756882","15","15","15"
"15901.937628531","14","14","14"
"15916.938653126","15","15","15"
"15931.937793569","14","14","14"
"15946.93781299","14","14","14"
"15961.938685426","15","15","15"
"15976.938873552","13","13","13"
"15991.938292965","14","14","14"
"16006.937970982","14","14","14"
"16021.938666708","15","15","15"
"16036.938418075","15","15","15"
"16051.938633972","15","15","15"
"16066.938137878","14","14","14"
"16081.938177274","14","14","14"
"16096.938353738","14","14","14"
"16111.93830114","17","17","17"
"16126.938035321","14","14","14"
"16141.938417105","15","15","15"
"16156.938634144","13","13","13"
"16171.938556219","14","14","14"
"16186.938285243","14","14","14"
"16201.938692067","15","15","15"
"16216.938595952","15","15","15"
"16231.938166345","14","14","14"
"16246.937750087","15","15","15"
"16261.938364423","13","13","13"
"16276.938692678","15","15","15"
"16291.938521375","13","13","13"
"16306.938019069","15","15","15"
"16321.938488583","15","15","15"
"16336.938601499","14","14","14"
"16351.93869192","14","14","14"
"16366.938866681","13","13","13"
"16381.938957135","14","14","14"
"16396.937996457","14","14","14"
"16411.937856793","15","15","15"
"16426.938142506","15","15","15"
"16441.937834258","14","14","14"
"16456.938499526","12","12","12"
"16471.938687109","16","16","16"
"16486.938529687","14","14","14"
"16501.938720833","14","14","14"
"16516.938291187","15","15","15"
"16531.938191538","14","14","14"
"16546.938642924","15","15","15"
"16561.938165929","12","12","12"
"16576.938193478","15","15","15"
"16591.938434564","14","14","14"
"16606.938164137","15","15","15"
"16621.938139045","13","13","13"
"16636.938587462","14","14","14"
"16651.938443964","13","13","13"
"16666.937901377","15","15","15"
"16681.938732985","16","16","16"
"16696.938497901","15","15","15"
"16711.938315089","12","12","12"
"16726.93845317","13","13","13"
"16741.938206122","14","14","14"
"16756.938528012","15","15","15"
"16771.938768159","13","13","13"
"16786.938674636","15","15","15"
"16801.938483864","15","15","15"
"16816.938029016","15","15","15"
"16831.938261895","14","14","14"
"16846.938566389","15","15","15"
"16861.93861177","14","14","14"
"16876.93786984","14","14","14"
"16891.938163235","14","14","14"
"16906.938560394","14","14","14"
"16921.938253226","13","13","13"
"16936.938281454","15","15","15"
"16951.938901289","15","15","15"
"16966.938548434","15","15","15"
"16981.938308167","14","14","14"
"16996.938904903","14","14","14"
"17011.937865538","14","14","14"
"17026.938115339","17","17","17"
"17041.938313859","15","15","15"
"17056.938194378","17","17","17"
"17071.938950965","14","14","14"
"17086.938483789","13","13","13"
"17101.938335935","12","12","12"
"17116.938201964","17","17","17"
"17131.938931091","17","17","17"
"17146.938114149","15","15","15"
"17161.938690085","14","14","14"
"17176.938513813","15","15","15"
"17191.938464465","14","14","14"
"17206.938756112","14","14","14"
"17221.937878687","12","12","12"
"17236.938356199","15","15","15"
"17251.938277563","15","15","15"
"17266.938880648","14","14","14"
"17281.938596372","15","15","15"
"17296.938560212","14","14","14"
"17311.938136279","15","15","15"
"17326.938623555","14","14","14"
"17341.938227884","15","15","15"
"17356.938580724","14","14","14"
"17371.938004523","14","14","14"
"17386.938305908","15","15","15"
"17401.938748367","15","15","15"
"17416.937959513","14","14","14"
"17431.938319851","16","16","16"
"17446.938374678","15","15","15"
"17461.938514956","13","13","13"
"17476.938414616","13","13","13"
"17491.938341509","13","13","13"
"17506.938389782","15","15","15"
"17521.937946171","15","15","15"
"17536.938519404","14","14","14"
"17551.938541531","12","12","12"
"17566.938946153","13","13","13"
"17581.938330711","14","14","14"
"17596.938214406","14","14","14"
"17611.938749839","13","13","13"
"17626.938087008","15","15","15"
"17641.938580991","15","15","15"
"17656.938792275","14","14","14"
"17671.938019591","14","14","14"
"17686.93869512","16","16","16"
"17701.938746707","15","15","15"
"17716.938452073","17","17","17"
"17731.93798762","17","17","17"
"17746.938798787","14","14","14"
"17761.938453288","13","13","13"
"17776.938594612","15","15","15"
"17791.938622801","14","14","14"
"17806.937734606","14","14","14"
"17821.938731367","14","14","14"
"17836.938919636","15","15","15"
"17851.938950258","13","13","13"
"17866.938794784","17","17","17"
"17881.938728161","14","14","14"
"17896.938273347","14","14","14"
"17911.938585854","17","17","17"
"17926.938014295","14","14","14"
"17941.938313293","13","13","13"
"17956.938022593","15","15","15"
"17971.937800955","14","14","14"
"17986.938227712","14","14","14"
"18001.938720217","17","17","17"
"18016.93832667","13","13","13"
"18031.938649846","14","14","14"
"18046.938376778","14","14","14"
"18061.938695548","14","14","14"
"18076.93848181","13","13","13"
"18091.937963673","15","15","15"
"18106.938065729","17","17","17"
"18121.937957783","13","13","13"
"18136.938335999","14","14","14"
"18151.938756841","13","13","13"
"18166.938422002","14","14","14"
"18181.938136747","14","14","14"
"18196.93821923","13","13","13"
"18211.938608645","15","15","15"
"18226.938528759","14","14","14"
"18241.938334993","15","15","15"
"18256.9387972","15","15","15"
"18271.937887231","14","14","14"
"18286.938526659","13","13","13"
"18301.938505503","13","13","13"
"18316.938516321","14","14","14"
"18331.93835804","15","15","15"
"18346.938251524","15","15","15"
"18361.938800868","15","15","15"
"18376.938370192","13","13","13"
"18391.9379252","14","14","14"
"18406.938488853","13","13","13"
"18421.93889865","14","14","14"
"18436.938579538","16","16","16"
"18451.938484385","15","15","15"
"18466.938165631","13","13","13"
"18481.938765657","11","11","11"
"18496.93828042","15","15","15"
"18511.938124441","13","13","13"
"18526.938211242","15","15","15"
"18541.939035717","15","15","15"
"18556.938747032","14","14","14"
"18571.938799378","14","14","14"
"18586.938296051","14","14","14"
"18601.938852385","12","12","12"
"18616.938178891","17","17","17"
"18631.938569947","15","15","15"
"18646.938491104","14","14","14"
"18661.938860248","13","13","13"
"18676.938497404","17","17","17"
"18691.938757372","14","14","14"
"18706.938275608","15","15","15"
"18721.938178866","15","15","15"
"18736.93873317","14","14","14"
"18751.938836814","15","15","15"
"18766.938327664","14","14","14"
"18781.93820614","15","15","15"
"18796.938241273","15","15","15"
"18811.939122225","15","15","15"
"18826.938455952","0","0","0"
"18841.93888927","15","15","15"
"18856.93847341","15","15","15"
"18871.938077852","12","12","12"
"18886.938173727","13","13","13"
"18901.938425798","12","12","12"
"18916.938155159","17","17","17"
"18931.938630766","13","13","13"
"18946.938686802","14","14","14"
"18961.938812543","17","17","17"
"18976.938207747","14","14","14"
"18991.938531267","14","14","14"
"19006.938573925","16","16","16"
"19021.938411283","15","15","15"
"19036.938320551","13","13","13"
"19051.938716769","11","11","11"
"19066.938184849","14","14","14"
"19081.938916327","16","16","16"
"19096.938381393","13","13","13"
"19111.937976567","14","14","14"
"19126.939023481","14","14","14"
"19141.938339354","15","15","15"
"19156.938800797","13","13","13"
"19171.938498197","14","14","14"
"19186.938904866","13","13","13"
"19201.938635973","14","14","14"
"19216.938306096","15","15","15"
"19231.938852969","14","14","14"
"19246.938870333","15","15","15"
"19261.938416063","15","15","15"
"19276.938493777","14","14","14"
"19291.938128942","15","15","15"
"19306.937904121","15","15","15"
"19321.938555398","15","15","15"
"19336.938106097","14","14","14"
"19351.938002573","14","14","14"
"19366.938205969","15","15","15"
"19381.938493446","15","15","15"
"19396.938569482","15","15","15"
"19411.938344307","11","11","11"
"19426.938137561","14","14","14"
"19441.938722921","15","15","15"
"19456.937762763","15","15","15"
"19471.938052132","14","14","14"
"19486.938858746","15","15","15"
"19501.938184373","14","14","14"
"19516.937895859","14","14","14"
"19531.938213207","14","14","14"
"19546.938709569","14","14","14"
"19561.938632515","15","15","15"
"19576.939512171","15","15","15"
"19591.938482549","14","14","14"
"19606.93852091","15","15","15"
"19621.938094088","14","14","14"
"19636.938287257","17","17","17"
"19651.938186209","13","13","13"
"19666.938354679","12","12","12"
"19681.938915363","15","15","15"
"19696.938039964","14","14","14"
"19711.937887212","14","14","14"
"19726.938282008","14","14","14"
"19741.938486344","15","15","15"
"19756.938351452","15","15","15"
"19771.938846639","15","15","15"
"19786.938758439","15","15","15"
"19801.938072683","14","14","14"
"19816.938617434","14","14","14"
"19831.937872613","15","15","15"
"19846.938884222","13","13","13"
"19861.938761358","15","15","15"
"19876.938108636","16","16","16"
"19891.938831117","14","14","14"
"19906.938191081","14","14","14"
"19921.93800234","15","15","15"
"19936.938416198","15","15","15"
"19951.938583083","14","14","14"
"19966.937882135","13","13","13"
"19981.938130054","14","14","14"
"19996.938786206","14","14","14"
"20011.938330797","14","14","14"
"20026.938383472","13","13","13"
"20041.938569342","12","12","12"
"20056.938652713","15","15","15"
"20071.938557649","15","15","15"
"20086.93811184","15","15","15"
"20101.940332926","14","14","14"
"20116.938079087","14","14","14"
"20131.938679336","14","14","14"
"20146.938112784","15","15","15"
"20161.938561621","15","15","15"
"20176.938563775","14","14","14"
"20191.937961489","17","17","17"
"20206.938284361","13","13","13"
"20221.938321913","14","14","14"
"20236.938916507","16","16","16"
"20251.938714729","13","13","13"
"20266.93855852","14","14","14"
"20281.938721237","15","15","15"
"20296.938025947","15","15","15"
"20311.938126631","15","15","15"
"20326.938759338","11","11","11"
"20341.938791368","13","13","13"
"20356.938758611","15","15","15"
"20371.938378777","12","12","12"
"20386.937863429","14","14","14"
"20401.938158409","15","15","15"
"20416.938066601","15","15","15"
"20431.938325502","13","13","13"
"20446.938707266","15","15","15"
"20461.938763729","15","15","15"
"20476.938166193","15","15","15"
"20491.937932221","14","14","14"
"20506.937907957","13","13","13"
"20521.938310386","14","14","14"
"20536.937942705","13","13","13"
"20551.938799539","15","15","15"
"20566.938785176","12","12","12"
"20581.938472523","20","20","20"
"20596.937891293","14","14","14"
"20611.938194773","16","16","16"
"20626.938272938","12","12","12"
"20641.938550547","13","13","13"
"20656.938422572","13","13","13"
"20671.938495738","14","14","14"
"20686.938105776","16","16","16"
"20701.938246036","14","14","14"
"20716.93860795","14","14","14"
"20731.938727205","15","15","15"
"20746.938173825","14","14","14"
"20761.938314427","15","15","15"
"20776.938221735","14","14","14"
"20791.937958669","13","13","13"
"20806.938433261","15","15","15"
"20821.938765763","14","14","14"
"20836.938721501","17","17","17"
"20851.938207332","14","14","14"
"20866.937926618","13","13","13"
"20881.938023641","15","15","15"
"20896.938353342","15","15","15"
"20911.938816615","15","15","15"
"20926.938153557","13","13","13"
"20941.93844959","0","0","0"
"20956.938833714","14","14","14"
"20971.938682574","13","13","13"
"20986.938539279","11","11","11"
"21001.938824746","0","0","0"
"21016.938594169","14","14","14"
"21031.938788817","15","15","15"
"21046.938427679","14","14","14"
"21061.938130039","15","15","15"
"21076.938005543","15","15","15"
"21091.938357662","11","11","11"
"21106.938484949","14","14","14"
"21121.938720218","18","18","18"
"21136.938436364","12","12","12"
"21151.938637555","15","15","15"
"21166.937917109","14","14","14"
"21181.938828332","15","15","15"
"21196.938796511","10","10","10"
"21211.938582909","13","13","13"
"21226.93791064","13","13","13"
"21241.938482386","13","13","13"
"21256.938122207","15","15","15"
"21271.943353028","15","15","15"
"21286.938481898","14","14","14"
"21301.938463921","14","14","14"
"21316.938723049","14","14","14"
"21331.937838517","14","14","14"
"21346.93840688","15","15","15"
"21361.93866549","15","15","15"
"21376.938739519","14","14","14"
"21391.938469302","13","13","13"
"21406.938134531","15","15","15"
"21421.938227799","15","15","15"
"21436.937863217","14","14","14"
"21451.938167811","13","13","13"
"21466.938539783","15","15","15"
"21481.938160198","13","13","13"
"21496.938245312","15","15","15"
"21511.938430898","17","17","17"
"21526.93811388","13","13","13"
"21541.938252803","14","14","14"
"21556.938529066","17","17","17"
"21571.938378359","17","17","17"
"21586.938659586","13","13","13"
"21601.938295648","12","12","12"
"21616.938238179","11","11","11"
"21631.938034122","13","13","13"
"21646.938002782","15","15","15"
"21661.938083374","14","14","14"
"21676.938442074","14","14","14"
"21691.937912038","14","14","14"
"21706.938510359","14","14","14"
"21721.937991204","14","14","14"
"21736.938103343","14","14","14"
"21751.937983536","14","14","14"
"21766.938565657","14","14","14"
"21781.938256545","14","14","14"
"21796.937846233","15","15","15"
"21811.938096649","15","15","15"
"21826.9385698","16","16","16"
"21841.938723034","15","15","15"
"21856.939093405","17","17","17"
"21871.938495906","14","14","14"
"21886.938312253","16","16","16"
"21901.938381287","14","14","14"
"21916.938799986","14","14","14"
"21931.937871861","13","13","13"
"21946.93798271","13","13","13"
"21961.938007802","13","13","13"
"21976.938907838","14","14","14"
"21991.938225431","12","12","12"
"22006.938279308","15","15","15"
"22021.937985199","15","15","15"
"22036.93868259","14","14","14"
"22051.938091909","15","15","15"
"22066.938830927","15","15","15"
"22081.938711721","12","12","12"
"22096.93843107","14","14","14"
"22111.937919906","15","15","15"
"22126.938076871","15","15","15"
"22141.937979567","15","15","15"
"22156.937891026","13","13","13"
"22171.938471479","14","14","14"
"22186.938019815","13","13","13"
"22201.938713979","16","16","16"
"22216.938217939","16","16","16"
"22231.938666448","14","14","14"
"22246.939049994","12","12","12"
"22261.938546495","14","14","14"
"22276.938167489","14","14","14"
"22291.938926519","14","14","14"
"22306.938249292","15","15","15"
"22321.938347495","15","15","15"
"22336.938461309","17","17","17"
"22351.938093312","17","17","17"
"22366.938025785","15","15","15"
"22381.938775198","12","12","12"
"22396.938134798","13","13","13"
"22411.93797295","15","15","15"
"22426.938917262","12","12","12"
"22441.938499092","15","15","15"
"22456.938635613","15","15","15"
"22471.938399652","13","13","13"
"22486.938339202","14","14","14"
"22501.938624059","14","14","14"
"22516.938746982","15","15","15"
"22531.93794116","14","14","14"
"22546.93815179","14","14","14"
"22561.938361555","12","12","12"
"22576.938466242","13","13","13"
"22591.937951958","14","14","14"
"22606.938535087","17","17","17"
"22621.938874005","15","15","15"
"22636.937896153","15","15","15"
"22651.938518877","17","17","17"
"22666.938049888","14","14","14"
"22681.93796753","14","14","14"
"22696.937845563","14","14","14"
"22711.938819849","17","17","17"
"22726.938369422","14","14","14"
"22741.938305814","16","16","16"
"22756.938814078","16","16","16"
"22771.938705169","17","17","17"
"22786.938262775","14","14","14"
"22801.938399846","14","14","14"
"22816.938884117","10","10","10"
"22831.938329053","14","14","14"
"22846.938366359","14","14","14"
"22861.938505777","15","15","15"
"22876.938521198","15","15","15"
"22891.938042699","13","13","13"
"22906.938195693","15","15","15"
"22921.938390162","14","14","14"
"22936.938573054","15","15","15"
"22951.938685862","12","12","12"
"22966.938073413","14","14","14"
"22981.937931222","14","14","14"
"22996.938560252","15","15","15"
"23011.938286227","14","14","14"
"23026.938531145","14","14","14"
"23041.938545551","14","14","14"
"23056.938672765","15","15","15"
"23071.938135817","15","15","15"
"23086.937915817","14","14","14"
"23101.938106159","15","15","15"
"23116.938577438","12","12","12"
"23131.938423043","15","15","15"
"23146.937966762","14","14","14"
"23161.938513343","15","15","15"
"23176.938186475","14","14","14"
"23191.938530245","13","13","13"
"23206.940191359","0","0","0"
"23221.938887602","14","14","14"
"23236.938490349","15","15","15"
"23251.938698243","15","15","15"
"23266.938671079","15","15","15"
"23281.938179558","14","14","14"
"23296.93844463","16","16","16"
"23311.938120203","14","14","14"
"23326.938010157","10","10","10"
"23341.938466951","12","12","12"
"23356.938272177","14","14","14"
"23371.938795315","16","16","16"
"23386.938648893","14","14","14"
"23401.938340459","14","14","14"
"23416.938697798","15","15","15"
"23431.938766834","15","15","15"
"23446.938802479","14","14","14"
"23461.938633728","15","15","15"
"23476.938344133","14","14","14"
"23491.93897523","11","11","11"
"23506.938043807","13","13","13"
"23521.93836963","12","12","12"
"23536.938790128","15","15","15"
"23551.938168496","14","14","14"
"23566.938897887","12","12","12"
"23581.93874767","14","14","14"
"23596.937997929","15","15","15"
"23611.938134612","13","13","13"
"23626.938802556","13","13","13"
"23641.938890279","13","13","13"
"23656.938628027","9","9","9"
"23671.940472236","13","13","13"
"23686.938759318","16","16","16"
"23701.938481347","17","17","17"
"23716.938765976","13","13","13"
"23731.93868435","15","15","15"
"23746.938293402","15","15","15"
"23761.938222849","15","15","15"
"23776.938645816","14","14","14"
"23791.938531381","13","13","13"
"23806.938182347","14","14","14"
"23821.938882287","13","13","13"
"23836.938560091","13","13","13"
"23851.938242373","11","11","11"
"23866.938806559","15","15","15"
"23881.938685899","15","15","15"
"23896.938844627","14","14","14"
"23911.938979063","14","14","14"
"23926.93852615","14","14","14"
"23941.938651661","15","15","15"
"23956.938324753","14","14","14"
"23971.938928437","14","14","14"
"23986.938338368","15","15","15"
"24001.938101155","14","14","14"
"24016.938812446","14","14","14"
"24031.93829403","15","15","15"
"24046.938340962","13","13","13"
"24061.93790774","16","16","16"
"24076.938112911","15","15","15"
"24091.938927107","14","14","14"
"24106.93860505","15","15","15"
"24121.93830777","17","17","17"
"24136.93869636","14","14","14"
"24151.93805647","14","14","14"
"24166.937871897","14","14","14"
"24181.938184926","17","17","17"
"24196.938449959","14","14","14"
"24211.939506492","15","15","15"
"24226.938546677","15","15","15"
"24241.938438571","15","15","15"
"24256.938309576","14","14","14"
"24271.93829041","15","15","15"
"24286.938557545","11","11","11"
"24301.93808743","13","13","13"
"24316.938933761","14","14","14"
"24331.938462639","14","14","14"
"24346.938295387","13","13","13"
"24361.938590689","14","14","14"
"24376.938715849","14","14","14"
"24391.938773445","15","15","15"
"24406.938542349","12","12","12"
"24421.938568553","14","14","14"
"24436.93874773","13","13","13"
"24451.938893789","15","15","15"
"24466.938036622","15","15","15"
"24481.938070058","14","14","14"
"24496.938499571","14","14","14"
"24511.937656916","15","15","15"
"24526.93882857","14","14","14"
"24541.937920978","15","15","15"
"24556.938277143","13","13","13"
"24571.938190905","10","10","10"
"24586.938767431","14","14","14"
"24601.938577918","14","14","14"
"24616.938806369","13","13","13"
"24631.938682736","15","15","15"
"24646.938416395","14","14","14"
"24661.938132482","14","14","14"
"24676.938212889","13","13","13"
"24691.937895928","14","14","14"
"24706.938783678","15","15","15"
"24721.938187083","14","14","14"
"24736.938602714","14","14","14"
"24751.938024215","14","14","14"
"24766.938627088","15","15","15"
"24781.938867791","12","12","12"
"24796.937954527","15","15","15"
"24811.937841284","15","15","15"
"24826.938052127","15","15","15"
"24841.938299053","15","15","15"
"24856.938397878","17","17","17"
"24871.938421488","14","14","14"
"24886.938822309","10","10","10"
"24901.938291073","14","14","14"
"24916.938308154","16","16","16"
"24931.938280452","14","14","14"
"24946.938958672","12","12","12"
"24961.938856515","15","15","15"
"24976.938690687","13","13","13"
"24991.938749896","14","14","14"
"25006.938042511","17","17","17"
"25021.93962338","15","15","15"
"25036.938321333","14","14","14"
"25051.938489125","14","14","14"
"25066.938207639","14","14","14"
"25081.938549229","14","14","14"
"25096.938880306","15","15","15"
"25111.938765487","15","15","15"
"25126.937866397","14","14","14"
"25141.938186636","17","17","17"
"25156.938148278","14","14","14"
"25171.938323378","14","14","14"
"25186.938131656","14","14","14"
"25201.938331009","15","15","15"
"25216.93842489","15","15","15"
"25231.938119302","14","14","14"
"25246.938681696","11","11","11"
"25261.938730681","15","15","15"
"25276.938758471","16","16","16"
"25291.938111119","14","14","14"
"25306.93874481","15","15","15"
"25321.937915237","14","14","14"
"25336.938908001","12","12","12"
"25351.9379727","14","14","14"
"25366.938392654","15","15","15"
"25381.938813714","15","15","15"
"25396.938406464","13","13","13"
"25411.938285841","17","17","17"
"25426.937858999","14","14","14"
"25441.938400045","14","14","14"
"25456.937826821","15","15","15"
"25471.93899443","12","12","12"
"25486.938835108","13","13","13"
"25501.938236933","16","16","16"
"25516.939028845","13","13","13"
"25531.938285454","14","14","14"
"25546.938171071","16","16","16"
"25561.938863996","13","13","13"
"25576.938088704","15","15","15"
"25591.938355216","13","13","13"
"25606.938619573","13","13","13"
"25621.938295061","13","13","13"
"25636.938776231","14","14","14"
"25651.938461784","11","11","11"
"25666.938475123","13","13","13"
"25681.938167171","15","15","15"
"25696.938281992","14","14","14"
"25711.938489031","13","13","13"
"25726.938612477","14","14","14"
"25741.938771756","16","16","16"
"25756.937857918","15","15","15"
"25771.938561917","17","17","17"
"25786.938818196","14","14","14"
"25801.938815629","15","15","15"
"25816.938053771","17","17","17"
"25831.93903429","14","14","14"
"25846.938248003","14","14","14"
"25861.93863652","11","11","11"
"25876.938385059","15","15","15"
"25891.93789976","14","14","14"
"25906.937934918","13","13","13"
"25921.938103051","15","15","15"
"25936.93861161","14","14","14"
"25951.938934509","17","17","17"
"25966.937785794","15","15","15"
"25981.938835192","13","13","13"
"25996.938925259","15","15","15"
"26011.938468708","12","12","12"
"26026.938481799","15","15","15"
"26041.938598738","14","14","14"
"26056.938719689","14","14","14"
"26071.938971376","14","14","14"
"26086.938212793","14","14","14"
"26101.93888691","15","15","15"
"26116.939007493","13","13","13"
"26131.93882246","13","13","13"
"26146.938943007","14","14","14"
"26161.938309153","13","13","13"
"26176.938219615","13","13","13"
"26191.938316622","14","14","14"
"26206.938823834","15","15","15"
"26221.938514319","14","14","14"
"26236.938277965","14","14","14"
"26251.938462946","15","15","15"
"26266.938634436","17","17","17"
"26281.938084399","15","15","15"
"26296.938013392","14","14","14"
"26311.93807874","15","15","15"
"26326.93813394","14","14","14"
"26341.938159137","13","13","13"
"26356.938695988","13","13","13"
"26371.938661767","17","17","17"
"26386.938648173","14","14","14"
"26401.938165855","13","13","13"
"26416.938540719","14","14","14"
"26431.93810892","15","15","15"
"26446.938039871","14","14","14"
"26461.938575389","14","14","14"
"26476.937883676","14","14","14"
"26491.938483542","14","14","14"
"26506.938256645","14","14","14"
"26521.938584988","14","14","14"
"26536.93878719","14","14","14"
"26551.93832128","17","17","17"
"26566.937986824","13","13","13"
"26581.938326233","13","13","13"
"26596.938625205","15","15","15"
"26611.938254176","15","15","15"
"26626.938979739","14","14","14"
"26641.938493273","14","14","14"
"26656.938412274","14","14","14"
"26671.938151408","14","14","14"
"26686.93850739","12","12","12"
"26701.938015006","14","14","14"
"26716.938638076","13","13","13"
"26731.938644624","15","15","15"
"26746.937923584","14","14","14"
"26761.938235007","14","14","14"
"26776.938509136","14","14","14"
"26791.938229391","15","15","15"
"26806.938360766","13","13","13"
"26821.938339469","15","15","15"
"26836.938802884","14","14","14"
"26851.937913071","15","15","15"
"26866.937988527","15","15","15"
"26881.938469162","14","14","14"
"26896.938612342","14","14","14"
"26911.938882479","14","14","14"
"26926.938471466","15","15","15"
"26941.938174737","14","14","14"
"26956.938431272","15","15","15"
"26971.93884095","14","14","14"
"26986.938080754","14","14","14"
"27001.938653305","15","15","15"
"27016.938909839","14","14","14"
"27031.937922445","10","10","10"
"27046.938403792","11","11","11"
"27061.938559567","16","16","16"
"27076.938112303","14","14","14"
"27091.938841216","14","14","14"
"27106.938503055","13","13","13"
"27121.938982781","13","13","13"
"27136.938361409","13","13","13"
"27151.938540565","14","14","14"
"27166.938920223","13","13","13"
"27181.938659436","15","15","15"
"27196.938193021","15","15","15"
"27211.937655249","13","13","13"
"27226.938675948","15","15","15"
"27241.93859997","13","13","13"
"27256.938100325","14","14","14"
"27271.938343517","13","13","13"
"27286.938111691","15","15","15"
"27301.938582772","13","13","13"
"27316.938515584","14","14","14"
"27331.938157651","13","13","13"
"27346.938492435","16","16","16"
"27361.938301878","14","14","14"
"27376.93800551","14","14","14"
"27391.938091289","14","14","14"
"27406.938637155","14","14","14"
"27421.938522948","13","13","13"
"27436.938272366","13","13","13"
"27451.93824833","0","0","0"
"27466.938435537","13","13","13"
"27481.938622847","13","13","13"
"27496.938768607","17","17","17"
"27511.938254671","14","14","14"
