"epoch","onFlashIPA_v0 - train_loss_epoch","onFlashIPA_v0 - train_loss_epoch__MIN","onFlashIPA_v0 - train_loss_epoch__MAX","onFlashIPA_v0 - _step","onFlashIPA_v0 - _step__MIN","onFlashIPA_v0 - _step__MAX"
"336","0.8344137072563171","0.8344137072563171","0.8344137072563171","3658","3658","3658"
"337","0.8362100720405579","0.8362100720405579","0.8362100720405579","3669","3669","3669"
"338","0.837608277797699","0.837608277797699","0.837608277797699","3680","3680","3680"
"339","0.8353692889213562","0.8353692889213562","0.8353692889213562","3691","3691","3691"
"340","0.8302533626556396","0.8302533626556396","0.8302533626556396","3702","3702","3702"
"341","0.8434408903121948","0.8434408903121948","0.8434408903121948","3713","3713","3713"
"342","0.8349961042404175","0.8349961042404175","0.8349961042404175","3723","3723","3723"
"343","0.8389530181884766","0.8389530181884766","0.8389530181884766","3734","3734","3734"
"344","0.8340190052986145","0.8340190052986145","0.8340190052986145","3745","3745","3745"
"345","0.8340912461280823","0.8340912461280823","0.8340912461280823","3756","3756","3756"
"346","0.8379518985748291","0.8379518985748291","0.8379518985748291","3767","3767","3767"
"347","0.828903317451477","0.828903317451477","0.828903317451477","3778","3778","3778"
"348","0.8401700258255005","0.8401700258255005","0.8401700258255005","3789","3789","3789"
"349","0.8355379104614258","0.8355379104614258","0.8355379104614258","3800","3800","3800"
"350","0.8327450156211853","0.8327450156211853","0.8327450156211853","3810","3810","3810"
"351","0.8374326825141907","0.8374326825141907","0.8374326825141907","3821","3821","3821"
"352","0.8370779156684875","0.8370779156684875","0.8370779156684875","3832","3832","3832"
"353","0.8340451717376709","0.8340451717376709","0.8340451717376709","3843","3843","3843"
"354","0.834958016872406","0.834958016872406","0.834958016872406","3854","3854","3854"
"355","0.8336279392242432","0.8336279392242432","0.8336279392242432","3865","3865","3865"
"356","0.8311353325843811","0.8311353325843811","0.8311353325843811","3876","3876","3876"
"357","0.8238859176635742","0.8238859176635742","0.8238859176635742","3886","3886","3886"
"358","0.8323588371276855","0.8323588371276855","0.8323588371276855","3897","3897","3897"
"359","0.8322910070419312","0.8322910070419312","0.8322910070419312","3908","3908","3908"
"360","0.8335181474685669","0.8335181474685669","0.8335181474685669","3919","3919","3919"
"361","0.8327012658119202","0.8327012658119202","0.8327012658119202","3930","3930","3930"
"362","0.8309812545776367","0.8309812545776367","0.8309812545776367","3941","3941","3941"
"363","0.8285343050956726","0.8285343050956726","0.8285343050956726","3952","3952","3952"
"364","0.8351641893386841","0.8351641893386841","0.8351641893386841","3962","3962","3962"
"365","0.8303055167198181","0.8303055167198181","0.8303055167198181","3973","3973","3973"
"366","0.8334433436393738","0.8334433436393738","0.8334433436393738","3984","3984","3984"
"367","0.833262026309967","0.833262026309967","0.833262026309967","3995","3995","3995"
"368","0.8296710848808289","0.8296710848808289","0.8296710848808289","4006","4006","4006"
"369","0.8287606239318848","0.8287606239318848","0.8287606239318848","4017","4017","4017"
"370","0.8309124112129211","0.8309124112129211","0.8309124112129211","4028","4028","4028"
"371","0.8346193432807922","0.8346193432807922","0.8346193432807922","4038","4038","4038"
"372","0.830280601978302","0.830280601978302","0.830280601978302","4049","4049","4049"
"373","0.8417437076568604","0.8417437076568604","0.8417437076568604","4060","4060","4060"
"374","0.8317585587501526","0.8317585587501526","0.8317585587501526","4071","4071","4071"
"375","0.8310981392860413","0.8310981392860413","0.8310981392860413","4082","4082","4082"
"376","0.8321201801300049","0.8321201801300049","0.8321201801300049","4093","4093","4093"
"377","0.8300507664680481","0.8300507664680481","0.8300507664680481","4104","4104","4104"
"378","0.8228861689567566","0.8228861689567566","0.8228861689567566","4114","4114","4114"
"379","0.8307154178619385","0.8307154178619385","0.8307154178619385","4125","4125","4125"
"380","0.8306783437728882","0.8306783437728882","0.8306783437728882","4136","4136","4136"
"381","0.8346102237701416","0.8346102237701416","0.8346102237701416","4147","4147","4147"
"382","0.82719886302948","0.82719886302948","0.82719886302948","4158","4158","4158"
"383","0.8302283883094788","0.8302283883094788","0.8302283883094788","4169","4169","4169"
"384","0.8375077247619629","0.8375077247619629","0.8375077247619629","4180","4180","4180"
"385","0.831892728805542","0.831892728805542","0.831892728805542","4190","4190","4190"
"386","0.8367270231246948","0.8367270231246948","0.8367270231246948","4201","4201","4201"
"387","0.8254479765892029","0.8254479765892029","0.8254479765892029","4212","4212","4212"
"388","0.8304352760314941","0.8304352760314941","0.8304352760314941","4223","4223","4223"
"389","0.8327619433403015","0.8327619433403015","0.8327619433403015","4234","4234","4234"
"390","0.8284445405006409","0.8284445405006409","0.8284445405006409","4245","4245","4245"
"391","0.827754557132721","0.827754557132721","0.827754557132721","4256","4256","4256"
"392","0.8333027362823486","0.8333027362823486","0.8333027362823486","4266","4266","4266"
"393","0.8338059186935425","0.8338059186935425","0.8338059186935425","4277","4277","4277"
"394","0.8281245231628418","0.8281245231628418","0.8281245231628418","4288","4288","4288"
"395","0.8267033100128174","0.8267033100128174","0.8267033100128174","4299","4299","4299"
"396","0.8243236541748047","0.8243236541748047","0.8243236541748047","4310","4310","4310"
"397","0.8278903365135193","0.8278903365135193","0.8278903365135193","4321","4321","4321"
"398","0.827397346496582","0.827397346496582","0.827397346496582","4332","4332","4332"
"399","0.8244400024414062","0.8244400024414062","0.8244400024414062","4343","4343","4343"
"400","0.8365451693534851","0.8365451693534851","0.8365451693534851","4353","4353","4353"
"401","0.8310993313789368","0.8310993313789368","0.8310993313789368","4364","4364","4364"
"402","0.8390433192253113","0.8390433192253113","0.8390433192253113","4375","4375","4375"
"403","0.8291475772857666","0.8291475772857666","0.8291475772857666","4386","4386","4386"
"404","0.8332116007804871","0.8332116007804871","0.8332116007804871","4397","4397","4397"
"405","0.8263192772865295","0.8263192772865295","0.8263192772865295","4408","4408","4408"
"406","0.8330152034759521","0.8330152034759521","0.8330152034759521","4419","4419","4419"
"407","0.8298413753509521","0.8298413753509521","0.8298413753509521","4429","4429","4429"
"408","0.8273141384124756","0.8273141384124756","0.8273141384124756","4440","4440","4440"
"409","0.8325154185295105","0.8325154185295105","0.8325154185295105","4451","4451","4451"
"410","0.8322398662567139","0.8322398662567139","0.8322398662567139","4462","4462","4462"
"411","0.8260090947151184","0.8260090947151184","0.8260090947151184","4473","4473","4473"
"412","0.8360685706138611","0.8360685706138611","0.8360685706138611","4484","4484","4484"
"413","0.8293108940124512","0.8293108940124512","0.8293108940124512","4495","4495","4495"
"414","0.8218286633491516","0.8218286633491516","0.8218286633491516","4505","4505","4505"
"415","0.8307805061340332","0.8307805061340332","0.8307805061340332","4516","4516","4516"
"416","0.8326861262321472","0.8326861262321472","0.8326861262321472","4527","4527","4527"
"417","0.8246863484382629","0.8246863484382629","0.8246863484382629","4538","4538","4538"
"418","0.8232489824295044","0.8232489824295044","0.8232489824295044","4549","4549","4549"
"419","0.8246704339981079","0.8246704339981079","0.8246704339981079","4560","4560","4560"
"420","0.8292489647865295","0.8292489647865295","0.8292489647865295","4571","4571","4571"
"421","0.8300449848175049","0.8300449848175049","0.8300449848175049","4581","4581","4581"
"422","0.8288570046424866","0.8288570046424866","0.8288570046424866","4592","4592","4592"
"423","0.8277926445007324","0.8277926445007324","0.8277926445007324","4603","4603","4603"
"424","0.8226957321166992","0.8226957321166992","0.8226957321166992","4614","4614","4614"
"425","0.8303844928741455","0.8303844928741455","0.8303844928741455","4625","4625","4625"
"426","0.8288184404373169","0.8288184404373169","0.8288184404373169","4636","4636","4636"
"427","0.8318535089492798","0.8318535089492798","0.8318535089492798","4647","4647","4647"
"428","0.8249755501747131","0.8249755501747131","0.8249755501747131","4657","4657","4657"
"429","0.8190394639968872","0.8190394639968872","0.8190394639968872","4668","4668","4668"
"430","0.8219533562660217","0.8219533562660217","0.8219533562660217","4679","4679","4679"
"431","0.8243275284767151","0.8243275284767151","0.8243275284767151","4690","4690","4690"
"432","0.8281653523445129","0.8281653523445129","0.8281653523445129","4701","4701","4701"
"433","0.8257207870483398","0.8257207870483398","0.8257207870483398","4712","4712","4712"
"434","0.8260800838470459","0.8260800838470459","0.8260800838470459","4723","4723","4723"
"435","0.8290201425552368","0.8290201425552368","0.8290201425552368","4733","4733","4733"
"436","0.8240668177604675","0.8240668177604675","0.8240668177604675","4744","4744","4744"
"437","0.8234307169914246","0.8234307169914246","0.8234307169914246","4755","4755","4755"
"438","0.8276247978210449","0.8276247978210449","0.8276247978210449","4766","4766","4766"
"439","0.831218421459198","0.831218421459198","0.831218421459198","4777","4777","4777"
"440","0.825892984867096","0.825892984867096","0.825892984867096","4788","4788","4788"
"441","0.8221503496170044","0.8221503496170044","0.8221503496170044","4799","4799","4799"
"442","0.8339658975601196","0.8339658975601196","0.8339658975601196","4809","4809","4809"
"443","0.8378355503082275","0.8378355503082275","0.8378355503082275","4820","4820","4820"
"444","0.8251804709434509","0.8251804709434509","0.8251804709434509","4831","4831","4831"
"445","0.825109601020813","0.825109601020813","0.825109601020813","4842","4842","4842"
"446","0.8279873132705688","0.8279873132705688","0.8279873132705688","4853","4853","4853"
"447","0.8290335536003113","0.8290335536003113","0.8290335536003113","4864","4864","4864"
"448","0.8326255083084106","0.8326255083084106","0.8326255083084106","4875","4875","4875"
"449","0.829612135887146","0.829612135887146","0.829612135887146","4886","4886","4886"
"450","0.8272356390953064","0.8272356390953064","0.8272356390953064","4896","4896","4896"
"451","0.8288068771362305","0.8288068771362305","0.8288068771362305","4907","4907","4907"
"452","0.8229535818099976","0.8229535818099976","0.8229535818099976","4918","4918","4918"
"453","0.821394145488739","0.821394145488739","0.821394145488739","4929","4929","4929"
"454","0.8239810466766357","0.8239810466766357","0.8239810466766357","4940","4940","4940"
"455","0.8280546069145203","0.8280546069145203","0.8280546069145203","4951","4951","4951"
"456","0.8193743824958801","0.8193743824958801","0.8193743824958801","4962","4962","4962"
"457","0.8283920884132385","0.8283920884132385","0.8283920884132385","4972","4972","4972"
"458","0.821399986743927","0.821399986743927","0.821399986743927","4983","4983","4983"
"459","0.8217535018920898","0.8217535018920898","0.8217535018920898","4994","4994","4994"
"460","0.8273001909255981","0.8273001909255981","0.8273001909255981","5005","5005","5005"
"461","0.8278471827507019","0.8278471827507019","0.8278471827507019","5016","5016","5016"
"462","0.8222115635871887","0.8222115635871887","0.8222115635871887","5027","5027","5027"
"463","0.8226107358932495","0.8226107358932495","0.8226107358932495","5038","5038","5038"
"464","0.829874575138092","0.829874575138092","0.829874575138092","5048","5048","5048"
"465","0.8229563236236572","0.8229563236236572","0.8229563236236572","5059","5059","5059"
"466","0.8225657939910889","0.8225657939910889","0.8225657939910889","5070","5070","5070"
"467","0.8306554555892944","0.8306554555892944","0.8306554555892944","5081","5081","5081"
"468","0.8250105381011963","0.8250105381011963","0.8250105381011963","5092","5092","5092"
"469","0.8286308646202087","0.8286308646202087","0.8286308646202087","5103","5103","5103"
"470","0.8288787603378296","0.8288787603378296","0.8288787603378296","5114","5114","5114"
"471","0.8211326599121094","0.8211326599121094","0.8211326599121094","5124","5124","5124"
"472","0.8195993900299072","0.8195993900299072","0.8195993900299072","5135","5135","5135"
"473","0.8179954290390015","0.8179954290390015","0.8179954290390015","5146","5146","5146"
"474","0.8217461109161377","0.8217461109161377","0.8217461109161377","5157","5157","5157"
"475","0.8268942832946777","0.8268942832946777","0.8268942832946777","5168","5168","5168"
"476","0.8201919198036194","0.8201919198036194","0.8201919198036194","5179","5179","5179"
"477","0.8311545848846436","0.8311545848846436","0.8311545848846436","5190","5190","5190"
"478","0.828220546245575","0.828220546245575","0.828220546245575","5200","5200","5200"
"479","0.8260642886161804","0.8260642886161804","0.8260642886161804","5211","5211","5211"
"480","0.8219069242477417","0.8219069242477417","0.8219069242477417","5222","5222","5222"
"481","0.8191760778427124","0.8191760778427124","0.8191760778427124","5233","5233","5233"
"482","0.8260191082954407","0.8260191082954407","0.8260191082954407","5244","5244","5244"
"483","0.824880838394165","0.824880838394165","0.824880838394165","5255","5255","5255"
"484","0.8232285976409912","0.8232285976409912","0.8232285976409912","5266","5266","5266"
"485","0.829059898853302","0.829059898853302","0.829059898853302","5276","5276","5276"
"486","0.8195857405662537","0.8195857405662537","0.8195857405662537","5287","5287","5287"
"487","0.8215907216072083","0.8215907216072083","0.8215907216072083","5298","5298","5298"
"488","0.826471209526062","0.826471209526062","0.826471209526062","5309","5309","5309"
"489","0.8239944577217102","0.8239944577217102","0.8239944577217102","5320","5320","5320"
"490","0.8177410960197449","0.8177410960197449","0.8177410960197449","5331","5331","5331"
"491","0.8218936324119568","0.8218936324119568","0.8218936324119568","5342","5342","5342"
"492","0.8253873586654663","0.8253873586654663","0.8253873586654663","5352","5352","5352"
"493","0.8311495780944824","0.8311495780944824","0.8311495780944824","5363","5363","5363"
"494","0.8198862671852112","0.8198862671852112","0.8198862671852112","5374","5374","5374"
"495","0.8266876339912415","0.8266876339912415","0.8266876339912415","5385","5385","5385"
"496","0.8252148628234863","0.8252148628234863","0.8252148628234863","5396","5396","5396"
"497","0.8267656564712524","0.8267656564712524","0.8267656564712524","5407","5407","5407"
"498","0.8221669793128967","0.8221669793128967","0.8221669793128967","5418","5418","5418"
"499","0.8251590132713318","0.8251590132713318","0.8251590132713318","5429","5429","5429"
