"Relative Time (Process)","skilled-firefly-1 - system/gpu.0.gpu","skilled-firefly-1 - system/gpu.0.gpu__MIN","skilled-firefly-1 - system/gpu.0.gpu__MAX"
"42962.099898","99","99","99"
"42977.098617","95","95","95"
"42977.098617639","95","95","95"
"42992.099708","99","99","99"
"43007.100137","99","99","99"
"43022.101225","99","99","99"
"43022.101225982","99","99","99"
"43037.100213","99","99","99"
"43052.099492","99","99","99"
"43067.100007","99","99","99"
"43067.100007731","99","99","99"
"43082.100461","99","99","99"
"43082.100461835","99","99","99"
"43097.101343","99","99","99"
"43097.101343806","99","99","99"
"43112.099316","69","69","69"
"43112.09931664","69","69","69"
"43127.09996","63","63","63"
"43127.099960724","63","63","63"
"43142.098422","95","95","95"
"43142.098422606","95","95","95"
"43157.099949","99","99","99"
"43172.099643","98","98","98"
"43172.099643764","98","98","98"
"43187.099264","99","99","99"
"43187.099264587","99","99","99"
"43202.099585","95","95","95"
"43202.099585667","95","95","95"
"43217.099981","95","95","95"
"43217.099981782","95","95","95"
"43232.099141","95","95","95"
"43247.099295","99","99","99"
"43247.099295994","99","99","99"
"43262.099188","98","98","98"
"43262.09918884","98","98","98"
"43277.099699","99","99","99"
"43292.100265","99","99","99"
"43292.100265871","99","99","99"
"43307.100096","99","99","99"
"43307.10009623","99","99","99"
"43322.100216","63","63","63"
"43322.100216747","63","63","63"
"43337.099968","95","95","95"
"43352.100314","75","75","75"
"43352.100314523","75","75","75"
"43367.099736","91","91","91"
"43367.099736968","91","91","91"
"43382.099947","90","90","90"
"43382.099947337","90","90","90"
"43397.099746","93","93","93"
"43397.099746313","93","93","93"
"43412.099691","96","96","96"
"43412.099691607","96","96","96"
"43427.100012","95","95","95"
"43427.100012869","95","95","95"
"43442.100507","95","95","95"
"43442.1005075","95","95","95"
"43457.099447","96","96","96"
"43457.099447468","96","96","96"
"43472.099401","75","75","75"
"43472.099401475","75","75","75"
"43487.099596","99","99","99"
"43487.099596582","99","99","99"
"43502.098212","60","60","60"
"43502.098212473","60","60","60"
"43517.099063","89","89","89"
"43517.099063487","89","89","89"
"43532.099426","91","91","91"
"43532.099426502","91","91","91"
"43547.100092","86","86","86"
"43547.100092309","86","86","86"
"43562.099149","60","60","60"
"43562.099149424","60","60","60"
"43577.098908","64","64","64"
"43577.098908579","64","64","64"
"43592.099706","59","59","59"
"43592.099706778","59","59","59"
"43607.099559","58","58","58"
"43607.099559747","58","58","58"
"43622.099721","61","61","61"
"43622.099721384","61","61","61"
"43637.101471","68","68","68"
"43637.1014716","68","68","68"
"43652.101826","70","70","70"
"43652.101826062","70","70","70"
"43667.099718","99","99","99"
"43667.099718775","99","99","99"
"43682.100225","99","99","99"
"43682.100225326","99","99","99"
"43697.10004","99","99","99"
"43697.100040248","99","99","99"
"43712.09944","59","59","59"
"43712.099440452","59","59","59"
"43727.100185","60","60","60"
"43727.100185932","60","60","60"
"43742.099892","59","59","59"
"43742.099892692","59","59","59"
"43757.099567","60","60","60"
"43757.099567688","60","60","60"
"43772.099534","65","65","65"
"43772.099534473","65","65","65"
"43787.099784","91","91","91"
"43787.099784189","91","91","91"
"43802.09999","64","64","64"
"43802.099990834","64","64","64"
"43817.100155","95","95","95"
"43817.100155314","95","95","95"
"43832.098642","99","99","99"
"43832.098642986","99","99","99"
"43847.099061","99","99","99"
"43847.099061313","99","99","99"
"43862.099337","95","95","95"
"43877.099952","92","92","92"
"43877.099952335","92","92","92"
"43892.099413","70","70","70"
"43892.099413189","70","70","70"
"43907.100019","82","82","82"
"43907.100019671","82","82","82"
"43922.100261","59","59","59"
"43922.100261212","59","59","59"
"43937.099565","58","58","58"
"43937.099565492","58","58","58"
"43952.099822","77","77","77"
"43952.099822941","77","77","77"
"43967.099704","59","59","59"
"43967.09970449","59","59","59"
"43982.101232","63","63","63"
"43997.099105","99","99","99"
"43997.09910586","99","99","99"
"44012.099108","99","99","99"
"44012.099108589","99","99","99"
"44027.099672","99","99","99"
"44027.099672909","99","99","99"
"44042.099275","99","99","99"
"44042.099275358","99","99","99"
"44057.099914","99","99","99"
"44057.099914192","99","99","99"
"44072.099858","99","99","99"
"44072.0998582","99","99","99"
"44087.099497","99","99","99"
"44087.09949765","99","99","99"
"44102.099894","58","58","58"
"44102.09989455","58","58","58"
"44117.100604","66","66","66"
"44117.100604811","66","66","66"
"44132.099499","60","60","60"
"44132.099499324","60","60","60"
"44147.099756","82","82","82"
"44162.100068","90","90","90"
"44162.100068574","90","90","90"
"44177.100621","58","58","58"
"44177.10062181","58","58","58"
"44192.099507","76","76","76"
"44207.099348","84","84","84"
"44207.099348566","84","84","84"
"44222.099496","99","99","99"
"44237.098444","99","99","99"
"44237.098444896","99","99","99"
"44252.099444","95","95","95"
"44252.09944473","95","95","95"
"44267.100227","60","60","60"
"44282.099179","75","75","75"
"44282.0991797","75","75","75"
"44297.099258","99","99","99"
"44297.099258323","99","99","99"
"44312.099056","99","99","99"
"44312.099056484","99","99","99"
"44327.099351","95","95","95"
"44327.099351945","95","95","95"
"44342.100115","95","95","95"
"44342.100115247","95","95","95"
"44357.098958","95","95","95"
"44357.098958682","95","95","95"
"44372.101191","95","95","95"
"44387.10027","99","99","99"
"44387.100270903","99","99","99"
"44402.099795","66","66","66"
"44402.099795235","66","66","66"
"44417.09977","61","61","61"
"44417.099770534","61","61","61"
"44432.0994","89","89","89"
"44432.099400642","89","89","89"
"44447.098203","95","95","95"
"44447.098203085","95","95","95"
"44462.099843","95","95","95"
"44462.099843436","95","95","95"
"44477.099587","85","85","85"
"44477.09958728","85","85","85"
"44492.098403","95","95","95"
"44492.098403256","95","95","95"
"44507.100344","96","96","96"
"44507.100344278","96","96","96"
"44522.099845","95","95","95"
"44522.099845513","95","95","95"
"44537.100372","60","60","60"
"44537.100372382","60","60","60"
"44552.099633","77","77","77"
"44552.099633887","77","77","77"
"44567.099605","57","57","57"
"44567.099605303","57","57","57"
"44582.102235","59","59","59"
"44582.102235662","59","59","59"
"44597.100068","88","88","88"
"44612.100008","94","94","94"
"44612.100008878","94","94","94"
"44627.100119","64","64","64"
"44627.100119895","64","64","64"
"44642.098945","95","95","95"
"44642.098945141","95","95","95"
"44657.099149","95","95","95"
"44657.099149986","95","95","95"
"44672.09991","99","99","99"
"44672.099910412","99","99","99"
"44687.100396","95","95","95"
"44687.100396672","95","95","95"
"44702.098534","95","95","95"
"44702.098534817","95","95","95"
"44717.196822","81","81","81"
"44717.196822522","81","81","81"
"44732.1003","60","60","60"
"44732.100300664","60","60","60"
"44747.099586","99","99","99"
"44747.099586861","99","99","99"
"44762.099732","98","98","98"
"44762.099732578","98","98","98"
"44777.098251","96","96","96"
"44777.098251967","96","96","96"
"44792.099388","89","89","89"
"44807.099612","57","57","57"
"44807.099612257","57","57","57"
"44822.100941","99","99","99"
"44822.100941875","99","99","99"
"44837.100143","54","54","54"
"44837.100143411","54","54","54"
"44852.099752","55","55","55"
"44852.099752519","55","55","55"
"44867.099767","84","84","84"
"44867.09976762","84","84","84"
"44882.099838","99","99","99"
"44882.099838631","99","99","99"
"44897.09947","99","99","99"
"44897.099470273","99","99","99"
"44912.098705","96","96","96"
"44912.098705747","96","96","96"
"44927.100602","97","97","97"
"44927.100602328","97","97","97"
"44942.100369","81","81","81"
"44957.099721","99","99","99"
"44957.099721306","99","99","99"
"44972.099672","99","99","99"
"44972.099672553","99","99","99"
"44987.098489","95","95","95"
"44987.098489617","95","95","95"
"45002.099192","95","95","95"
"45002.099192905","95","95","95"
"45017.099654","95","95","95"
"45017.099654841","95","95","95"
"45032.099333","96","96","96"
"45032.099333503","96","96","96"
"45047.100256","95","95","95"
"45047.100256739","95","95","95"
"45062.099876","95","95","95"
"45062.099876202","95","95","95"
"45077.099531","99","99","99"
"45077.099531344","99","99","99"
"45092.098782","95","95","95"
"45092.098782263","95","95","95"
"45107.099938","95","95","95"
"45107.099938637","95","95","95"
"45122.099174","96","96","96"
"45122.099174417","96","96","96"
"45137.100023","74","74","74"
"45137.100023419","74","74","74"
"45152.099035","60","60","60"
"45152.099035344","60","60","60"
"45167.100197","95","95","95"
"45167.100197575","95","95","95"
"45182.099821","91","91","91"
"45182.099821451","91","91","91"
"45197.099426","88","88","88"
"45197.099426517","88","88","88"
"45212.09966","99","99","99"
"45212.099660292","99","99","99"
"45227.098801","99","99","99"
"45227.098801585","99","99","99"
"45242.100345","99","99","99"
"45242.100345271","99","99","99"
"45257.099342","98","98","98"
"45257.099342875","98","98","98"
"45272.099884","96","96","96"
"45272.099884176","96","96","96"
"45287.100312","95","95","95"
"45302.099605","95","95","95"
"45302.099605414","95","95","95"
"45317.099548","95","95","95"
"45317.09954825","95","95","95"
"45332.099395","57","57","57"
"45332.099395293","57","57","57"
"45347.099704","64","64","64"
"45347.099704245","64","64","64"
"45362.099599","60","60","60"
"45362.099599259","60","60","60"
"45377.099728","99","99","99"
"45377.099728466","99","99","99"
"45392.101702","95","95","95"
"45392.101702953","95","95","95"
"45407.101756","95","95","95"
"45407.101756216","95","95","95"
"45422.099487","90","90","90"
"45422.099487366","90","90","90"
"45437.101058","60","60","60"
"45437.101058225","60","60","60"
"45452.099329","97","97","97"
"45452.099329981","97","97","97"
"45467.099839","99","99","99"
"45467.099839487","99","99","99"
"45482.100571","95","95","95"
"45482.100571525","95","95","95"
"45497.100194","99","99","99"
"45497.100194468","99","99","99"
"45512.099674","95","95","95"
"45512.09967483","95","95","95"
"45527.099236","86","86","86"
"45527.099236386","86","86","86"
"45542.100668","64","64","64"
"45542.100668591","64","64","64"
"45557.099527","95","95","95"
"45557.099527679","95","95","95"
"45572.099689","99","99","99"
"45572.099689596","99","99","99"
"45587.099711","58","58","58"
"45587.0997115","58","58","58"
"45602.099733","76","76","76"
"45602.099733846","76","76","76"
"45617.100081","99","99","99"
"45632.100014","99","99","99"
"45647.099083","96","96","96"
"45647.099083183","96","96","96"
"45662.099794","89","89","89"
"45662.099794821","89","89","89"
"45677.09816","95","95","95"
"45677.098160844","95","95","95"
"45692.10001","88","88","88"
"45692.100010791","88","88","88"
"45707.100308","60","60","60"
"45707.100308358","60","60","60"
"45722.099865","61","61","61"
"45737.099875","99","99","99"
"45737.0998753","99","99","99"
"45752.098399","96","96","96"
"45752.09839935","96","96","96"
"45767.099303","96","96","96"
"45767.099303907","96","96","96"
"45782.099615","87","87","87"
"45782.099615965","87","87","87"
"45797.099258","61","61","61"
"45797.099258439","61","61","61"
"45812.099782","75","75","75"
"45812.099782543","75","75","75"
"45827.098403","58","58","58"
"45827.098403827","58","58","58"
"45842.099242","95","95","95"
"45842.099242953","95","95","95"
"45857.099044","99","99","99"
"45857.099044369","99","99","99"
"45872.098581","95","95","95"
"45872.098581577","95","95","95"
"45887.099591","85","85","85"
"45887.099591466","85","85","85"
"45902.099672","68","68","68"
"45902.09967267","68","68","68"
"45917.099277","99","99","99"
"45917.099277687","99","99","99"
"45932.099647","96","96","96"
"45947.099056","84","84","84"
"45947.099056236","84","84","84"
"45962.099588","74","74","74"
"45962.099588833","74","74","74"
"45977.099861","99","99","99"
"45977.099861282","99","99","99"
"45992.100245","99","99","99"
"45992.100245706","99","99","99"
"46007.101289","85","85","85"
"46007.101289237","85","85","85"
"46022.099879","99","99","99"
"46022.099879768","99","99","99"
"46037.099712","99","99","99"
"46037.09971299","99","99","99"
"46052.099594","55","55","55"
"46067.09978","92","92","92"
"46067.09978087","92","92","92"
"46082.099747","85","85","85"
"46082.099747396","85","85","85"
"46097.099852","60","60","60"
"46097.099852896","60","60","60"
"46112.099794","99","99","99"
"46112.099794421","99","99","99"
"46127.099691","99","99","99"
"46127.099691434","99","99","99"
"46142.099348","99","99","99"
"46142.099348978","99","99","99"
"46157.099498","84","84","84"
"46157.099498581","84","84","84"
"46172.099334","94","94","94"
"46172.099334947","94","94","94"
"46187.099255","99","99","99"
"46187.09925553","99","99","99"
"46202.099037","95","95","95"
"46202.099037116","95","95","95"
"46217.099444","85","85","85"
"46217.099444405","85","85","85"
"46232.099892","60","60","60"
"46232.099892204","60","60","60"
"46247.099167","94","94","94"
"46247.099167257","94","94","94"
"46262.098993","93","93","93"
"46277.099591","99","99","99"
"46277.099591299","99","99","99"
"46292.099492","73","73","73"
"46292.099492934","73","73","73"
"46307.100628","61","61","61"
"46307.100628267","61","61","61"
"46322.10038","95","95","95"
"46322.100380775","95","95","95"
"46337.09963","98","98","98"
"46337.099630556","98","98","98"
"46352.099471","56","56","56"
"46352.099471369","56","56","56"
"46367.099723","80","80","80"
"46367.099723999","80","80","80"
"46382.100173","65","65","65"
"46382.100173515","65","65","65"
"46397.09965","57","57","57"
"46397.09965005","57","57","57"
"46412.100406","94","94","94"
"46412.100406698","94","94","94"
"46427.099631","61","61","61"
"46427.099631908","61","61","61"
"46442.099909","75","75","75"
"46442.099909814","75","75","75"
"46457.100544","99","99","99"
"46457.100544481","99","99","99"
"46472.099319","95","95","95"
"46472.099319745","95","95","95"
"46487.100265","99","99","99"
"46487.100265233","99","99","99"
"46502.099955","95","95","95"
"46502.099955723","95","95","95"
"46517.099986","95","95","95"
"46517.099986794","95","95","95"
"46532.100587","96","96","96"
"46532.100587613","96","96","96"
"46547.100514","98","98","98"
"46547.100514261","98","98","98"
"46562.098932","74","74","74"
"46577.099954","66","66","66"
"46592.10066","94","94","94"
"46592.100660512","94","94","94"
"46607.100009","99","99","99"
"46607.100009629","99","99","99"
"46622.099526","99","99","99"
"46622.099526764","99","99","99"
"46637.0999","95","95","95"
"46637.099900821","95","95","95"
"46652.101618","88","88","88"
"46652.10161892","88","88","88"
"46667.099972","99","99","99"
"46667.099972136","99","99","99"
"46682.101646","95","95","95"
"46682.101646832","95","95","95"
"46697.100912","96","96","96"
"46697.100912419","96","96","96"
"46712.099879","96","96","96"
"46712.0998794","96","96","96"
"46727.099693","95","95","95"
"46742.098479","86","86","86"
"46742.098479553","86","86","86"
"46757.100236","99","99","99"
"46757.100236753","99","99","99"
"46772.09955","95","95","95"
"46772.099550701","95","95","95"
"46787.099863","95","95","95"
"46787.099863852","95","95","95"
"46802.101322","96","96","96"
"46802.101322451","96","96","96"
"46817.099402","99","99","99"
"46817.099402534","99","99","99"
"46832.100255","95","95","95"
"46832.100255328","95","95","95"
"46847.102789","61","61","61"
"46847.102789808","61","61","61"
"46862.102178","94","94","94"
"46877.099964","56","56","56"
"46877.099964876","56","56","56"
"46892.100133","58","58","58"
"46892.100133616","58","58","58"
"46907.09908","85","85","85"
"46922.098429","76","76","76"
"46922.098429517","76","76","76"
"46937.099392","59","59","59"
"46937.09939207","59","59","59"
"46952.099641","52","52","52"
"46952.099641475","52","52","52"
"46967.100046","75","75","75"
"46967.100046359","75","75","75"
"46982.100036","97","97","97"
"46982.100036215","97","97","97"
"46997.099272","95","95","95"
"46997.09927249","95","95","95"
"47012.099394","95","95","95"
"47012.099394296","95","95","95"
"47027.09946","95","95","95"
"47027.099460429","95","95","95"
"47042.099631","80","80","80"
"47042.099631339","80","80","80"
"47057.100053","99","99","99"
"47057.1000534","99","99","99"
"47072.100169","84","84","84"
"47072.100169142","84","84","84"
"47087.099456","99","99","99"
"47087.099456509","99","99","99"
"47102.100073","99","99","99"
"47102.100073755","99","99","99"
"47117.100481","99","99","99"
"47117.10048191","99","99","99"
"47132.100309","99","99","99"
"47132.100309141","99","99","99"
"47147.099827","99","99","99"
"47147.0998276","99","99","99"
"47162.09977","99","99","99"
"47162.099770739","99","99","99"
"47177.099367","99","99","99"
"47177.099367229","99","99","99"
"47192.099376","95","95","95"
"47192.099376129","95","95","95"
"47207.100002","95","95","95"
"47207.100002182","95","95","95"
"47222.099711","65","65","65"
"47222.099711362","65","65","65"
"47237.099974","64","64","64"
"47237.099974787","64","64","64"
"47252.099294","99","99","99"
"47252.099294545","99","99","99"
"47267.099244","99","99","99"
"47282.100676","99","99","99"
"47297.099913","99","99","99"
"47297.099913768","99","99","99"
"47312.099564","98","98","98"
"47312.099564681","98","98","98"
"47327.098318","51","51","51"
"47342.099339","60","60","60"
"47357.09989","61","61","61"
"47357.099890652","61","61","61"
"47372.099385","95","95","95"
"47372.099385618","95","95","95"
"47387.100045","85","85","85"
"47387.100045843","85","85","85"
"47402.099841","95","95","95"
"47417.099322","95","95","95"
"47417.099322729","95","95","95"
"47432.09981","95","95","95"
"47432.099810897","95","95","95"
"47447.099522","95","95","95"
"47447.099522634","95","95","95"
"47462.100081","99","99","99"
"47462.100081167","99","99","99"
"47477.099061","99","99","99"
"47477.099061231","99","99","99"
"47492.099355","99","99","99"
"47492.099355402","99","99","99"
"47507.100036","95","95","95"
"47507.10003679","95","95","95"
"47522.099842","95","95","95"
"47522.099842894","95","95","95"
"47537.099975","95","95","95"
"47537.099975749","95","95","95"
"47552.099325","57","57","57"
"47552.099325322","57","57","57"
"47567.100353","60","60","60"
"47567.100353884","60","60","60"
"47582.099257","99","99","99"
"47582.099257897","99","99","99"
"47597.099524","99","99","99"
"47597.099524421","99","99","99"
"47612.099918","96","96","96"
"47612.099918544","96","96","96"
"47627.102592","96","96","96"
"47627.102592165","96","96","96"
"47642.099615","87","87","87"
"47642.099615629","87","87","87"
"47657.099922","99","99","99"
"47657.099922389","99","99","99"
"47672.099851","99","99","99"
"47672.099851676","99","99","99"
"47687.101036","95","95","95"
"47702.09914","99","99","99"
"47702.099140996","99","99","99"
"47717.099988","74","74","74"
"47717.099988999","74","74","74"
"47732.099432","61","61","61"
"47732.099432451","61","61","61"
"47747.100085","67","67","67"
"47747.100085954","67","67","67"
"47762.099459","77","77","77"
"47762.099459128","77","77","77"
"47777.100129","99","99","99"
"47777.100129932","99","99","99"
"47792.09912","99","99","99"
"47792.099120888","99","99","99"
"47807.100069","98","98","98"
"47807.100069243","98","98","98"
"47822.10018","90","90","90"
"47822.100180886","90","90","90"
"47837.099095","99","99","99"
"47837.099095519","99","99","99"
"47852.099391","99","99","99"
"47852.09939119","99","99","99"
"47867.099076","99","99","99"
"47867.099076633","99","99","99"
"47882.09988","95","95","95"
"47882.099880411","95","95","95"
"47897.09981","96","96","96"
"47912.099753","95","95","95"
"47912.099753075","95","95","95"
"47927.100418","95","95","95"
"47927.100418384","95","95","95"
"47942.099624","71","71","71"
"47942.099624327","71","71","71"
"47957.099738","99","99","99"
"47957.099738641","99","99","99"
"47972.098855","99","99","99"
"47972.098855146","99","99","99"
"47987.099359","99","99","99"
"48002.099599","99","99","99"
"48002.099599597","99","99","99"
"48017.099948","68","68","68"
"48017.099948279","68","68","68"
"48032.099109","60","60","60"
"48032.099109355","60","60","60"
"48047.099217","56","56","56"
"48047.099217156","56","56","56"
"48062.0995","57","57","57"
"48062.099500067","57","57","57"
"48077.099985","95","95","95"
"48092.099678","95","95","95"
"48092.09967895","95","95","95"
"48107.100412","95","95","95"
"48107.100412354","95","95","95"
"48122.099222","95","95","95"
"48122.099222812","95","95","95"
"48137.10115","96","96","96"
"48137.101150187","96","96","96"
"48152.099715","57","57","57"
"48152.099715888","57","57","57"
"48167.099918","95","95","95"
"48167.099918886","95","95","95"
"48182.099314","99","99","99"
"48197.099494","95","95","95"
"48197.099494156","95","95","95"
"48212.099241","95","95","95"
"48227.099837","76","76","76"
"48227.099837617","76","76","76"
"48242.100233","97","97","97"
"48242.10023327","97","97","97"
"48257.099696","83","83","83"
"48257.099696337","83","83","83"
"48272.099936","60","60","60"
"48272.099936794","60","60","60"
"48287.099231","94","94","94"
"48287.099231322","94","94","94"
"48302.100009","99","99","99"
"48302.100009998","99","99","99"
"48317.099489","99","99","99"
"48317.099489901","99","99","99"
"48332.100044","99","99","99"
"48347.099296","99","99","99"
"48347.099296424","99","99","99"
"48362.101369","95","95","95"
"48362.101369183","95","95","95"
"48377.099801","99","99","99"
"48392.099415","95","95","95"
"48392.099415344","95","95","95"
"48407.099657","95","95","95"
"48407.099657413","95","95","95"
"48422.100108","95","95","95"
"48422.100108836","95","95","95"
"48437.100182","83","83","83"
"48437.100182755","83","83","83"
"48452.099482","91","91","91"
"48452.099482517","91","91","91"
"48467.100329","99","99","99"
"48467.100329563","99","99","99"
"48482.099953","99","99","99"
"48482.099953845","99","99","99"
"48497.100666","54","54","54"
"48497.100666495","54","54","54"
"48512.099545","58","58","58"
"48512.099545481","58","58","58"
"48527.09984","58","58","58"
"48527.099840476","58","58","58"
"48542.099128","59","59","59"
"48542.099128779","59","59","59"
"48557.099392","99","99","99"
"48557.099392452","99","99","99"
"48572.099906","99","99","99"
"48587.09924","95","95","95"
"48587.099240727","95","95","95"
"48602.099799","95","95","95"
"48602.099799845","95","95","95"
"48617.098537","99","99","99"
"48617.098537431","99","99","99"
"48632.099343","95","95","95"
"48647.099106","95","95","95"
"48647.099106889","95","95","95"
"48662.099848","95","95","95"
"48662.099848156","95","95","95"
"48677.099035","95","95","95"
"48677.099035846","95","95","95"
"48692.10049","99","99","99"
"48707.099417","56","56","56"
"48707.099417267","56","56","56"
"48722.099479","65","65","65"
"48722.09947923","65","65","65"
"48737.101467","99","99","99"
"48737.101467751","99","99","99"
"48752.099088","97","97","97"
"48752.099088241","97","97","97"
"48767.099839","81","81","81"
"48767.09983987","81","81","81"
"48782.099861","64","64","64"
"48782.099861833","64","64","64"
"48797.099501","63","63","63"
"48797.099501988","63","63","63"
"48812.099756","64","64","64"
"48827.099439","88","88","88"
"48842.099412","59","59","59"
"48842.099412794","59","59","59"
"48857.099994","76","76","76"
"48857.099994174","76","76","76"
"48872.099443","91","91","91"
"48872.099443429","91","91","91"
"48887.100118","59","59","59"
"48887.10011824","59","59","59"
"48902.099397","72","72","72"
"48902.099397662","72","72","72"
"48917.099376","89","89","89"
"48917.099376973","89","89","89"
"48932.101076","83","83","83"
"48932.101076365","83","83","83"
"48947.101116","82","82","82"
"48947.101116442","82","82","82"
"48962.100268","74","74","74"
"48962.100268565","74","74","74"
"48977.099519","95","95","95"
"48977.099519497","95","95","95"
"48992.10013","96","96","96"
"48992.100130509","96","96","96"
"49007.099438","99","99","99"
"49007.099438885","99","99","99"
"49022.09953","95","95","95"
"49022.099530449","95","95","95"
"49037.099557","58","58","58"
"49037.099557827","58","58","58"
"49052.100722","59","59","59"
"49052.100722552","59","59","59"
"49067.099477","99","99","99"
"49082.09893","99","99","99"
"49082.09893091","99","99","99"
"49097.099742","99","99","99"
"49097.099742807","99","99","99"
"49112.098628","99","99","99"
"49112.09862877","99","99","99"
"49127.100524","95","95","95"
"49142.101021","95","95","95"
"49142.101021677","95","95","95"
"49157.100909","95","95","95"
"49157.100909242","95","95","95"
"49172.098753","95","95","95"
"49187.10141","95","95","95"
"49187.101410914","95","95","95"
"49202.099982","95","95","95"
"49202.099982529","95","95","95"
"49217.099239","99","99","99"
"49217.099239914","99","99","99"
"49232.100915","95","95","95"
"49232.100915868","95","95","95"
"49247.101283","59","59","59"
"49247.101283497","59","59","59"
"49262.100204","99","99","99"
"49277.099926","86","86","86"
"49277.099926789","86","86","86"
"49292.099605","98","98","98"
"49292.099605756","98","98","98"
"49307.100055","99","99","99"
"49322.099432","91","91","91"
"49322.099432415","91","91","91"
"49337.099824","95","95","95"
"49337.099824401","95","95","95"
"49352.099456","95","95","95"
"49352.099456749","95","95","95"
"49367.098892","95","95","95"
"49367.098892341","95","95","95"
"49382.098537","95","95","95"
"49382.098537292","95","95","95"
"49397.099883","95","95","95"
"49397.099883978","95","95","95"
"49412.100404","95","95","95"
"49427.099833","85","85","85"
"49427.099833863","85","85","85"
"49442.100014","80","80","80"
"49457.099732","95","95","95"
"49457.099732469","95","95","95"
"49472.100201","99","99","99"
"49487.100329","99","99","99"
"49487.10032996","99","99","99"
"49502.099965","95","95","95"
"49502.099965885","95","95","95"
"49517.099968","65","65","65"
"49517.099968939","65","65","65"
"49532.099611","84","84","84"
"49532.099611371","84","84","84"
"49547.099399","59","59","59"
"49547.099399693","59","59","59"
"49562.100178","58","58","58"
"49562.10017861","58","58","58"
"49577.09995","56","56","56"
"49577.099950953","56","56","56"
"49592.099432","85","85","85"
"49592.099432863","85","85","85"
"49607.100288","60","60","60"
"49607.100288115","60","60","60"
"49622.099157","99","99","99"
"49622.099157678","99","99","99"
"49637.099591","99","99","99"
"49637.099591521","99","99","99"
"49652.098196","99","99","99"
"49652.09819634","99","99","99"
"49667.099418","98","98","98"
"49667.099418677","98","98","98"
"49682.100354","75","75","75"
"49682.100354928","75","75","75"
"49697.099692","84","84","84"
"49697.09969233","84","84","84"
"49712.099579","69","69","69"
"49712.099579617","69","69","69"
"49727.10006","80","80","80"
"49727.100060135","80","80","80"
"49742.099293","88","88","88"
"49742.099293856","88","88","88"
"49757.100151","99","99","99"
"49757.100151202","99","99","99"
"49772.100617","96","96","96"
"49772.10061789","96","96","96"
"49787.100181","99","99","99"
"49802.099491","99","99","99"
"49817.099114","95","95","95"
"49817.099114444","95","95","95"
"49832.100082","95","95","95"
"49832.100082259","95","95","95"
"49847.099231","89","89","89"
"49847.099231351","89","89","89"
"49862.098919","99","99","99"
"49862.098919197","99","99","99"
"49877.099585","99","99","99"
"49877.099585257","99","99","99"
"49892.100065","99","99","99"
"49907.099655","99","99","99"
"49907.099655266","99","99","99"
"49922.099256","99","99","99"
"49937.099433","99","99","99"
"49937.099433092","99","99","99"
"49952.099803","99","99","99"
"49952.099803892","99","99","99"
"49967.100265","99","99","99"
"49967.100265489","99","99","99"
"49982.099911","93","93","93"
"49982.099911461","93","93","93"
"49997.100087","83","83","83"
"49997.10008747","83","83","83"
"50012.099535","95","95","95"
"50027.099568","99","99","99"
"50027.099568625","99","99","99"
"50042.409605","99","99","99"
"50042.40960577","99","99","99"
"50057.09948","99","99","99"
"50057.099480235","99","99","99"
"50072.099681","99","99","99"
"50072.099681313","99","99","99"
"50087.100082","99","99","99"
"50087.100082906","99","99","99"
"50102.100307","99","99","99"
"50117.099688","95","95","95"
"50132.099884","95","95","95"
"50132.099884782","95","95","95"
"50147.099895","95","95","95"
"50147.099895503","95","95","95"
"50162.100052","62","62","62"
"50162.100052475","62","62","62"
"50177.099638","89","89","89"
"50177.099638251","89","89","89"
"50192.099426","60","60","60"
"50192.099426233","60","60","60"
"50207.099297","66","66","66"
"50207.099297545","66","66","66"
"50222.099742","60","60","60"
"50222.099742855","60","60","60"
"50237.099548","94","94","94"
"50252.099719","99","99","99"
"50252.099719886","99","99","99"
"50267.099299","99","99","99"
"50267.099299065","99","99","99"
"50282.098854","99","99","99"
"50282.098854619","99","99","99"
"50297.098522","99","99","99"
"50297.098522505","99","99","99"
"50312.099674","91","91","91"
"50312.099674166","91","91","91"
"50327.099842","95","95","95"
"50342.100019","60","60","60"
"50342.100019554","60","60","60"
"50357.098936","99","99","99"
"50357.098936278","99","99","99"
"50372.098564","99","99","99"
"50372.098564588","99","99","99"
"50387.099868","95","95","95"
"50387.099868195","95","95","95"
"50402.100009","95","95","95"
"50402.100009946","95","95","95"
"50417.098942","99","99","99"
"50417.098942497","99","99","99"
"50432.101642","99","99","99"
"50432.101642859","99","99","99"
"50447.099733","95","95","95"
"50462.100061","99","99","99"
"50462.100061849","99","99","99"
"50477.100038","92","92","92"
"50477.100038995","92","92","92"
"50492.100361","95","95","95"
"50492.10036164","95","95","95"
"50507.09858","99","99","99"
"50507.098580979","99","99","99"
"50522.100117","96","96","96"
"50522.100117858","96","96","96"
"50537.100288","95","95","95"
"50537.100288102","95","95","95"
"50552.099825","85","85","85"
"50552.099825327","85","85","85"
"50567.100347","60","60","60"
"50567.100347157","60","60","60"
"50582.099464","60","60","60"
"50582.099464226","60","60","60"
"50597.100172","56","56","56"
"50597.100172573","56","56","56"
"50612.099882","58","58","58"
"50612.099882821","58","58","58"
"50627.099221","59","59","59"
"50627.099221445","59","59","59"
"50642.099904","57","57","57"
"50657.099548","58","58","58"
"50657.099548639","58","58","58"
"50672.099468","95","95","95"
