"Relative Time (Process)","skilled-firefly-1 - system/gpu.0.gpu","skilled-firefly-1 - system/gpu.0.gpu__MIN","skilled-firefly-1 - system/gpu.0.gpu__MAX"
"13037.099224","96","96","96"
"13037.099224774","96","96","96"
"13052.100136","95","95","95"
"13052.100136988","95","95","95"
"13067.099254","86","86","86"
"13067.099254777","86","86","86"
"13082.099656","99","99","99"
"13082.099656764","99","99","99"
"13097.099926","96","96","96"
"13097.099926538","96","96","96"
"13112.099709","64","64","64"
"13112.099709547","64","64","64"
"13127.101101","99","99","99"
"13127.101101173","99","99","99"
"13142.101487","96","96","96"
"13142.101487441","96","96","96"
"13157.100771","99","99","99"
"13172.099511","96","96","96"
"13172.099511788","96","96","96"
"13187.099271","62","62","62"
"13187.099271491","62","62","62"
"13202.100159","99","99","99"
"13202.100159239","99","99","99"
"13217.099696","96","96","96"
"13232.099034","98","98","98"
"13232.099034615","98","98","98"
"13247.100513","96","96","96"
"13247.100513237","96","96","96"
"13262.099331","96","96","96"
"13262.099331125","96","96","96"
"13277.098564","80","80","80"
"13277.098564108","80","80","80"
"13292.100164","99","99","99"
"13292.100164227","99","99","99"
"13307.099278","99","99","99"
"13307.099278945","99","99","99"
"13322.099718","63","63","63"
"13322.099718253","63","63","63"
"13337.099677","99","99","99"
"13337.099677577","99","99","99"
"13352.099669","96","96","96"
"13352.099669698","96","96","96"
"13367.0996","85","85","85"
"13367.099600393","85","85","85"
"13382.099466","99","99","99"
"13397.099044","99","99","99"
"13397.099044434","99","99","99"
"13412.099878","68","68","68"
"13412.099878766","68","68","68"
"13427.099977","99","99","99"
"13427.099977922","99","99","99"
"13442.098939","99","99","99"
"13442.098939934","99","99","99"
"13457.099973","96","96","96"
"13457.099973303","96","96","96"
"13472.100561","57","57","57"
"13472.100561761","57","57","57"
"13487.099969","76","76","76"
"13487.099969144","76","76","76"
"13502.099122","95","95","95"
"13502.099122306","95","95","95"
"13517.098689","99","99","99"
"13517.098689481","99","99","99"
"13532.099928","99","99","99"
"13532.099928424","99","99","99"
"13547.100243","65","65","65"
"13547.100243948","65","65","65"
"13562.099564","99","99","99"
"13577.09975","93","93","93"
"13577.099750724","93","93","93"
"13592.09984","85","85","85"
"13592.099840828","85","85","85"
"13607.099054","95","95","95"
"13607.099054271","95","95","95"
"13622.099849","99","99","99"
"13622.099849603","99","99","99"
"13637.100225","85","85","85"
"13652.099572","99","99","99"
"13652.099572994","99","99","99"
"13667.099551","99","99","99"
"13667.099551248","99","99","99"
"13682.099546","95","95","95"
"13697.099937","76","76","76"
"13697.099937622","76","76","76"
"13712.099524","92","92","92"
"13712.099524479","92","92","92"
"13727.099253","96","96","96"
"13727.099253345","96","96","96"
"13742.099827","83","83","83"
"13742.099827941","83","83","83"
"13757.099587","92","92","92"
"13772.099984","94","94","94"
"13787.1001","59","59","59"
"13787.100100796","59","59","59"
"13802.099769","99","99","99"
"13802.099769648","99","99","99"
"13817.099722","99","99","99"
"13817.099722503","99","99","99"
"13832.098593","99","99","99"
"13832.098593459","99","99","99"
"13847.099937","96","96","96"
"13847.099937993","96","96","96"
"13862.0997","64","64","64"
"13862.099700796","64","64","64"
"13877.099166","99","99","99"
"13877.099166037","99","99","99"
"13892.099605","96","96","96"
"13892.09960566","96","96","96"
"13907.099825","59","59","59"
"13907.099825086","59","59","59"
"13922.099838","99","99","99"
"13922.099838557","99","99","99"
"13937.10041","96","96","96"
"13937.100410516","96","96","96"
"13952.099485","75","75","75"
"13952.09948571","75","75","75"
"13967.099919","99","99","99"
"13967.099919498","99","99","99"
"13982.100102","96","96","96"
"13982.100102831","96","96","96"
"13997.099243","94","94","94"
"13997.099243744","94","94","94"
"14012.099547","57","57","57"
"14012.099547819","57","57","57"
"14027.099605","89","89","89"
"14027.099605731","89","89","89"
"14042.098772","99","99","99"
"14042.09877219","99","99","99"
"14057.100118","96","96","96"
"14057.100118856","96","96","96"
"14072.099598","59","59","59"
"14072.099598106","59","59","59"
"14087.099589","94","94","94"
"14087.099589958","94","94","94"
"14102.099283","96","96","96"
"14102.099283391","96","96","96"
"14117.099866","60","60","60"
"14117.099866674","60","60","60"
"14132.099709","99","99","99"
"14132.099709574","99","99","99"
"14147.101076","96","96","96"
"14147.101076887","96","96","96"
"14162.099488","96","96","96"
"14177.09996","63","63","63"
"14177.099960375","63","63","63"
"14192.101368","99","99","99"
"14192.10136827","99","99","99"
"14207.098593","94","94","94"
"14207.098593225","94","94","94"
"14222.100122","78","78","78"
"14222.100122633","78","78","78"
"14237.099821","68","68","68"
"14252.099038","96","96","96"
"14252.099038435","96","96","96"
"14267.099693","86","86","86"
"14267.099693412","86","86","86"
"14282.09847","99","99","99"
"14282.098470795","99","99","99"
"14297.100304","79","79","79"
"14297.100304725","79","79","79"
"14312.099538","75","75","75"
"14312.099538731","75","75","75"
"14327.100336","99","99","99"
"14342.099583","96","96","96"
"14342.099583696","96","96","96"
"14357.098651","95","95","95"
"14357.098651407","95","95","95"
"14372.099769","86","86","86"
"14387.099547","96","96","96"
"14387.099547203","96","96","96"
"14402.100239","66","66","66"
"14402.10023985","66","66","66"
"14417.100495","97","97","97"
"14417.100495749","97","97","97"
"14432.099175","99","99","99"
"14432.099175435","99","99","99"
"14447.098772","96","96","96"
"14447.098772936","96","96","96"
"14462.099994","60","60","60"
"14462.099994305","60","60","60"
"14477.099998","99","99","99"
"14492.100169","99","99","99"
"14492.100169432","99","99","99"
"14507.09848","99","99","99"
"14507.098480703","99","99","99"
"14522.100496","70","70","70"
"14522.10049663","70","70","70"
"14537.099051","99","99","99"
"14552.099289","99","99","99"
"14552.099289861","99","99","99"
"14567.101302","72","72","72"
"14567.101302396","72","72","72"
"14582.09938","99","99","99"
"14582.099380669","99","99","99"
"14597.101693","96","96","96"
"14597.101693985","96","96","96"
"14612.098947","99","99","99"
"14612.098947424","99","99","99"
"14627.09958","67","67","67"
"14642.10026","99","99","99"
"14657.099944","99","99","99"
"14672.099289","96","96","96"
"14672.099289576","96","96","96"
"14687.099602","79","79","79"
"14687.099602196","79","79","79"
"14702.099931","96","96","96"
"14702.099931695","96","96","96"
"14717.098686","89","89","89"
"14717.098686096","89","89","89"
"14732.099567","99","99","99"
"14732.099567313","99","99","99"
"14747.100216","96","96","96"
"14747.100216496","96","96","96"
"14762.099921","66","66","66"
"14777.100285","99","99","99"
"14792.099662","96","96","96"
"14792.099662628","96","96","96"
"14807.099406","69","69","69"
"14807.099406576","69","69","69"
"14822.098432","87","87","87"
"14822.098432541","87","87","87"
"14837.099654","95","95","95"
"14837.0996544","95","95","95"
"14852.099111","99","99","99"
"14852.099111887","99","99","99"
"14867.099434","96","96","96"
"14867.099434987","96","96","96"
"14882.100333","99","99","99"
"14882.100333563","99","99","99"
"14897.098985","96","96","96"
"14897.098985538","96","96","96"
"14912.098498","63","63","63"
"14912.098498874","63","63","63"
"14927.099581","99","99","99"
"14927.09958129","99","99","99"
"14942.099946","96","96","96"
"14942.09994616","96","96","96"
"14957.098428","58","58","58"
"14957.09842899","58","58","58"
"14972.100127","94","94","94"
"14972.100127164","94","94","94"
"14987.100142","99","99","99"
"14987.100142535","99","99","99"
"15002.100072","98","98","98"
"15002.100072852","98","98","98"
"15017.099412","69","69","69"
"15032.099465","99","99","99"
"15032.099465521","99","99","99"
"15047.100518","99","99","99"
"15047.100518211","99","99","99"
"15062.099095","61","61","61"
"15062.099095545","61","61","61"
"15077.100405","92","92","92"
"15077.100405517","92","92","92"
"15092.099711","96","96","96"
"15092.09971151","96","96","96"
"15107.099672","99","99","99"
"15107.099672207","99","99","99"
"15122.098538","63","63","63"
"15122.098538796","63","63","63"
"15137.100047","99","99","99"
"15137.100047863","99","99","99"
"15152.100373","93","93","93"
"15152.100373512","93","93","93"
"15167.100121","63","63","63"
"15167.100121585","63","63","63"
"15182.10036","95","95","95"
"15182.100360486","95","95","95"
"15197.101935","96","96","96"
"15197.101935728","96","96","96"
"15212.09961","94","94","94"
"15212.099610836","94","94","94"
"15227.099874","70","70","70"
"15227.099874884","70","70","70"
"15242.099604","96","96","96"
"15257.100142","76","76","76"
"15257.100142588","76","76","76"
"15272.099679","96","96","96"
"15272.099679531","96","96","96"
"15287.099781","96","96","96"
"15287.099781933","96","96","96"
"15302.099281","57","57","57"
"15302.099281438","57","57","57"
"15317.100011","99","99","99"
"15317.100011735","99","99","99"
"15332.099368","99","99","99"
"15332.099368487","99","99","99"
"15347.100347","96","96","96"
"15347.100347724","96","96","96"
"15362.099914","95","95","95"
"15362.099914932","95","95","95"
"15377.099419","99","99","99"
"15392.099817","96","96","96"
"15392.099817627","96","96","96"
"15407.100387","99","99","99"
"15422.09926","67","67","67"
"15422.099260977","67","67","67"
"15437.100497","99","99","99"
"15437.100497394","99","99","99"
"15452.101699","96","96","96"
"15452.101699863","96","96","96"
"15467.099427","74","74","74"
"15467.099427304","74","74","74"
"15482.099935","97","97","97"
"15482.099935794","97","97","97"
"15497.099901","84","84","84"
"15497.099901724","84","84","84"
"15512.099502","99","99","99"
"15512.099502855","99","99","99"
"15527.099728","96","96","96"
"15527.099728852","96","96","96"
"15542.099915","61","61","61"
"15542.099915204","61","61","61"
"15557.099811","99","99","99"
"15572.099802","96","96","96"
"15572.099802685","96","96","96"
"15587.099802","70","70","70"
"15587.09980274","70","70","70"
"15602.101432","99","99","99"
"15617.099981","96","96","96"
"15617.099981995","96","96","96"
"15632.100273","80","80","80"
"15632.100273826","80","80","80"
"15647.100054","99","99","99"
"15647.100054519","99","99","99"
"15662.099638","63","63","63"
"15662.099638674","63","63","63"
"15677.10042","99","99","99"
"15692.10031","96","96","96"
"15692.100310258","96","96","96"
"15707.100407","62","62","62"
"15722.100552","99","99","99"
"15722.100552699","99","99","99"
"15737.098903","96","96","96"
"15737.098903577","96","96","96"
"15752.099754","59","59","59"
"15752.099754746","59","59","59"
"15767.100841","99","99","99"
"15767.100841673","99","99","99"
"15782.101995","96","96","96"
"15782.1019956","96","96","96"
"15797.100242","65","65","65"
"15797.100242112","65","65","65"
"15812.099131","99","99","99"
"15812.099131485","99","99","99"
"15827.099644","99","99","99"
"15827.099644287","99","99","99"
"15842.099566","99","99","99"
"15842.099566148","99","99","99"
"15857.099946","67","67","67"
"15857.099946602","67","67","67"
"15872.100376","99","99","99"
"15872.100376682","99","99","99"
"15887.098618","96","96","96"
"15887.098618218","96","96","96"
"15902.09926","95","95","95"
"15902.099260404","95","95","95"
"15917.100256","62","62","62"
"15917.100256102","62","62","62"
"15932.099799","99","99","99"
"15932.099799567","99","99","99"
"15947.099492","96","96","96"
"15947.099492805","96","96","96"
"15962.099685","99","99","99"
"15962.099685978","99","99","99"
"15977.099991","93","93","93"
"15992.099688","96","96","96"
"15992.09968893","96","96","96"
"16007.099123","61","61","61"
"16007.099123719","61","61","61"
"16022.099686","99","99","99"
"16022.09968673","99","99","99"
"16037.10061","95","95","95"
"16037.100610628","95","95","95"
"16052.099517","73","73","73"
"16052.099517221","73","73","73"
"16067.099909","99","99","99"
"16067.099909571","99","99","99"
"16082.10017","60","60","60"
"16082.100170061","60","60","60"
"16097.098667","99","99","99"
"16097.098667775","99","99","99"
"16112.100644","96","96","96"
"16112.100644635","96","96","96"
"16127.100406","65","65","65"
"16127.100406793","65","65","65"
"16142.10127","99","99","99"
"16142.101270809","99","99","99"
"16157.099376","99","99","99"
"16157.09937609","99","99","99"
"16172.100962","90","90","90"
"16172.100962077","90","90","90"
"16187.098404","99","99","99"
"16187.098404778","99","99","99"
"16202.101791","99","99","99"
"16202.101791944","99","99","99"
"16217.100306","96","96","96"
"16217.100306829","96","96","96"
"16232.099794","63","63","63"
"16232.099794732","63","63","63"
"16247.09955","99","99","99"
"16262.100202","99","99","99"
"16277.100036","61","61","61"
"16277.100036947","61","61","61"
"16292.100124","99","99","99"
"16292.100124865","99","99","99"
"16307.099928","96","96","96"
"16307.099928542","96","96","96"
"16322.099901","96","96","96"
"16322.099901174","96","96","96"
"16337.099894","85","85","85"
"16337.099894746","85","85","85"
"16352.100261","99","99","99"
"16352.10026128","99","99","99"
"16367.098974","96","96","96"
"16367.098974926","96","96","96"
"16382.099387","94","94","94"
"16382.099387873","94","94","94"
"16397.100424","65","65","65"
"16397.100424264","65","65","65"
"16412.099525","99","99","99"
"16412.099525855","99","99","99"
"16427.100126","96","96","96"
"16442.098832","96","96","96"
"16442.098832724","96","96","96"
"16457.100497","81","81","81"
"16457.100497428","81","81","81"
"16472.100099","61","61","61"
"16472.100099766","61","61","61"
"16487.100323","96","96","96"
"16487.10032393","96","96","96"
"16502.098825","96","96","96"
"16517.098878","95","95","95"
"16517.098878654","95","95","95"
"16532.099538","77","77","77"
"16547.09935","99","99","99"
"16547.099350368","99","99","99"
"16562.100338","96","96","96"
"16562.100338431","96","96","96"
"16577.100477","77","77","77"
"16577.100477388","77","77","77"
"16592.099718","99","99","99"
"16592.099718934","99","99","99"
"16607.100152","96","96","96"
"16607.100152353","96","96","96"
"16622.099707","54","54","54"
"16637.098802","99","99","99"
"16637.098802703","99","99","99"
"16652.100165","99","99","99"
"16667.099425","99","99","99"
"16667.099425508","99","99","99"
"16682.099909","96","96","96"
"16682.09990969","96","96","96"
"16697.099177","70","70","70"
"16697.099177638","70","70","70"
"16712.098668","99","99","99"
"16712.098668385","99","99","99"
"16727.100159","94","94","94"
"16727.100159206","94","94","94"
"16742.099118","85","85","85"
"16742.099118379","85","85","85"
"16757.099478","96","96","96"
"16757.099478764","96","96","96"
"16772.09934","96","96","96"
"16772.099340838","96","96","96"
"16787.100722","72","72","72"
"16802.100932","59","59","59"
"16817.099755","66","66","66"
"16832.100036","74","74","74"
"16832.100036016","74","74","74"
"16847.099827","99","99","99"
"16847.099827475","99","99","99"
"16862.099249","96","96","96"
"16862.099249387","96","96","96"
"16877.098548","96","96","96"
"16877.098548142","96","96","96"
"16892.09961","80","80","80"
"16892.099610556","80","80","80"
"16907.099719","70","70","70"
"16922.099985","99","99","99"
"16922.099985639","99","99","99"
"16937.099865","96","96","96"
"16937.099865733","96","96","96"
"16952.09992","96","96","96"
"16967.09975","64","64","64"
"16982.09967","99","99","99"
"16982.099670188","99","99","99"
"16997.099993","96","96","96"
"16997.099993549","96","96","96"
"17012.099457","96","96","96"
"17012.099457946","96","96","96"
"17027.099124","89","89","89"
"17027.099124272","89","89","89"
"17042.098762","81","81","81"
"17057.101788","99","99","99"
"17057.101788777","99","99","99"
"17072.100181","99","99","99"
"17072.100181542","99","99","99"
"17087.099377","76","76","76"
"17087.099377524","76","76","76"
"17102.099954","60","60","60"
"17102.099954734","60","60","60"
"17117.100349","66","66","66"
"17117.100349928","66","66","66"
"17132.099106","99","99","99"
"17132.099106899","99","99","99"
"17147.099135","86","86","86"
"17147.099135045","86","86","86"
"17162.099291","85","85","85"
"17177.099783","81","81","81"
"17177.099783255","81","81","81"
"17192.102422","99","99","99"
"17192.10242213","99","99","99"
"17207.099476","96","96","96"
"17207.099476265","96","96","96"
"17222.099944","64","64","64"
"17222.099944971","64","64","64"
"17237.100163","74","74","74"
"17237.100163472","74","74","74"
"17252.099627","95","95","95"
"17252.099627736","95","95","95"
"17267.099734","95","95","95"
"17282.099695","96","96","96"
"17297.099737","72","72","72"
"17297.099737229","72","72","72"
"17312.099218","60","60","60"
"17312.099218727","60","60","60"
"17327.099803","99","99","99"
"17327.099803255","99","99","99"
"17342.099207","88","88","88"
"17342.099207988","88","88","88"
"17357.100457","95","95","95"
"17357.100457756","95","95","95"
"17372.099292","99","99","99"
"17372.099292942","99","99","99"
"17387.099871","76","76","76"
"17387.099871979","76","76","76"
"17402.100034","99","99","99"
"17402.100034657","99","99","99"
"17417.100186","95","95","95"
"17417.100186566","95","95","95"
"17432.098949","99","99","99"
"17432.098949139","99","99","99"
"17447.099092","72","72","72"
"17447.099092852","72","72","72"
"17462.099952","95","95","95"
"17462.099952517","95","95","95"
"17477.099478","99","99","99"
"17477.099478523","99","99","99"
"17492.099726","99","99","99"
"17492.099726931","99","99","99"
"17507.098964","54","54","54"
"17507.098964899","54","54","54"
"17522.099374","95","95","95"
"17522.099374218","95","95","95"
"17537.09938","91","91","91"
"17537.09938061","91","91","91"
"17552.100342","95","95","95"
"17552.100342666","95","95","95"
"17567.099653","99","99","99"
"17567.099653252","99","99","99"
"17582.09969","57","57","57"
"17582.09969037","57","57","57"
"17597.099781","99","99","99"
"17612.099908","68","68","68"
"17612.099908689","68","68","68"
"17627.099433","99","99","99"
"17627.099433659","99","99","99"
"17642.099938","84","84","84"
"17642.099938317","84","84","84"
"17657.100138","68","68","68"
"17657.100138698","68","68","68"
"17672.1001","56","56","56"
"17672.100100885","56","56","56"
"17687.100044","94","94","94"
"17687.100044804","94","94","94"
"17702.099471","80","80","80"
"17702.099471212","80","80","80"
"17717.099877","76","76","76"
"17717.099877638","76","76","76"
"17732.099685","99","99","99"
"17732.099685467","99","99","99"
"17747.099505","95","95","95"
"17762.100151","44","44","44"
"17762.100151627","44","44","44"
"17777.099518","99","99","99"
"17777.099518942","99","99","99"
"17792.099642","77","77","77"
"17792.09964239","77","77","77"
"17807.099632","84","84","84"
"17822.099453","94","94","94"
"17822.099453546","94","94","94"
"17837.100556","94","94","94"
"17837.100556691","94","94","94"
"17852.099772","54","54","54"
"17852.099772915","54","54","54"
"17867.10043","92","92","92"
"17867.10043096","92","92","92"
"17882.100166","99","99","99"
"17882.100166487","99","99","99"
"17897.099383","79","79","79"
"17912.100217","99","99","99"
"17927.099851","56","56","56"
"17927.099851317","56","56","56"
"17942.10053","64","64","64"
"17942.100530554","64","64","64"
"17957.099459","99","99","99"
"17957.099459191","99","99","99"
"17972.099524","62","62","62"
"17987.09966","95","95","95"
"17987.099660133","95","95","95"
"18002.100038","55","55","55"
"18002.100038659","55","55","55"
"18017.10026","95","95","95"
"18032.099884","99","99","99"
"18047.0996","58","58","58"
"18047.099600776","58","58","58"
"18062.099969","95","95","95"
"18062.099969188","95","95","95"
"18077.100078","99","99","99"
"18077.100078988","99","99","99"
"18092.100061","95","95","95"
"18092.100061311","95","95","95"
"18107.100061","56","56","56"
"18107.100061878","56","56","56"
"18122.100006","99","99","99"
"18137.098863","64","64","64"
"18137.098863581","64","64","64"
"18152.100673","99","99","99"
"18152.10067369","99","99","99"
"18167.100226","95","95","95"
"18167.10022622","95","95","95"
"18182.100088","78","78","78"
"18182.100088925","78","78","78"
"18197.099322","95","95","95"
"18197.099322325","95","95","95"
"18212.099896","99","99","99"
"18212.099896846","99","99","99"
"18227.1017","54","54","54"
"18227.101700472","54","54","54"
"18242.099876","99","99","99"
"18242.09987627","99","99","99"
"18257.100077","91","91","91"
"18257.100077604","91","91","91"
"18272.10002","95","95","95"
"18272.100020249","95","95","95"
"18287.100171","99","99","99"
"18287.100171275","99","99","99"
"18302.098404","58","58","58"
"18302.098404786","58","58","58"
"18317.099906","99","99","99"
"18317.09990667","99","99","99"
"18332.098399","57","57","57"
"18332.098399212","57","57","57"
"18347.10264","99","99","99"
"18347.102640871","99","99","99"
"18362.099817","80","80","80"
"18362.099817191","80","80","80"
"18377.100432","99","99","99"
"18377.100432625","99","99","99"
"18392.099416","95","95","95"
"18392.099416238","95","95","95"
"18407.10145","99","99","99"
"18422.099327","56","56","56"
"18422.099327377","56","56","56"
"18437.100609","94","94","94"
"18437.100609987","94","94","94"
"18452.099641","99","99","99"
"18452.099641311","99","99","99"
"18467.099936","95","95","95"
"18467.099936703","95","95","95"
"18482.099962","99","99","99"
"18497.099062","95","95","95"
"18497.099062539","95","95","95"
"18512.099559","98","98","98"
"18512.099559471","98","98","98"
"18527.099502","76","76","76"
"18527.099502576","76","76","76"
"18542.10013","95","95","95"
"18542.100130256","95","95","95"
"18557.099397","99","99","99"
"18557.099397834","99","99","99"
"18572.099906","99","99","99"
"18572.099906193","99","99","99"
"18587.098775","56","56","56"
"18587.098775889","56","56","56"
"18602.101885","99","99","99"
"18617.100437","66","66","66"
"18617.100437138","66","66","66"
"18632.099271","95","95","95"
"18632.099271996","95","95","95"
"18647.099892","99","99","99"
"18647.099892359","99","99","99"
"18662.099663","95","95","95"
"18662.099663533","95","95","95"
"18677.099836","99","99","99"
"18692.098778","51","51","51"
"18692.098778118","51","51","51"
"18707.098922","95","95","95"
"18707.098922265","95","95","95"
"18722.099488","94","94","94"
"18722.099488228","94","94","94"
"18737.09993","99","99","99"
"18737.099930359","99","99","99"
"18752.100342","99","99","99"
"18752.100342408","99","99","99"
"18767.099706","99","99","99"
"18767.099706089","99","99","99"
"18782.099388","62","62","62"
"18782.099388598","62","62","62"
"18797.09926","99","99","99"
"18812.098752","48","48","48"
"18812.098752702","48","48","48"
"18827.100155","95","95","95"
"18827.100155229","95","95","95"
"18842.099179","82","82","82"
"18857.099099","97","97","97"
"18857.099099416","97","97","97"
"18872.099347","99","99","99"
"18887.099284","70","70","70"
"18887.099284379","70","70","70"
"18902.099631","95","95","95"
"18902.099631467","95","95","95"
"18917.099401","67","67","67"
"18932.099322","94","94","94"
"18932.099322258","94","94","94"
"18947.100522","99","99","99"
"18947.100522603","99","99","99"
"18962.099812","66","66","66"
"18962.09981237","66","66","66"
"18977.100458","99","99","99"
"18977.100458632","99","99","99"
"18992.099261","56","56","56"
"18992.09926159","56","56","56"
"19007.099531","81","81","81"
"19007.099531732","81","81","81"
"19022.099251","73","73","73"
"19022.099251275","73","73","73"
"19037.099751","95","95","95"
"19037.099751717","95","95","95"
"19052.099211","95","95","95"
"19052.099211765","95","95","95"
"19067.099697","76","76","76"
"19067.099697908","76","76","76"
"19082.130298","88","88","88"
"19082.130298419","88","88","88"
"19097.099353","99","99","99"
"19097.099353256","99","99","99"
"19112.098433","54","54","54"
"19112.098433881","54","54","54"
"19127.099087","95","95","95"
"19127.09908717","95","95","95"
"19142.099489","99","99","99"
"19157.099921","91","91","91"
"19157.09992137","91","91","91"
"19172.099941","59","59","59"
"19172.099941718","59","59","59"
"19187.099159","95","95","95"
"19187.099159319","95","95","95"
"19202.100119","99","99","99"
"19202.100119675","99","99","99"
"19217.098794","55","55","55"
"19217.098794557","55","55","55"
"19232.100016","99","99","99"
"19232.100016413","99","99","99"
"19247.099837","69","69","69"
"19247.099837299","69","69","69"
"19262.099664","95","95","95"
"19262.099664502","95","95","95"
"19277.099321","99","99","99"
"19277.099321241","99","99","99"
"19292.099042","92","92","92"
"19292.099042967","92","92","92"
"19307.100388","84","84","84"
"19307.100388214","84","84","84"
"19322.099542","95","95","95"
"19322.099542025","95","95","95"
"19337.098222","75","75","75"
"19337.098222269","75","75","75"
"19352.099095","66","66","66"
"19352.099095762","66","66","66"
"19367.099251","99","99","99"
"19382.099708","99","99","99"
"19397.100036","99","99","99"
"19397.100036778","99","99","99"
"19412.099141","57","57","57"
"19412.099141485","57","57","57"
"19427.099865","99","99","99"
"19427.099865939","99","99","99"
"19442.099591","86","86","86"
"19442.099591506","86","86","86"
"19457.099392","94","94","94"
"19457.099392387","94","94","94"
"19472.099773","99","99","99"
"19472.099773895","99","99","99"
"19487.098717","87","87","87"
"19487.098717699","87","87","87"
"19502.099677","99","99","99"
"19502.099677989","99","99","99"
"19517.098743","83","83","83"
"19517.098743421","83","83","83"
"19532.09889","99","99","99"
"19532.098890564","99","99","99"
"19547.099729","60","60","60"
"19547.09972931","60","60","60"
"19562.099184","95","95","95"
"19562.099184565","95","95","95"
"19577.098858","58","58","58"
"19592.099757","49","49","49"
"19592.099757737","49","49","49"
"19607.098196","61","61","61"
"19607.098196998","61","61","61"
"19622.099081","99","99","99"
"19622.09908124","99","99","99"
"19637.099187","73","73","73"
"19637.099187775","73","73","73"
"19652.099634","99","99","99"
"19667.099428","57","57","57"
"19667.099428509","57","57","57"
"19682.099914","99","99","99"
"19682.099914371","99","99","99"
"19697.100576","70","70","70"
"19697.100576779","70","70","70"
"19712.099608","95","95","95"
"19712.099608211","95","95","95"
"19727.100181","99","99","99"
"19742.098565","91","91","91"
"19742.098565799","91","91","91"
"19757.09926","99","99","99"
"19772.099456","95","95","95"
"19772.099456705","95","95","95"
"19787.099692","95","95","95"
"19787.09969268","95","95","95"
"19802.099734","99","99","99"
"19802.099734755","99","99","99"
"19817.099993","99","99","99"
"19817.099993934","99","99","99"
"19832.099937","99","99","99"
"19832.099937494","99","99","99"
"19847.098712","70","70","70"
"19847.098712369","70","70","70"
"19862.098529","56","56","56"
"19862.098529402","56","56","56"
"19877.100364","99","99","99"
"19877.100364632","99","99","99"
"19892.100475","93","93","93"
"19892.100475962","93","93","93"
"19907.099459","95","95","95"
"19907.099459169","95","95","95"
"19922.099557","77","77","77"
"19937.100131","99","99","99"
"19937.100131643","99","99","99"
"19952.09964","95","95","95"
"19952.099640927","95","95","95"
"19967.098732","57","57","57"
"19967.098732292","57","57","57"
"19982.099413","99","99","99"
"19982.099413722","99","99","99"
"19997.098647","51","51","51"
"19997.098647284","51","51","51"
"20012.099469","99","99","99"
"20012.099469495","99","99","99"
"20027.100183","99","99","99"
"20027.10018324","99","99","99"
"20042.098515","95","95","95"
"20042.098515433","95","95","95"
"20057.099598","53","53","53"
"20057.099598861","53","53","53"
"20072.09986","95","95","95"
"20072.09986077","95","95","95"
"20087.099928","99","99","99"
"20087.099928078","99","99","99"
"20102.100255","97","97","97"
"20117.100422","99","99","99"
"20117.100422663","99","99","99"
"20132.098595","53","53","53"
"20132.0985951","53","53","53"
"20147.099497","87","87","87"
"20162.09927","73","73","73"
"20177.099189","94","94","94"
"20177.09918995","94","94","94"
"20192.099821","73","73","73"
"20207.099564","95","95","95"
"20207.099564572","95","95","95"
"20222.099157","99","99","99"
"20222.099157424","99","99","99"
"20237.098616","54","54","54"
"20237.098616601","54","54","54"
"20252.099589","95","95","95"
"20267.099899","95","95","95"
"20267.099899625","95","95","95"
"20282.100327","83","83","83"
"20282.100327124","83","83","83"
"20297.100271","93","93","93"
"20297.100271807","93","93","93"
"20312.099057","95","95","95"
"20327.100751","99","99","99"
"20327.100751513","99","99","99"
"20342.129642","77","77","77"
"20342.129642215","77","77","77"
"20357.099803","94","94","94"
"20357.099803423","94","94","94"
"20372.101108","96","96","96"
"20372.101108812","96","96","96"
"20387.100233","95","95","95"
"20387.10023384","95","95","95"
"20402.101527","97","97","97"
"20402.101527986","97","97","97"
"20417.100921","95","95","95"
"20417.100921196","95","95","95"
"20432.100674","99","99","99"
"20432.100674066","99","99","99"
"20447.102409","63","63","63"
"20447.102409317","63","63","63"
"20462.100053","99","99","99"
"20462.100053789","99","99","99"
"20477.099462","99","99","99"
"20477.099462307","99","99","99"
"20492.101836","82","82","82"
"20492.101836937","82","82","82"
"20507.099917","95","95","95"
"20507.099917162","95","95","95"
"20522.100301","99","99","99"
"20522.100301373","99","99","99"
"20537.099888","95","95","95"
"20537.099888212","95","95","95"
"20552.099541","99","99","99"
"20552.099541243","99","99","99"
"20567.099969","73","73","73"
"20567.099969626","73","73","73"
"20582.099693","95","95","95"
"20582.099693372","95","95","95"
"20597.101798","99","99","99"
"20597.101798301","99","99","99"
"20612.099763","99","99","99"
"20612.099763528","99","99","99"
"20627.099431","99","99","99"
"20627.099431649","99","99","99"
"20642.099456","95","95","95"
"20642.099456205","95","95","95"
"20657.099799","99","99","99"
"20657.099799601","99","99","99"
"20672.098645","99","99","99"
"20672.098645454","99","99","99"
"20687.099422","99","99","99"
"20687.099422334","99","99","99"
"20702.099573","60","60","60"
"20702.099573901","60","60","60"
"20717.099741","95","95","95"
"20717.099741813","95","95","95"
"20732.099835","95","95","95"
"20732.099835907","95","95","95"
"20747.100456","88","88","88"
"20747.100456404","88","88","88"
"20762.100471","96","96","96"
"20762.1004713","96","96","96"
"20777.101562","95","95","95"
"20777.101562592","95","95","95"
"20792.099639","75","75","75"
"20792.099639795","75","75","75"
"20807.100206","99","99","99"
"20807.100206216","99","99","99"
